,[1]_All_MLP_1_3_시작온도,[1]_All_KNN_시작온도,[2]_All_MLP_3_5_시작온도,[2]_All_KNN_시작온도,[3]_All_MLP_3_1_시작온도,[3]_All_KNN_시작온도,[4]_All_MLP_3_3_시작온도,[4]_All_KNN_시작온도,[5]_All_MLP_1_3_시작온도,[5]_All_KNN_시작온도,[6]_All_MLP_5_5_시작온도,[6]_All_KNN_시작온도,[13]_All_MLP_3_1_시작온도,[13]_All_KNN_시작온도,[17]_All_MLP_3_3_시작온도,[17]_All_KNN_시작온도,[18]_All_MLP_5_5_시작온도,[18]_All_KNN_시작온도,[19]_All_MLP_5_5_시작온도,[19]_All_KNN_시작온도,[20]_All_MLP_3_3_시작온도,[20]_All_KNN_시작온도
0,19.181745529174805,21.898822540599518,15.593055915832519,15.85945271113635,14.212813483344185,14.394510697740207,11.971693665640695,15.584042176524529,17.08697509765625,14.355441148318143,16.5429849913626,21.058187222013487,41.507938385009766,51.87100866888949,21.498063405354817,22.495826851760704,16.358418153256785,17.829496183369493,8.488379655060944,9.748478650602507,16.117041724068777,15.392451207445232
average,19.181745529174805,21.898822540599518,15.593055915832519,15.85945271113635,14.212813483344185,14.394510697740207,11.971693665640695,15.584042176524529,17.08697509765625,14.355441148318143,16.5429849913626,21.058187222013487,41.507938385009766,51.87100866888949,21.498063405354817,22.495826851760704,16.358418153256785,17.829496183369493,8.488379655060944,9.748478650602507,16.117041724068777,15.392451207445232
