,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,31.782817840576172,29.72766476784591,37.790958404541016,29.991743498435437
1,39.63896179199219,32.86469201318495,36.66438674926758,32.39627321931939
2,34.83560562133789,26.723359574557225,33.23345947265625,26.859795656857415
3,60.59904098510742,25.62596622452233,41.6158561706543,25.579622798686035
4,30.400110244750977,22.015030597892387,36.045406341552734,23.06744026272143
5,29.973901748657227,32.09060054954641,30.861839294433594,31.93332705502731
6,33.27854537963867,32.80001828459419,36.2722053527832,32.04821103704095
7,35.93846130371094,25.800112447737604,35.61928176879883,26.170770852650875
8,34.208492279052734,30.758627996867656,37.17451095581055,30.4717433944192
9,39.66386413574219,29.42506315737916,41.83644485473633,29.05629896813294
average,37.03198013305664,28.78311356141278,36.71143493652344,28.757522674329095
