,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,44.91893768310547,24.02194105684839,47.227115631103516,21.65337021903232
1,50.995460510253906,20.079756025783713,42.39887237548828,19.325178443505326
2,51.31685256958008,26.04417809576948,99.95783233642578,25.103696215546297
3,45.41920852661133,20.830314869501485,47.29584503173828,22.489133426439892
4,49.265602111816406,39.810837795636616,49.21065139770508,42.31282511278515
5,61.71575164794922,40.53442338005748,76.29283142089844,40.47817832186226
6,114.13097381591797,28.77441660705665,26.02053451538086,27.28693593720108
7,49.70927047729492,21.294844953224054,47.74766540527344,21.178795575211637
8,51.67524337768555,44.50194742549448,42.3599739074707,39.375454809198565
9,46.12140655517578,39.16105532391632,39.19114303588867,40.27792643316436
average,56.52687072753906,30.50537155332887,51.770246505737305,29.948149449394684
