,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,18.071692784627277,46.29146042735822,24.501305262247723,43.947837388738726
1,17.094523747762043,36.87613666001563,16.8384526570638,35.275541504802426
2,20.529536565144856,41.0688097083663,20.506638209025066,41.74774704799135
3,23.349429448445637,46.48478941530982,24.488008499145508,45.312078580384664
4,23.609527587890625,52.98424702736268,21.194067001342773,50.67963697132684
5,23.175283432006836,45.12114661907713,22.803180694580078,45.0056706130366
6,22.014816919962566,54.01600418677512,22.23509915669759,53.68057591577767
7,26.615399678548176,51.62263362670465,27.457590103149414,47.634639850795814
8,19.86713186899821,45.70470961720227,20.48568280537923,44.69291796777573
9,23.842519760131836,54.29851228609621,30.492003122965496,53.57353397137396
average,21.816986179351805,47.4468449574268,23.100202751159667,46.15501798120037
