,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,30.132899977944113,51.43183292756612,27.21984319975882,46.48805955650177
1,19.205835342407227,42.08659508185798,23.923966147682883,42.52271068366582
2,26.481737368034594,43.29601548583447,28.511663899277195,44.49829202768411
3,28.083904670946527,57.804501369815675,25.84247776956269,54.031591491891696
4,31.59129622488311,51.590844989192455,29.22156790531043,48.945175933979876
5,21.217753092447918,48.489409368226866,27.61110964688388,41.58483867866224
6,40.61876481952089,73.77355935418095,28.216424826419715,65.35279263822447
7,35.91177206328421,58.300930939045045,30.507440509218156,60.30087076080207
8,24.003395196163293,44.41261024771239,23.196014751087535,40.08984358435998
9,21.63009609598102,50.75011332139011,22.969448118498832,48.801595138059284
average,27.887745485161286,52.19364130848221,26.72199567737001,49.26157704938313
