,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간포함_MLP_5_5_시간(총),쉰시간포함_KNN_5_5_시간(총),쉰시간포함_MLP_5_5_시간(0제외),쉰시간포함_KNN_5_5_시간(0제외),쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지,쉰시간제외_MLP_5_5_시간(총),쉰시간제외_KNN_5_5_시간(총),쉰시간제외_MLP_5_5_시간(0제외),쉰시간제외_KNN_5_5_시간(0제외)
0,62.951622009277344,93.33953719316877,30.75865936279297,45.84232866029904,316.8415222167969,395.3490705610306,81.69214630126953,95.60656812556967,28.214906692504883,47.130893277429735,312.236328125,394.81713300365453
1,48.86233139038086,41.20958614214735,45.67298126220703,42.416379158436264,141.85543823242188,180.7717601168269,38.227989196777344,40.944775386251216,37.2386589050293,43.28489610353676,138.67355346679688,137.56295766563434
2,28.90852165222168,20.951297984110955,24.415409088134766,17.47204419846273,94.76290893554688,70.90949746914066,27.124906539916992,20.185473047165473,20.433753967285156,17.067562954440167,97.7895278930664,70.99165326636702
3,29.0495662689209,18.687128991217964,26.422731399536133,13.748750042716928,91.6624755859375,121.6074526553082,23.79900550842285,17.126421091136248,22.279315948486328,14.686274713512068,105.98664093017578,113.10164982798334
4,27.69082260131836,33.53357284855531,31.876991271972656,26.94043047929554,99.79197692871094,124.48706927906255,31.114360809326172,31.95038685148405,37.27852249145508,27.215200466626705,99.74989318847656,126.71615822063526
5,48.781558990478516,30.273777399156444,34.00440216064453,37.12230560692543,116.93376922607422,121.87845517556735,31.758893966674805,30.020827541144257,25.85425567626953,34.13223690224887,113.90961456298828,113.49214924571969
6,68.38906860351562,66.26033857588527,50.594459533691406,61.78271256354462,98.02104949951172,164.41115569466297,77.90718841552734,65.00943409207561,42.50520324707031,64.33882047896054,113.00872039794922,117.06397908082104
7,33.11326217651367,27.77631749039646,51.808502197265625,22.403974744376434,221.60423278808594,159.8531616229767,21.652671813964844,27.347667155843208,33.0931396484375,30.239552954270042,137.49244689941406,155.42822940371067
8,84.77368927001953,47.798006630346954,33.67650604248047,54.86462276930409,177.31741333007812,398.05074309632107,83.98269653320312,54.534855935022804,43.53593826293945,66.02333108040102,246.911376953125,413.32755383848445
9,50.161712646484375,58.427870842579544,33.656646728515625,49.35982163880649,99.37239837646484,161.75711964462693,57.554351806640625,60.18421441626124,35.54694366455078,53.88639160452608,117.8257064819336,149.04722203084248
average,48.268215560913085,43.8257434097565,36.288728904724124,37.19533698621676,145.8163185119629,189.9075485315524,47.481421089172365,44.291062364195376,32.59806385040283,39.800516053595196,148.35838088989257,179.1548685583853
