,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,18.037763595581055,31.10093016924057,17.499439239501953,31.33155708313667
1,31.00754737854004,39.79688309699547,29.413515090942383,31.855665118310622
2,37.20012283325195,37.54689481453407,30.32176399230957,41.119334434801864
3,27.176448822021484,29.43253631654009,27.028099060058594,29.881345328619556
4,21.288719177246094,30.331915702680057,20.314193725585938,31.24026618103084
5,24.127748489379883,32.237599897423905,33.11438751220703,33.220958768369975
6,18.254297256469727,24.783087597690976,18.893604278564453,27.00055813440124
7,34.009254455566406,33.73814681673484,26.24901580810547,31.07596500063327
8,88.19046020507812,81.94964634628386,32.64146041870117,40.53968895813024
9,45.92780303955078,40.61384445960881,49.92234420776367,39.9377324251221
average,34.522016525268555,38.15314852177327,28.539782333374024,33.72030714325563
