,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,28.029705450269912,66.96976867473767
1,34.75631807115343,84.2000894342542
2,38.09433216518826,92.6778796858146
3,29.96141569349501,88.21100743212999
4,23.899275165134007,84.5903308542104
5,65.59942220052083,130.22468633165465
6,28.136218473646377,87.88269398589208
7,26.869233025444878,154.27947198482627
8,28.345337210761176,137.5665361368215
9,19.41155219607883,70.90962076084536
average,32.31028096516927,99.75120852811867
