,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,18.90430450439453,48.486900668973675
1,47.073219299316406,58.4382530599025
2,25.787132263183594,37.66497697096021
3,34.20994567871094,35.96299540919697
4,23.36452293395996,67.86237195271063
5,21.564693450927734,48.67863109952518
6,28.63707733154297,49.91627140196437
7,21.447463989257812,65.59850037113681
8,106.2061538696289,43.17887820667664
9,109.97876739501953,38.460388824951906
average,43.71732807159424,49.42481679659989
