,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,26.520141329084122,54.83092100761726
1,21.681277411324636,38.97850874037353
2,26.979856491088867,49.983342635043265
3,23.259898049490793,46.61116872955384
4,18.61966187613351,46.66663702253904
5,26.064884458269393,48.01046312469813
6,23.41604151044573,43.65156656502723
7,21.619536808558873,31.59559913206475
8,24.74715450831822,50.4908549942635
9,26.9977171761649,35.56109220544864
average,23.990616961887905,44.63801541566292
