,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,1.7930464104908268,28.2436590696647,2.2545996526392496,26.193614504918557
1,3.1879083237996917,27.85415114473306,2.00939756486474,27.490071232295684
2,2.6253152126219215,31.40619883767293,2.7148012998627453,34.14167845355622
3,3.088272682050379,27.971141339844568,2.0186601615533597,26.945756379702967
4,2.3849982168616317,27.357352239255395,2.522400809497368,26.649526366643016
5,2.0358848455475598,28.561536165982233,1.4416664228206728,27.700643864409702
6,3.8287597167782668,33.4954348558182,3.95376061230171,26.435731046671503
7,2.111093276884498,29.090557564766517,1.763019867059661,22.54900727371021
8,2.896825383349163,29.304777612280407,3.4632379717943147,28.76955868617846
9,3.2104377979185523,32.80975227480541,2.216953446225422,29.33935427016479
average,2.716254186630249,29.60945611048234,2.4358497808619246,27.621494207825112
