,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,57.95664596557617,126.72210165732632,138.25599670410156,157.4607798625265
1,22.683000564575195,46.624985064512046,24.95425796508789,84.0113324544904
2,57.65860366821289,95.52128470919953,66.60843658447266,167.96313110511954
3,26.87848472595215,106.73661113273725,44.688236236572266,141.26315599522064
4,50.24711990356445,125.65890769301859,59.487850189208984,128.44820233017887
5,46.93321990966797,137.71276650138293,78.30267333984375,150.5024167011763
6,22.730581283569336,29.413389717255257,25.420209884643555,35.85168353753263
7,37.46847915649414,109.14854000950814,100.1390380859375,125.32036033421876
8,87.27978515625,209.72357206479032,97.4491958618164,220.99504254815642
9,21.644655227661133,49.37014919985596,19.448673248291016,54.712733428967795
average,43.148057556152345,103.66323077495863,65.47545680999755,126.65288382975878
