,forward,f_All_MLP_5_5_에너지,backward,b_All_MLP_5_5_에너지
0,"[('시간(총)',)]",13.40327262878418,"[('시간(총)',)]",14.032971382141113
1,"[('시간(총)',)]",20.830413818359375,"[('장입소재개수',), ('시작온도',), ('종료온도',), ('시간(총)',)]",20.137529373168945
2,"[('장입최대중량',), ('장입소재개수',), ('시간(총)',)]",26.96844482421875,"[('장입소재개수',), ('시간(총)',)]",12.427742958068848
3,"[('시간(총)',)]",19.49722671508789,"[('시간(총)',)]",19.975582122802734
4,"[('장입최대중량',), ('시간(총)',)]",14.009662628173828,"[('장입최대중량',), ('시간(총)',)]",13.716337203979492
average,,18.941804122924804,,16.058032608032228
