,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,47.985193710327145,138.02862863660224,28.669920145670574,114.41111238427806
1,23.841435267130535,58.06010821699685,26.67023401896159,56.450149886583326
2,29.2875577545166,88.63115460766396,27.56660380045573,86.77116400848594
3,30.114897969563803,48.980672956290924,26.25248845418294,47.3385750511249
4,40.551947860717775,85.15392268069917,38.17556973775228,65.34117996197635
5,30.56223190307617,100.08769607119794,33.376242866516115,101.0208677452455
6,41.952265625,79.19880990648704,22.980046946207683,56.942148002032056
7,28.167726186116536,79.93444903815018,23.769940185546876,86.62225053204409
8,24.366890182495116,45.34182435199893,20.620205078125,44.101390917191644
9,26.680631383260092,55.252148744969666,22.225751291910807,54.12739701525285
average,32.35107778422038,77.86694152110569,27.03070025253296,71.31262355042148
