,시간(총)_only_MLP_15_15_에너지,시간(총)_only_MLP_20_20_에너지,시간(총)_only_MLP_25_25_에너지,시간(총)_only_KNN_에너지
0,12.033612251281738,8.586385726928711,113.95824432373047,50.20501095898688
1,19.60224151611328,17.945817947387695,17.380172729492188,43.54162838991576
2,17.76413345336914,19.524843215942383,14.486599922180176,17.534885848270836
3,11.003168106079102,10.439746856689453,12.023127555847168,10.30125115542497
4,19.205686569213867,19.8710994720459,18.431901931762695,19.919269264682406
5,13.4509916305542,13.344542503356934,13.854930877685547,21.786467058932626
6,19.222549438476562,22.146970748901367,21.496566772460938,24.17278921489997
7,21.58246421813965,24.79025650024414,21.568622589111328,24.57350710580345
8,17.20226287841797,17.18842315673828,19.572065353393555,38.03872276932746
9,22.899307250976562,24.16613006591797,20.081819534301758,24.481547155625755
average,17.396641731262207,17.800421619415282,27.285405158996582,27.45550789218701
