,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,36.77116775512695,41.485583386853705,38.41842269897461,40.99384247287936
1,41.10858154296875,42.7005563313929,53.78804016113281,44.6887951722022
2,44.03652572631836,52.691022225816674,49.529327392578125,52.4578469827928
3,52.69304656982422,44.44465382056145,49.34585952758789,43.850424361972316
4,43.39354705810547,39.14670982361374,38.63423156738281,40.1627082842121
5,81.11836242675781,42.7642323668758,69.4700698852539,43.082097386225485
6,43.43351745605469,44.55993168837683,34.752323150634766,45.54683826018043
7,33.226810455322266,40.048339450199194,32.97282791137695,39.25987483521429
8,50.30168533325195,35.88922458260033,44.52263641357422,35.17127733500937
9,49.088436126708984,42.62367501482247,62.279090881347656,43.36528151136689
average,47.517168045043945,42.63539286911131,47.371282958984374,42.85789866020553
