,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,45.84142443028892,39.553373620598286,52.81546429889958,39.763458855715825
1,61.93232410710032,63.45505142466708,67.14587011569884,64.29197997766593
2,69.32755065545803,63.14875932051891,66.57192695431593,64.33411029143352
3,59.96928480194836,65.39093509167623,60.66715147437119,63.64320117647421
4,45.623100187720325,52.88741654701968,40.9516544807248,51.45230347388628
5,85.39530098147509,70.75332677737755,74.3443034567484,69.60144290321863
6,56.915149316555116,43.82332366072461,48.20839560904154,41.92138078091891
7,44.34108575960485,44.57209156479524,37.77606303517411,45.89935053373896
8,54.71754278787753,38.422837672439854,55.257835388183594,37.628120452684946
9,55.218197427144865,60.35458729700969,49.247526680550926,60.48650406805868
average,57.92809604551735,54.236170297682726,55.29861914937089,53.90218525137959
