,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,14.69230842590332,28.907844815072014,16.19774879553379,28.991908252467667
1,15.17443776742006,38.072275926024695,20.134165739401794,38.256579983119714
2,19.17734615619366,38.35405449859465,20.579300855978943,38.255439692053706
3,18.77420535454383,55.81606586159782,23.531303528027657,49.81235650429947
4,20.31184695317195,38.62153050812633,22.612896845890926,38.58585876087214
5,14.510081853622046,54.183449456282005,17.637363727276142,52.83132386545648
6,16.842834546015812,35.97000746021924,19.699717546120667,35.82744968681284
7,20.948418054825222,39.16505413021304,20.02799753042368,38.67972607626552
8,22.056179437881863,35.14211775781542,14.921839420612041,38.64202187818899
9,17.122253809219753,36.559736389594036,18.789138060349686,36.59362701249121
average,17.960991235879753,40.079213680353924,19.41314720496153,39.64762917120277
