,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,20.539569854736328,26.012471893035343,19.520124435424805,24.042339554101446
1,27.120731353759766,39.63606566223811,27.937999725341797,38.969896288288936
2,58.61957931518555,53.36108816516515,28.152206420898438,50.538316081644695
3,22.48206329345703,66.93356748265515,34.26514434814453,66.09210317101598
4,6385.36865234375,954.9865014666958,2479.470703125,913.0294365628472
5,18.110307693481445,45.61366709909162,19.196212768554688,45.566667546385396
6,29.777244567871094,27.330561486907616,32.51201629638672,15.185876059042627
7,21.345823287963867,46.994514565938594,22.931272506713867,53.816152796938674
8,20.226898193359375,62.95721691691225,72.74433135986328,57.55657099936132
9,5105.19384765625,1225.9712731167313,4700.52294921875,1226.6748274548404
average,1170.8784717559815,254.9796927855371,743.7252960205078,249.14721865144665
