,KNN,MLP,REAL,Type,error_KNN,error_MLP,시간(총),시작온도,장입소재개수,장입중량총합,장입최대중량
0,647.4810319086293,696.5039672851562,643.1000000000931,Holding Phase,4.381031908536215,53.40399169921875,13020.0,1249.8,6,97800.0,24100
1,369.2725434621674,540.84228515625,392.60000000009313,Holding Phase,23.32745653792574,148.24227905273438,9540.0,1248.7,7,96810.0,17330
2,385.7597026625672,407.0264587402344,481.59999999997666,Holding Phase,95.84029733740948,74.57354736328125,6720.0,1250.7,2,66000.0,38000
3,407.4809055489457,250.22145080566406,186.8999999999069,Holding Phase,220.58090554903882,63.32145690917969,4620.0,1249.2,5,80100.0,31500
4,553.7219307630829,556.2072143554688,478.10000000009313,Holding Phase,75.62193076298979,78.10720825195312,10680.0,1248.4,3,121300.0,52100
5,529.0365925520641,373.1456604003906,231.0,Holding Phase,298.0365925520641,142.14566040039062,4860.0,1238.2,1,9130.0,9130
6,2612.960429332713,2706.427490234375,1650.6999999999537,Holding Phase,962.2604293327593,1055.7275390625,40380.0,1251.2,5,66555.0,18000
7,2341.037164163542,2991.3544921875,2333.40000000014,Holding Phase,7.637164163401849,657.95458984375,41700.0,1251.3,6,74400.0,12400
8,501.19873686098595,453.9235534667969,565.1000000000931,Holding Phase,63.901263139107186,111.17642211914062,8040.0,1250.4,5,95840.0,31500
9,306.9504658377831,337.59600830078125,421.7999999999302,Holding Phase,114.84953416214711,84.2039794921875,7260.0,1253.5,8,127750.0,32200
10,1289.297990123094,-607.1765747070312,721.7,Holding Period,567.597990123094,1328.8765869140625,13860.0,649.0,5,149720.0,43500
11,417.6568692354259,393.38043212890625,466.40000000002334,Holding Phase,48.743130764597424,73.01956176757812,7740.0,1248.6,3,144500.0,67500
12,2666.517976481822,2873.530517578125,2745.599999999861,Holding Phase,79.08202351803902,127.930419921875,44520.0,1247.1,5,89420.0,30480
13,981.1267915309302,1212.116455078125,1034.0,Holding Phase,52.87320846906982,178.116455078125,20280.0,1244.0,6,98370.0,44000
14,1564.0267485563243,1224.321533203125,1857.4000000001402,Holding Phase,293.3732514438159,633.0784912109375,27660.0,1269.8,4,75270.0,26000
15,1300.39909338562,-259.26641845703125,1103.0,Holding Period,197.39909338562006,1362.266357421875,22440.0,658.1,7,139410.0,27610
16,1326.268366260019,1667.4598388671875,1776.7000000001865,Holding Phase,450.4316337401674,109.2401123046875,24420.0,1251.3,5,156337.0,81737
17,334.41232971591074,220.22854614257812,235.3999999999069,Holding Phase,99.01232971600385,15.17144775390625,3780.0,1249.8,2,97700.0,60700
18,603.2173238523272,705.0137329101562,669.3000000000466,Holding Phase,66.08267614771933,35.7137451171875,12060.0,1257.1,3,98200.0,34200
19,3305.942003036852,4180.95361328125,3400.8999999999073,Holding Phase,94.9579969630554,780.0537109375,70380.0,1238.2,4,72060.0,22930
20,1406.8721494270328,1186.4766845703125,1510.8999999999066,Holding Phase,104.02785057287383,324.42333984375,26160.0,1262.5,3,137860.0,92000
21,492.72766060917337,75.4923324584961,278.5,Holding Phase,214.22766060917337,203.00765991210938,3720.0,1229.1,6,89800.0,16300
22,793.9552902224362,802.237548828125,641.6000000000931,Holding Phase,152.35529022234311,160.6375732421875,18360.0,1169.8,3,61800.0,20600
23,404.3663615307183,256.5364685058594,421.30000000004657,Holding Phase,16.933638469328287,164.76351928710938,4740.0,1249.0,5,96240.0,31900
24,595.5493702144503,242.16336059570312,396.4000000001397,Holding Phase,199.14937021431058,154.23663330078125,4680.0,1259.7,5,118970.0,38000
25,456.0994017465242,280.1395263671875,224.0,Holding Phase,232.09940174652422,56.1395263671875,4440.0,1253.5,6,142070.0,60500
26,2152.378043614941,2671.4833984375,2642.3000000000466,Holding Phase,489.92195638510566,29.183349609375,36720.0,1241.5,6,173004.0,110879
27,1917.6117733219153,2041.2950439453125,1490.2999999998135,Holding Phase,427.31177332210177,550.9949951171875,31200.0,1254.5,5,98500.0,38100
28,709.7129322011225,606.2866821289062,1337.6999999999534,Holding Phase,627.9870677988309,731.4132690429688,11760.0,1251.3,5,147750.0,35500
29,310.872946682682,229.7023162841797,236.0999999998603,Holding Phase,74.77294668282173,6.3976898193359375,4500.0,1267.8,3,96100.0,35500
30,1522.210274576413,2264.736328125,1329.2000000001865,Holding Phase,193.0102745762265,935.536376953125,26340.0,1256.0,6,171129.0,110879
31,404.8887072104513,244.65057373046875,301.80000000004657,Holding Phase,103.08870721040472,57.1494140625,5160.0,1230.8,5,84900.0,29900
32,339.1533377259924,296.33331298828125,343.0,Holding Phase,3.846662274007599,46.66668701171875,5340.0,1252.3,3,91900.0,41000
33,616.1524449707647,589.0633544921875,1230.4000000000233,Holding Phase,614.2475550292586,641.336669921875,13800.0,1267.8,3,140500.0,67500
34,338.32678290169434,262.547607421875,237.0,Holding Phase,101.32678290169434,25.547607421875,4740.0,1256.2,3,101300.0,41500
35,524.4068618397678,306.9022521972656,250.09999999997672,Holding Phase,274.30686183979105,56.80224609375,6780.0,1245.2,5,150500.0,36500
36,1025.2158838448697,798.0870361328125,1226.9000000001395,Holding Phase,201.68411615526975,428.81298828125,16200.0,1247.2,5,129420.0,37000
37,1062.2144893764096,1200.294921875,908.3000000000467,Holding Phase,153.9144893763629,291.99493408203125,22980.0,1249.6,3,144000.0,60500
38,1142.1928811406308,538.5897827148438,721.7,Holding Period,420.49288114063074,183.1102294921875,13860.0,649.0,5,149720.0,43500
39,601.7698142458598,442.96331787109375,262.79999999981374,Holding Phase,338.9698142460461,180.163330078125,4260.0,1248.7,3,154999.0,110879
