,KNN,MLP,REAL,Type,error_KNN,error_MLP,시간(총),시작온도,장입소재개수,장입중량총합,장입최대중량
0,365.51746085797066,460.2570495605469,556.9000000003724,Holding Phase,191.38253914240175,96.64297485351562,10140.0,1274.1,8,125680.0,15760
1,600.978777949723,542.8242797851562,592.8000000007453,Holding Phase,8.178777948977768,49.9757080078125,13020.0,1281.2,10,88660.0,9910
2,3085.4919527792536,3084.237548828125,2713.5,Holding Phase,371.99195277925355,370.737548828125,60360.0,1259.4,7,117100.0,28000
3,659.1037390786073,400.8818359375,354.0999999996275,Holding Phase,305.0037390789798,46.781829833984375,8520.0,1259.8,8,63360.0,8030
4,308.16657004478395,190.3776397705078,214.5,Holding Phase,93.66657004478395,24.122360229492188,4500.0,1274.8,7,50710.0,7810
5,415.77100948051196,460.9432067871094,441.1999999992548,Holding Phase,25.428990518742864,19.743194580078125,11040.0,1281.3,7,94360.0,13480
6,1973.8302439499096,2368.103515625,1883.1999999992554,Holding Phase,90.63024395065418,484.903564453125,47460.0,1266.7,7,58490.0,11190
7,2879.4951858642216,2828.78466796875,2589.0999999996275,Holding Phase,290.39518586459417,239.6845703125,54360.0,1255.7,7,102980.0,22100
8,470.29346063652116,440.660888671875,592.5,Holding Phase,122.20653936347884,151.839111328125,8340.0,1251.8,5,38170.0,13930
9,644.1681487302786,506.5314636230469,540.3999999999069,Holding Phase,103.76814873037176,33.868560791015625,7620.0,1252.3,4,74600.0,24100
10,1797.1861574969118,1696.7320556640625,2523.199999999953,Holding Phase,726.0138425030411,826.4678955078125,33720.0,1252.0,4,79100.0,24100
11,665.1529059096968,581.8217163085938,573.4000000003724,Holding Phase,91.75290590932434,8.42169189453125,14100.0,1277.7,10,90060.0,13350
12,340.8079904930854,256.8045959472656,424.79999999981385,Holding Phase,83.99200950672844,167.99539184570312,6300.0,1249.3,10,123410.0,16085
13,369.25769330278337,457.3099670410156,512.0,Holding Phase,142.74230669721663,54.690032958984375,11940.0,1270.2,14,126640.0,9410
14,748.7536024826231,426.5700378417969,176.6,Holding Period,572.1536024826231,249.97003173828125,6180.0,653.1,6,57324.0,9554
15,2449.637309287407,2624.005859375,3238.0,Holding Phase,788.3626907125931,613.994140625,53220.0,1250.5,8,76432.0,9554
16,268.8916740594644,267.621337890625,268.0,Holding Phase,0.8916740594643784,0.378662109375,5460.0,1288.9,12,65160.0,5430
17,1886.8824622956242,2163.8583984375,2956.3000000000466,Holding Phase,1069.4175377044223,792.441650390625,41880.0,1212.9,5,78760.0,32900
18,1550.6810032865155,1881.646728515625,1598.6999999992554,Holding Phase,48.01899671273986,282.94677734375,33300.0,1269.1,8,89904.0,19100
19,403.2148836994798,233.87989807128906,299.0,Holding Phase,104.2148836994798,65.12010192871094,6060.0,1252.0,8,76432.0,9554
20,335.0889550704646,566.7821655273438,658.6999999992547,Holding Phase,323.61104492879014,91.9178466796875,11700.0,1287.0,6,59320.0,13850
21,285.838384197234,249.5195770263672,186.7999999988824,Holding Phase,99.0383841983516,62.719573974609375,4860.0,1282.1,11,59450.0,5430
22,446.4659419196274,350.8454895019531,318.40000000037253,Holding Phase,128.0659419192549,32.44549560546875,7380.0,1249.3,7,102200.0,14600
23,311.7729642941247,154.8141632080078,150.2000000011176,Holding Phase,161.5729642930071,4.614166259765625,3960.0,1251.2,8,76432.0,9554
24,404.7606482184776,687.04345703125,836.1000000000931,Holding Phase,431.3393517816155,149.0565185546875,13260.0,1250.0,8,120510.0,19615
25,2848.1223219498024,2928.2509765625,4105.699999999255,Holding Phase,1257.5776780494525,1177.44921875,59160.0,1249.2,7,103950.0,14850
26,2357.9304038033774,2057.437255859375,1913.0999999996275,Holding Phase,444.83040380374996,144.3372802734375,41520.0,1252.3,9,95250.0,13480
27,2365.421656097376,2291.05029296875,2083.0999999996275,Holding Phase,282.3216560977485,207.9501953125,43620.0,1256.7,7,104860.0,15760
28,530.2175565665834,960.23974609375,1215.5,Holding Phase,685.2824434334166,255.26025390625,18900.0,1250.3,8,128755.0,19615
29,217.60087123690593,202.4268798828125,274.4000000000233,Holding Phase,56.79912876311735,71.97311401367188,3720.0,1252.5,6,74830.0,16950
30,835.4071310560204,862.456787109375,321.1,Holding Period,514.3071310560204,541.3568115234375,20580.0,300.6,7,94360.0,13480
31,381.19598861312386,251.11846923828125,388.59999999962747,Holding Phase,7.404011386503612,137.48153686523438,5820.0,1280.8,11,88840.0,15760
32,433.4737552774723,341.247314453125,290.90000000037253,Holding Phase,142.5737552770998,50.347320556640625,7020.0,1250.4,7,103950.0,14850
33,328.2639054603516,334.1683349609375,534.0999999996276,Holding Phase,205.83609453927596,199.931640625,8520.0,1271.9,11,79310.0,7210
34,1937.775055305086,1604.8575439453125,1470.9000000003725,Holding Phase,466.87505530471344,133.95751953125,33840.0,1268.1,7,94360.0,13480
35,2213.224216717611,2220.1103515625,3157.0999999999767,Holding Phase,943.8757832823658,936.98974609375,43260.0,1250.1,6,76240.0,12810
36,382.90988625601693,263.2116394042969,227.0999999996274,Holding Phase,155.80988625638952,36.11163330078125,4140.0,1251.7,7,106950.0,19350
37,460.6044066186952,627.7411499023438,553.6000000014901,Holding Phase,92.99559338279494,74.14117431640625,14040.0,1259.6,7,57050.0,12650
38,309.9768094697963,207.56900024414062,187.6999999992549,Holding Phase,122.2768094705414,19.869003295898438,4200.0,1290.4,7,53360.0,8510
39,490.48230054814223,599.5164794921875,431.3000000007452,Holding Phase,59.18230054739706,168.21649169921875,10020.0,1262.4,4,40853.0,13263
