,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,33.85282516479492,31.476507431856582
1,29.122421264648438,70.46116936616941
2,26.21314239501953,61.858243139514414
3,35.78852844238281,57.912429490980784
4,33.55531692504883,51.53171392799256
5,51.841583251953125,59.46982377718323
6,74.46839904785156,69.79646849637537
7,37.25788116455078,58.08592668697866
8,35.36186981201172,48.831097975663305
9,32.48037338256836,75.25160822895808
average,38.99423408508301,58.46749885216724
