,All_MLP_3_3_시작온도,All_KNN_시작온도
0,18.89488474527995,20.854208121506364
1,21.256886164347332,25.559207188305066
2,20.08183987935384,25.633745100991902
3,20.923505783081055,23.46540279777343
4,19.264611562093098,23.841262406017773
5,16.94774881998698,18.824091741999037
6,22.627965291341145,30.894961862077203
7,23.339435577392578,28.94659779182749
8,20.222588221232098,18.394560461844765
9,23.646541595458984,25.11550866724075
average,20.720600763956703,24.15295461395838
