,All_MLP_3_3_시작온도,All_KNN_시작온도
0,11.224709510803223,13.710314443219481
1,11.557554789951869,13.354734773362399
2,12.636449807030814,13.878174986508554
3,13.712149974278041,12.457342214105978
4,12.131005477905273,16.096887132675
5,14.71674976348877,17.01673915327267
6,10.740811375209264,13.970899473471285
7,10.93611079624721,14.039548375591323
8,12.435760716029575,15.369947065280293
9,13.507661029270716,15.758403852727362
average,12.359896324021477,14.565299147021435
