,All_MLP_3_1_시작온도,All_KNN_시작온도
0,36.91918182373047,27.815255208952173
1,45.48387908935547,61.65172703977849
2,37.921775817871094,56.29464541682135
3,28.11850357055664,31.635666837885633
4,39.42835235595703,62.71301732537338
5,68.4881820678711,80.08671881054694
6,22.548479080200195,25.525288719878404
7,41.50088882446289,52.304937160176145
8,28.344655990600586,28.540215613064525
9,41.6638069152832,39.923030997616294
average,39.04177055358887,46.64905031300933
