,All_MLP_1_3_시작온도,All_KNN_시작온도
0,11.331985473632812,10.428792944381259
1,13.410988807678223,12.4482851072279
2,14.860530853271484,14.79341820091497
3,10.202013969421387,11.19890715244788
4,11.432635307312012,11.398364219844341
5,10.975189208984375,12.103967056511172
6,17.558523178100586,11.575173960067158
7,12.814459800720215,11.4387360035144
8,13.150843620300293,12.651199028008559
9,15.571533203125,17.244902365305027
average,13.130870342254639,12.528174603822269
