,All_MLP_3_3_시작온도,All_KNN_시작온도
0,19.68871560388682,20.615620697164477
1,18.164678534682917,18.220189444461475
2,24.17059240535814,24.76146202308481
3,20.568635200967595,21.052325128009176
4,15.634647564012177,17.375227317633144
5,18.44643238612584,21.320593845250404
6,21.265689188120316,19.64885001760262
7,12.246784151816854,17.14592043282194
8,17.04443242598553,16.274640375817974
9,22.65002527042311,25.68770989626177
average,18.98806327313793,20.210253917810782
