,All_MLP_1_3_시작온도,All_KNN_시작온도
0,26.440155029296875,33.81776269912134
1,18.21502685546875,20.958805892559777
2,15.286016464233398,17.939096440100748
3,24.437028884887695,27.687317547573777
4,19.351665496826172,24.257317682658226
5,15.088064193725586,21.11461999754422
6,17.565128326416016,18.413218064260366
7,16.94375228881836,25.586691571343977
8,21.19244956970215,21.176162006687257
9,15.655759811401367,24.541435184451537
average,19.017504692077637,23.549242708630125
