,All_MLP_3_1_시작온도,All_KNN_시작온도
0,13.933503892686632,17.88861050393319
1,13.240913920932346,13.539942410194728
2,12.651416354709202,16.54544795037564
3,16.98235532972548,18.073891538246887
4,14.21372456020779,18.781144080162104
5,13.18366919623481,15.104632866196804
6,12.332195281982422,15.562914589460416
7,12.358139461941189,13.536880692460585
8,15.320083936055502,17.360310438035377
9,14.74086464775933,19.57625626200524
average,13.895686658223472,16.5970031331071
