,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,20.264885812743096,41.38793777921232,18.43383878724188,40.620055225569104
1,19.950549247937325,43.27496161724305,18.888183740469124,44.05183769368633
2,18.97713887793386,44.07689864105756,19.971939999833065,44.30375988118303
3,16.768305330194977,38.38413114184297,15.49543687217256,38.985659729593245
4,15.602483341836521,41.47478524643458,16.645703666230553,41.98587397385933
5,18.013079105279385,43.00765633707359,16.38747401930328,42.83513642348348
6,16.997615561526047,35.07913570000453,17.058021480201656,36.398256190465546
7,17.0330199217185,46.353285655166566,17.504185586913017,46.14270563689683
8,21.41630311297555,51.64652842279662,20.32746081882053,52.83653331207885
9,17.93488926357693,47.11282172294634,18.813303222004166,41.70131794813335
average,18.29582695757222,43.179814226377815,17.952554819318983,42.98611360149491
