,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,92.60356903076172,72.99230503181013,69.65351104736328,67.26790746158117
1,49.21745681762695,40.55176197636486,54.61457824707031,40.896896521267905
2,66.1834945678711,41.91724212351393,72.3581314086914,44.45060549886458
3,61.2408561706543,51.28176103666401,48.99517822265625,49.39697677261725
4,75.39104461669922,75.26658132325477,71.65538024902344,71.00039947503143
5,59.064178466796875,55.19362089539474,53.33573913574219,53.53881537419597
6,76.55632019042969,69.35985697931704,67.29227447509766,68.02287716185869
7,68.39747619628906,61.57258722649625,86.80254364013672,59.571216777670024
8,67.48491668701172,30.476602669434243,50.70295715332031,31.461826716878395
9,61.331886291503906,32.225451922604094,47.82119369506836,31.56878211836642
average,67.74711990356445,53.0837771184854,62.32314872741699,51.71763038783318
