,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,open,,0,,,,,,,8.5,,6,,,,,,2019-09-25 02:52:00,1255.0,,,,,2019-09-25 03:06:00,831.9,,,,
1,reheat,,0,,,,,,,83.39999999999418,,6,,,,0,,2019-09-25 03:06:00,831.9,,,,,2019-09-25 03:21:00,,,,,
2,open,,0,,,,,,,3.3999999999941792,,6,,,,,,2019-09-25 03:21:00,1213.2,,,,,2019-09-25 03:29:00,840.1,,,,
3,reheat,,0,,,,,,,78.30000000001746,,6,,,,1,,2019-09-25 03:29:00,840.1,,,,,2019-09-25 03:41:00,,,,,
4,open,,0,,,,,,,5.100000000005821,,6,,,,,,2019-09-25 03:41:00,1184.2,,,,,2019-09-25 03:47:00,870.8,,,,
5,reheat,,0,,,,,,,103.79999999998836,,6,,,,0,,2019-09-25 03:47:00,870.8,,,,,2019-09-25 04:03:00,,,,,
6,open,,0,,,,,,,1.6999999999825377,,6,,,,,,2019-09-25 04:04:00,1209.3,,,,,2019-09-25 04:17:00,624.8,,,,
7,reheat,,0,,,,,,,73.10000000000582,,6,,,,2,,2019-09-25 04:17:00,624.8,,,,,2019-09-25 04:27:00,,,,,
8,heat,8,0,197.20253164556965,,,increasing 0,519.3000000000001,2.6333333333333333,1428.2999999999884,677.8999999999942,6,1144.7,2019-09-25 06:15:00,1,13,"['190812-15008-034', '190813-19173-002', '190813-19173-002', '190817-15007-017', '190817-15007-016']",2019-09-25 04:48:00,625.4,2019-09-25 04:47:00,522.7,2019-09-25 04:27:00,,2019-09-25 07:26:00,1144.7,,784.4,,
9,open,,0,,,,,,,11.799999999988358,,6,,,,,,2019-09-25 21:34:00,1234.9,,,,,2019-09-25 21:41:00,838.0,,,,
10,reheat,,0,,,,,,,30.10000000000582,,6,,,,4,,2019-09-25 21:41:00,838.0,,,,,2019-09-25 21:50:00,,,,,
11,open,,0,,,,,,,6.7999999999883585,,6,,,,,,2019-09-25 21:50:00,1140.1,,,,,2019-09-25 21:54:00,746.1,,,,
12,reheat,,0,,,,,,,28.5,,6,,,,3,,2019-09-25 21:54:00,746.1,,,,,2019-09-25 22:01:00,,,,,
13,open,,0,,,,,,,6.800000000017462,,6,,,,,,2019-09-25 22:01:00,1087.7,,,,,2019-09-25 22:04:00,761.0,,,,
14,reheat,,0,,,,,,,70.79999999998836,,6,,,,1,,2019-09-25 22:04:00,761.0,,,,,2019-09-25 22:14:00,,,,,
15,open,,0,,,,,,,11.799999999988358,,6,,,,,,2019-09-25 22:15:00,1150.0,,,,,2019-09-25 22:19:00,829.2,,,,
16,reheat,,0,,,,,,,28.70000000001164,,6,,,,0,,2019-09-25 22:19:00,829.2,,,,,2019-09-25 22:23:00,,,,,
17,open,,0,,,,,,,3.3999999999941792,,6,,,,,,2019-09-25 22:23:00,1078.7,,,,,2019-09-25 22:25:00,937.0,,,,
18,reheat,,0,,,,,,,84.39999999999418,,6,,,,0,,2019-09-25 22:25:00,937.0,,,,,2019-09-25 22:36:00,,,,,
19,open,,0,,,,,,,6.699999999982538,,6,,,,,,2019-09-25 22:37:00,1172.1,,,,,2019-09-25 22:40:00,987.3,,,,
20,reheat,,0,,,,,,,245.0,,6,,,,0,,2019-09-25 22:40:00,987.3,,,,,2019-09-25 23:16:00,,,,,
21,hold,,0,,,,,,,1179.8000000000175,,6,,,,,,2019-09-25 23:16:00,1238.7,,,,,2019-09-26 03:59:00,1233.7,,,1234.2235915492959,
22,open,,0,,,,,,,3.2999999999883585,,6,,,,,,2019-09-26 03:59:00,1233.7,,,,,2019-09-26 04:08:00,823.5,,,,
23,reheat,,0,,,,,,,165.89999999999418,,6,,,,0,,2019-09-26 04:08:00,823.5,,,,,2019-09-26 04:35:00,,,,,
24,hold,,0,,,,,,,44.20000000001164,,6,,,,,,2019-09-26 04:35:00,1238.0,,,,,2019-09-26 04:45:00,1238.4,,,1235.8181818181818,
25,open,,0,,,,,,,40.69999999998254,,6,,,,,,2019-09-26 04:45:00,1238.4,,,,,2019-09-26 04:55:00,905.1,,,,
26,reheat,,0,,,,,,,145.70000000001164,,6,,,,0,,2019-09-26 04:55:00,905.1,,,,,2019-09-26 05:21:00,,,,,
27,heat,9,0,81.13555992141454,,,increasing 0,688.3,8.483333333333333,2940.7000000000116,2940.7000000000116,6,1214.0,0,0,7,"['200204-19180-031', '200204-19180-032', '200204-19180-033', '200204-19180-035', '200204-19180-036', '190821-19454-001', '190821-19454-002', '200204-19180-034']",2019-09-26 07:02:00,525.7,2019-09-26 07:01:00,524.0,2019-09-26 05:22:00,,2019-09-26 15:31:00,1214.0,,0,,
28,open,,0,,,,,,,6.7000000000116415,,6,,,,,,2019-09-27 01:01:00,1233.0,,,,,2019-09-27 01:04:00,1072.7,,,,
29,reheat,,0,,,,,,,33.59999999997672,,6,,,,1,,2019-09-27 01:04:00,1072.7,,,,,2019-09-27 01:13:00,,,,,
30,open,,0,,,,,,,5.100000000005821,,6,,,,,,2019-09-27 01:13:00,1213.6,,,,,2019-09-27 01:16:00,1043.6,,,,
31,reheat,,0,,,,,,,35.30000000001746,,6,,,,0,,2019-09-27 01:16:00,1043.6,,,,,2019-09-27 01:24:00,,,,,
32,open,,0,,,,,,,5.099999999976717,,6,,,,,,2019-09-27 01:25:00,1196.1,,,,,2019-09-27 01:28:00,960.2,,,,
33,reheat,,0,,,,,,,38.70000000001164,,6,,,,0,,2019-09-27 01:28:00,960.2,,,,,2019-09-27 01:36:00,,,,,
34,open,,0,,,,,,,1.7000000000116415,,6,,,,,,2019-09-27 01:37:00,1173.7,,,,,2019-09-27 01:40:00,861.2,,,,
35,reheat,,0,,,,,,,42.0,,6,,,,0,,2019-09-27 01:40:00,861.2,,,,,2019-09-27 01:48:00,,,,,
36,open,,0,,,,,,,1.7000000000116415,,6,,,,,,2019-09-27 01:49:00,1154.4,,,,,2019-09-27 01:52:00,852.8,,,,
37,reheat,,0,,,,,,,40.39999999999418,,6,,,,2,,2019-09-27 01:52:00,852.8,,,,,2019-09-27 02:00:00,,,,,
38,open,,0,,,,,,,3.3999999999941792,,6,,,,,,2019-09-27 02:00:00,1132.7,,,,,2019-09-27 02:04:00,816.2,,,,
39,reheat,,0,,,,,,,235.70000000001164,,6,,,,2,,2019-09-27 02:04:00,816.2,,,,,2019-09-27 02:42:00,,,,,
40,hold,,0,,,,,,,538.2000000000116,,6,,,,,,2019-09-27 02:42:00,1237.8,,,,,2019-09-27 04:44:00,1233.9,,,1234.091056910569,
41,open,,0,,,,,,,6.699999999982538,,6,,,,,,2019-09-27 04:44:00,1233.9,,,,,2019-09-27 04:49:00,825.5,,,,
42,reheat,,0,,,,,,,154.60000000000582,,6,,,,4,,2019-09-27 04:49:00,825.5,,,,,2019-09-27 05:20:00,,,,,
43,heat,10,0,169.87589498806682,,,increasing 0,1186.3,6.983333333333333,3928.600000000006,2279.399999999994,6,1231.8,2019-09-30 23:35:00,2,11,"['190710-19001-057', '190821-15008-043', '190710-19001-058', '190710-19001-059', '190710-19001-060']",2019-09-30 20:37:00,45.5,2019-09-30 20:37:00,45.5,2019-09-27 05:44:00,,2019-10-01 03:36:00,1231.8,,731.0,,
44,open,,0,,,,,,,16.79999999998836,,6,,,,,,2019-10-01 03:44:00,1236.4,,,,,2019-10-01 03:47:00,1165.4,,,,
45,reheat,,0,,,,,,,442.20000000001164,,6,,,,0,,2019-10-01 03:47:00,1165.4,,,,,2019-10-01 04:43:00,,,,,
46,hold,,0,,,,,,,5092.899999999994,,6,,,,,,2019-10-01 04:43:00,1241.8,,,,,2019-10-01 21:49:00,1256.2,,,1254.062317429406,
47,open,,0,,,,,,,33.39999999999418,,6,,,,,,2019-10-01 21:49:00,1256.2,,,,,2019-10-01 22:10:00,810.5,,,,
48,reheat,,0,,,,,,,267.1000000000058,,6,,,,1,,2019-10-01 22:10:00,810.5,,,,,2019-10-01 22:56:00,,,,,
49,hold,,0,,,,,,,88.80000000001746,,6,,,,,,2019-10-01 22:56:00,1258.0,,,,,2019-10-01 23:13:00,1257.8,,,1254.838888888889,
50,open,,0,,,,,,,35.19999999998254,,6,,,,,,2019-10-01 23:13:00,1257.8,,,,,2019-10-01 23:22:00,1036.3,,,,
51,reheat,,0,,,,,,,155.70000000001164,,6,,,,0,,2019-10-01 23:22:00,1036.3,,,,,2019-10-01 23:53:00,,,,,
52,hold,,0,,,,,,,1058.8999999999942,,6,,,,,,2019-10-01 23:53:00,1252.4,,,,,2019-10-02 04:15:00,1255.1,,,1254.099239543726,
53,open,,0,,,,,,,16.60000000000582,,6,,,,,,2019-10-02 04:15:00,1255.1,,,,,2019-10-02 04:22:00,990.9,,,,
54,reheat,,0,,,,,,,36.60000000000582,,6,,,,0,,2019-10-02 04:22:00,990.9,,,,,2019-10-02 04:31:00,,,,,
55,open,,0,,,,,,,5.0,,6,,,,,,2019-10-02 04:32:00,1215.4,,,,,2019-10-02 04:39:00,861.3,,,,
56,reheat,,0,,,,,,,69.69999999998254,,6,,,,1,,2019-10-02 04:39:00,861.3,,,,,2019-10-02 04:51:00,,,,,
57,hold,,0,,,,,,,28.300000000017462,,6,,,,,,2019-10-02 04:51:00,1186.9,,,,,2019-10-02 04:56:00,1206.2,,,1195.8166666666666,
58,open,,0,,,,,,,1.6999999999825377,,6,,,,,,2019-10-02 04:56:00,1206.2,,,,,2019-10-02 05:04:00,788.5,,,,
59,reheat,,0,,,,,,,84.60000000000582,,6,,,,0,,2019-10-02 05:04:00,788.5,,,,,2019-10-02 05:15:00,,,,,
60,heat,11,0,165.69827586206898,,,increasing 0,640.7,3.8666666666666667,2121.0,2121.0,6,1210.0,0,0,2,"['200204-19180-055', '200204-19180-056', '190820-19448-043', '190820-19448-043', '200204-19180-054', '200204-19180-053', '200204-19180-052', '200204-19180-051', '200204-19180-050']",2019-10-02 05:50:00,569.3,2019-10-02 05:50:00,569.3,2019-10-02 05:19:00,,2019-10-02 09:42:00,1210.0,,0,,
61,open,,0,,,,,,,19.60000000000582,,6,,,,,,2019-10-02 22:41:00,1234.8,,,,,2019-10-02 22:59:00,859.9,,,,
62,reheat,,0,,,,,,,51.0,,6,,,,1,,2019-10-02 22:59:00,859.9,,,,,2019-10-02 23:11:00,,,,,
63,open,,0,,,,,,,3.2999999999883585,,6,,,,,,2019-10-02 23:12:00,1173.3,,,,,2019-10-02 23:15:00,997.8,,,,
64,reheat,,0,,,,,,,46.20000000001164,,6,,,,0,,2019-10-02 23:15:00,997.8,,,,,2019-10-02 23:26:00,,,,,
65,heat,12,0,462.00000000000006,,,increasing 0,1001.0,2.1666666666666665,1283.3000000000175,1283.3000000000175,6,1148.0,0,0,2,"['200204-19180-064', '200204-19180-065', '200204-19180-067', '200204-19180-068', '200204-19180-069', '200204-19180-070', '200204-19180-066']",2019-10-04 02:42:00,147.0,2019-10-04 02:41:00,124.1,2019-10-02 23:27:00,,2019-10-04 04:52:00,1148.0,,0,,
66,open,,0,,,,,,,11.799999999988358,,6,,,,,,2019-10-04 07:32:00,1202.2,,,,,2019-10-04 07:42:00,662.3,,,,
67,reheat,,0,,,,,,,1204.7999999999884,,6,,,,2,,2019-10-04 07:42:00,662.3,,,,,2019-10-04 10:19:00,,,,,
68,hold,,0,,,,,,,3160.8000000000175,,6,,,,,,2019-10-04 10:19:00,1147.8,,,,,2019-10-04 20:19:00,1234.8,,,1213.2111480865224,
69,open,,0,,,,,,,35.10000000000582,,6,,,,,,2019-10-04 20:19:00,1234.8,,,,,2019-10-04 20:34:00,841.5,,,,
70,reheat,,0,,,,,,,31.79999999998836,,6,,,,2,,2019-10-04 20:34:00,841.5,,,,,2019-10-04 20:42:00,,,,,
71,open,,0,,,,,,,8.39999999999418,,6,,,,,,2019-10-04 20:43:00,1144.2,,,,,2019-10-04 20:46:00,986.4,,,,
72,reheat,,0,,,,,,,36.89999999999418,,6,,,,1,,2019-10-04 20:46:00,986.4,,,,,2019-10-04 20:54:00,,,,,
73,open,,0,,,,,,,6.7000000000116415,,6,,,,,,2019-10-04 20:55:00,1156.0,,,,,2019-10-04 20:58:00,986.1,,,,
74,reheat,,0,,,,,,,46.89999999999418,,6,,,,0,,2019-10-04 20:58:00,986.1,,,,,2019-10-04 21:07:00,,,,,
75,open,,0,,,,,,,5.100000000005821,,6,,,,,,2019-10-04 21:07:00,1160.6,,,,,2019-10-04 21:11:00,924.7,,,,
76,reheat,,0,,,,,,,41.70000000001164,,6,,,,1,,2019-10-04 21:11:00,924.7,,,,,2019-10-04 21:19:00,,,,,
77,open,,0,,,,,,,6.699999999982538,,6,,,,,,2019-10-04 21:20:00,1148.8,,,,,2019-10-04 21:24:00,862.4,,,,
78,reheat,,0,,,,,,,53.39999999999418,,6,,,,1,,2019-10-04 21:24:00,862.4,,,,,2019-10-04 21:33:00,,,,,
79,open,,0,,,,,,,1.7000000000116415,,6,,,,,,2019-10-04 21:34:00,1142.9,,,,,2019-10-04 21:37:00,877.0,,,,
80,reheat,,0,,,,,,,51.79999999998836,,6,,,,0,,2019-10-04 21:37:00,877.0,,,,,2019-10-04 21:45:00,,,,,
