,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막),가스사용량(총),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
165,heat,13.0,0,[],[],,4000.5999999999767,4000.5999999999767,6,1248.9,0,0.0,135.0,"['190920-15055-005_13', '190920-15055-005_12', '190920-15055-005_11', '190829-01502-018_5', '190829-01502-018_4', '190920-15055-005_14', '190920-15055-005_16', '190920-15055-005_15']",2019-10-13 15:36:00,351.9,2019-10-12 08:00:00,501.4,2019-10-12 06:13:00,,2019-10-14 07:14:00,,,0.0,,
166,hold,,0,[],[],1323.3000000000466,,,6,,,,,,2019-10-14 07:14:00,,,,,,2019-10-14 11:10:00,,,,1253.6569620253165,
167,open,,0,[],[],10.099999999976717,,,6,,,,,,2019-10-14 11:10:00,1257.4,,,,,2019-10-14 11:24:00,1076.9,,,,
168,reheat,,0,[],[],175.0,,,6,,,,2.0,,2019-10-14 11:24:00,1076.9,,,,,2019-10-14 12:00:00,,,,,
169,hold,,0,[],[],2156.0,,,6,,,,,,2019-10-14 12:00:00,,,,,,2019-10-14 20:28:00,,,,1253.900196463654,
170,open,,0,[],[],10.099999999976717,,,6,,,,,,2019-10-14 20:28:00,1254.6,,,,,2019-10-14 20:32:00,1126.3,,,,
171,reheat,,0,[],[],57.5,,,6,,,,0.0,,2019-10-14 20:32:00,1126.3,,,,,2019-10-14 20:44:00,,,,,
172,open,,0,[],"['190829-01502-018', '190829-01502-018']",6.7000000000116415,,,6,,,,,"['190829-01502-018', '190920-15055-005', '190920-15055-005', '190920-15055-005']",2019-10-14 20:44:00,1252.5,,,,,2019-10-14 20:47:00,1166.8,,,,
173,reheat,,0,[],[],49.20000000001164,,,6,,,,0.0,,2019-10-14 20:47:00,1166.8,,,,,2019-10-14 20:57:00,,,,,
174,hold,,0,[],[],52.5,,,6,,,,,,2019-10-14 20:57:00,,,,,,2019-10-14 21:09:00,,,,1253.8692307692304,
175,open,,0,[],['190920-15055-005'],3.4000000000232835,,,6,,,,,"['190829-01502-018', '190829-01502-018', '190920-15055-005', '190920-15055-005', '190920-15055-005']",2019-10-14 21:09:00,1253.0,,,,,2019-10-14 21:11:00,1077.1,,,,
176,reheat,,0,[],[],74.5,,,6,,,,1.0,,2019-10-14 21:11:00,1077.1,,,,,2019-10-14 21:28:00,,,,,
177,hold,,0,[],[],45.69999999995344,,,6,,,,,,2019-10-14 21:28:00,,,,,,2019-10-14 21:38:00,,,,1254.527272727273,
178,open,,0,[],['190920-15055-005'],11.800000000046566,,,6,,,,,"['190829-01502-018', '190829-01502-018', '190920-15055-005', '190920-15055-005', '190920-15055-005', '190920-15055-005']",2019-10-14 21:38:00,1253.1,,,,,2019-10-14 21:42:00,1072.3,,,,
179,reheat,,0,[],[],83.0,,,6,,,,0.0,,2019-10-14 21:42:00,1072.3,,,,,2019-10-14 22:00:00,,,,,
180,hold,,0,[],[],32.099999999976724,,,6,,,,,,2019-10-14 22:00:00,,,,,,2019-10-14 22:07:00,,,,1254.4625,
181,open,,0,[],"['190920-15055-005', '190920-15055-005']",17.0,,,6,,,,,"['190829-01502-018', '190829-01502-018', '190920-15055-005', '190920-15055-005', '190920-15055-005', '190920-15055-005']",2019-10-14 22:07:00,1257.6,,,,,2019-10-14 22:11:00,1167.1,,,,
182,reheat,,0,[],[],74.5,,,6,,,,0.0,,2019-10-14 22:11:00,1167.1,,,,,2019-10-14 22:30:00,,,,,
183,hold,,0,[],[],647.9000000000233,,,6,,,,,,2019-10-14 22:30:00,,,,,,2019-10-15 01:15:00,,,,1254.5855421686747,
184,open,,0,[],[],10.199999999953434,,,6,,,,,,2019-10-15 01:15:00,1258.2,,,,,2019-10-15 01:19:00,1030.6,,,,
185,reheat,,0,[],[],63.0,,,6,,,,1.0,,2019-10-15 01:19:00,1030.6,,,,,2019-10-15 01:37:00,,,,,
186,hold,,0,[],[],34.0,,,6,,,,,,2019-10-15 01:37:00,,,,,,2019-10-15 01:45:00,,,,1245.488888888889,
187,open,,0,[],"['190920-15055-005', '190920-15055-005']",10.200000000011643,,,6,,,,,"['190829-01502-018', '190829-01502-018', '190920-15055-005', '190920-15055-005']",2019-10-15 01:45:00,1254.2,,,,,2019-10-15 01:48:00,1140.1,,,,
188,reheat,,0,[],[],78.29999999998836,,,6,,,,1.0,,2019-10-15 01:48:00,1140.1,,,,,2019-10-15 02:09:00,,,,,
189,heat,14.0,0,[],[],,5240.800000000047,7005.200000000013,6,1252.8,2019-10-16 21:23:00,2.0,16.0,"['190710-19001-089', '190710-19001-088', '190529-19154-002_1', '190529-19154-001_1']",2019-10-16 15:23:00,166.6,2019-10-16 15:20:00,119.5,2019-10-15 02:19:00,,2019-10-17 10:15:00,,,540.0,,
190,hold,,0,[],[],3453.2999999999884,,,6,,,,,,2019-10-17 10:15:00,,,,,,2019-10-17 22:13:00,,,,1252.5215577190545,
191,open,,0,[],[],18.599999999976717,,,6,,,,,,2019-10-17 22:13:00,1260.3,,,,,2019-10-17 22:19:00,899.2,,,,
192,reheat,,0,[],[],44.10000000003493,,,6,,,,1.0,,2019-10-17 22:19:00,899.2,,,,,2019-10-17 22:31:00,,,,,
193,open,,0,[],"['190529-19154-002', '190529-19154-001']",5.099999999976717,,,6,,,,,"['190710-19001-089', '190710-19001-088']",2019-10-17 22:32:00,1199.4,,,,,2019-10-17 22:36:00,835.6,,,,
194,reheat,,0,[],[],69.5,,,6,,,,1.0,,2019-10-17 22:36:00,835.6,,,,,2019-10-17 22:50:00,,,,,
195,open,,0,[],[],10.200000000011643,,,6,,,,,,2019-10-17 22:50:00,1183.6,,,,,2019-10-17 22:54:00,910.1,,,,
196,reheat,,0,[],[],267.6000000000349,,,6,,,,1.0,,2019-10-17 22:54:00,910.1,,,,,2019-10-17 23:44:00,,,,,
197,hold,,0,[],[],546.2999999999884,,,6,,,,,,2019-10-17 23:44:00,,,,,,2019-10-18 01:40:00,,,,1254.5222222222224,
198,open,,0,[],[],8.5,,,6,,,,,,2019-10-18 01:40:00,1258.6,,,,,2019-10-18 01:44:00,997.4,,,,
199,reheat,,0,[],[],30.5,,,6,,,,0.0,,2019-10-18 01:44:00,997.4,,,,,2019-10-18 01:52:00,,,,,
200,hold,,0,[],[],3.2999999999883585,,,6,,,,,,2019-10-18 01:52:00,,,,,,2019-10-18 01:53:00,,,,1190.5,
201,open,,0,[],[],6.799999999988359,,,6,,,,,,2019-10-18 01:53:00,1193.0,,,,,2019-10-18 01:57:00,862.4,,,,
202,reheat,,0,[],[],171.5,,,6,,,,2.0,,2019-10-18 01:57:00,862.4,,,,,2019-10-18 02:33:00,,,,,
203,heat,15.0,0,[],[],,1878.2000000000119,2363.700000000012,6,1248.9,2019-10-18 06:15:00,2.0,9.0,"['190813-15008-027', '190820-19448-058_1', '190820-19448-058_2', '190820-19448-059_2', '190820-19448-059_1', '191002-15231-002_1']",2019-10-18 04:47:00,980.0,2019-10-18 04:45:00,732.6,2019-10-18 04:34:00,,2019-10-18 11:37:00,,,717.6,,
204,hold,,0,[],[],2313.700000000012,,,6,,,,,,2019-10-18 11:37:00,,,,,,2019-10-18 20:30:00,,,,1253.9619850187264,
205,open,,0,[],[],3.4000000000232835,,,6,,,,,,2019-10-18 20:30:00,1254.4,,,,,2019-10-18 20:32:00,1097.6,,,,
206,reheat,,0,[],[],77.79999999998836,,,6,,,,0.0,,2019-10-18 20:32:00,1097.6,,,,,2019-10-18 20:52:00,,,,,
207,hold,,0,[],[],37.099999999976724,,,6,,,,,,2019-10-18 20:52:00,,,,,,2019-10-18 21:01:00,,,,1254.56,
208,open,,0,[],[],6.799999999988359,,,6,,,,,,2019-10-18 21:01:00,1260.1,,,,,2019-10-18 21:05:00,1025.9,,,,
209,reheat,,0,[],[],33.900000000023276,,,6,,,,0.0,,2019-10-18 21:05:00,1025.9,,,,,2019-10-18 21:14:00,,,,,
210,open,,0,[],[],3.4000000000232835,,,6,,,,,,2019-10-18 21:15:00,1212.3,,,,,2019-10-18 21:19:00,912.8,,,,
211,reheat,,0,[],[],37.400000000023276,,,6,,,,0.0,,2019-10-18 21:19:00,912.8,,,,,2019-10-18 21:27:00,,,,,
212,open,,0,[],[],3.4000000000232835,,,6,,,,,,2019-10-18 21:28:00,1176.0,,,,,2019-10-18 21:31:00,951.0,,,,
213,reheat,,0,[],[],39.099999999976724,,,6,,,,2.0,,2019-10-18 21:31:00,951.0,,,,,2019-10-18 21:39:00,,,,,
214,open,,0,[],"['190820-19448-058', '190820-19448-058', '190820-19448-059', '190820-19448-059', '191002-15231-002']",5.100000000034925,,,6,,,,,['190813-15008-027'],2019-10-18 21:40:00,1176.0,,,,,2019-10-18 21:43:00,900.7,,,,
215,reheat,,0,[],[],40.70000000001164,,,6,,,,1.0,,2019-10-18 21:43:00,900.7,,,,,2019-10-18 21:51:00,,,,,
216,heat,16.0,1,[],[],,6382.900000000023,13238.700000000012,6,1255.8,2019-10-30 22:29:00,4.0,652.0,"['191025-13134-002', '191025-13134-002', '191025-13134-003', '191025-13134-003', '191025-13134-003_2', '191025-13134-003_3', '191025-13134-003_1']",2019-10-28 10:02:00,331.0,2019-10-26 16:25:00,31.8,2019-10-18 21:57:00,,2019-10-31 10:14:00,,,210.0,,
217,hold,,0,[],[],2460.899999999965,,,6,,,,,,2019-10-31 10:14:00,,,,,,2019-10-31 21:02:00,,,,1253.0260400616332,
218,open,,0,[],[],6.800000000046567,,,6,,,,,,2019-10-31 21:02:00,1255.0,,,,,2019-10-31 21:06:00,945.4,,,,
219,reheat,,0,[],[],35.399999999965075,,,6,,,,0.0,,2019-10-31 21:06:00,945.4,,,,,2019-10-31 21:15:00,,,,,
220,open,,0,[],[],8.5,,,6,,,,,,2019-10-31 21:15:00,1214.4,,,,,2019-10-31 21:19:00,982.2,,,,
221,reheat,,0,[],[],52.5,,,6,,,,0.0,,2019-10-31 21:19:00,982.2,,,,,2019-10-31 21:30:00,,,,,
222,open,,0,[],['191025-13134-003'],8.5,,,6,,,,,"['191025-13134-002', '191025-13134-002', '191025-13134-003', '191025-13134-003']",2019-10-31 21:30:00,1217.3,,,,,2019-10-31 21:34:00,877.4,,,,
223,reheat,,0,[],[],50.79999999998836,,,6,,,,1.0,,2019-10-31 21:34:00,877.4,,,,,2019-10-31 21:44:00,,,,,
224,open,,0,[],"['191025-13134-003', '191025-13134-003']",5.099999999976717,,,6,,,,,"['191025-13134-002', '191025-13134-002', '191025-13134-003', '191025-13134-003', '191025-13134-003']",2019-10-31 21:45:00,1197.4,,,,,2019-10-31 21:49:00,871.3,,,,
225,reheat,,0,[],[],22.100000000034925,,,6,,,,0.0,,2019-10-31 21:49:00,871.3,,,,,2019-10-31 21:53:00,,,,,
226,hold,,1,[],[],0.0,,,6,,,,,,2019-10-31 21:53:00,,,,,,2019-10-31 22:30:00,,,,1136.3961187214622,
227,heat,17.0,1,[],[],,3913.6999999999534,3913.6999999999534,6,1256.1,0,0.0,2.0,"['가열로 다이', '190917-15006-001_1', '190917-15006-001_2', '190917-15006-001_3', '190917-15006-001_4']",2019-11-01 08:47:00,1232.4465753425145,2019-10-31 22:30:00,1139.192237442925,2019-10-31 22:30:00,,2019-11-01 09:43:00,,,0.0,,
228,hold,,0,[],[],3105.8000000000466,,,6,,,,,,2019-11-01 09:43:00,,,,,,2019-11-01 23:08:00,,,,1254.089330024814,
229,open,,0,[],[],5.0,,,6,,,,,,2019-11-01 23:08:00,1254.6,,,,,2019-11-01 23:12:00,977.6,,,,
230,reheat,,0,[],[],70.69999999995345,,,6,,,,1.0,,2019-11-01 23:12:00,977.6,,,,,2019-11-01 23:29:00,,,,,
231,hold,,0,[],[],318.20000000001164,,,6,,,,,,2019-11-01 23:29:00,,,,,,2019-11-02 00:59:00,,,,1254.242857142857,
232,open,,0,[],['190917-15006-001'],8.400000000023283,,,6,,,,,"['가열로 다이', '190917-15006-001', '190917-15006-001', '190917-15006-001']",2019-11-02 00:59:00,1255.4,,,,,2019-11-02 01:03:00,931.0,,,,
233,reheat,,0,[],[],32.0,,,6,,,,1.0,,2019-11-02 01:03:00,931.0,,,,,2019-11-02 01:11:00,,,,,
234,open,,0,[],[],5.099999999976717,,,6,,,,,,2019-11-02 01:12:00,1201.6,,,,,2019-11-02 01:15:00,904.0,,,,
235,reheat,,0,[],[],40.29999999998836,,,6,,,,0.0,,2019-11-02 01:15:00,904.0,,,,,2019-11-02 01:23:00,,,,,
236,open,,0,[],"['190917-15006-001', '190917-15006-001', '190917-15006-001']",1.7000000000116415,,,6,,,,,['가열로 다이'],2019-11-02 01:24:00,1184.8,,,,,2019-11-02 01:27:00,821.0,,,,
237,reheat,,0,[],[],45.5,,,6,,,,1.0,,2019-11-02 01:27:00,821.0,,,,,2019-11-02 01:35:00,,,,,
238,heat,18.0,0,[],[],,970.2999999999884,7515.099999999977,6,1258.3,2019-11-04 16:20:00,1.0,83.0,"['191025-13134-012', '191025-13134-012', '191025-13134-012', '190927-15042-031', '190917-19245-058']",2019-11-03 18:01:00,350.6,2019-11-02 07:00:00,502.0,2019-11-02 01:35:00,,2019-11-04 20:20:00,,,939.9,,
239,hold,,0,[],[],1836.4000000000235,,,6,,,,,,2019-11-04 20:20:00,,,,,,2019-11-05 04:02:00,,,,1253.9639308855292,
240,open,,0,[],[],3.3999999999650754,,,6,,,,,,2019-11-05 04:02:00,1255.4,,,,,2019-11-05 04:06:00,953.5,,,,
241,reheat,,0,[],[],73.60000000003492,,,6,,,,0.0,,2019-11-05 04:06:00,953.5,,,,,2019-11-05 04:21:00,,,,,
242,open,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-05 04:22:00,1244.9,,,,,2019-11-05 04:25:00,929.2,,,,
243,reheat,,0,[],[],68.40000000002328,,,6,,,,0.0,,2019-11-05 04:25:00,929.2,,,,,2019-11-05 04:39:00,,,,,
244,open,,0,[],[],6.899999999965075,,,6,,,,,,2019-11-05 04:39:00,1227.0,,,,,2019-11-05 04:43:00,850.9,,,,
245,reheat,,0,[],[],72.10000000003492,,,6,,,,0.0,,2019-11-05 04:43:00,850.9,,,,,2019-11-05 04:56:00,,,,,
246,heat,19.0,0,[],[],,3331.2999999999884,3331.2999999999884,6,1254.9,2019-11-05 05:28:00,0.0,3.0,"['191009-01502-011', '191009-01502-011', '191025-19234-042', '191025-19234-042', '191025-19234-042', '191025-19234-028', '191025-19234-028', '191025-19234-028']",2019-11-05 05:28:00,510.2,2019-11-05 05:28:00,510.2,2019-11-05 04:56:00,,2019-11-05 11:35:00,,,510.2,,
247,hold,,0,[],[],3356.4000000000237,,,6,,,,,,2019-11-05 11:35:00,,,,,,2019-11-06 01:37:00,,,,1253.9930011862398,
248,open,,0,[],[],3.3999999999650754,,,6,,,,,,2019-11-06 01:37:00,1253.3,,,,,2019-11-06 01:40:00,1021.0,,,,
249,reheat,,0,[],[],61.60000000003493,,,6,,,,0.0,,2019-11-06 01:40:00,1021.0,,,,,2019-11-06 01:55:00,,,,,
250,hold,,0,[],[],12.0,,,6,,,,,,2019-11-06 01:55:00,,,,,,2019-11-06 01:58:00,,,,1257.1999999999996,
251,open,,0,[],[],6.899999999965075,,,6,,,,,,2019-11-06 01:58:00,1258.1,,,,,2019-11-06 02:02:00,1007.0,,,,
252,reheat,,0,[],[],46.20000000001164,,,6,,,,0.0,,2019-11-06 02:02:00,1007.0,,,,,2019-11-06 02:12:00,,,,,
253,open,,0,[],[],1.7000000000116415,,,6,,,,,,2019-11-06 02:13:00,1224.2,,,,,2019-11-06 02:16:00,928.2,,,,
254,reheat,,0,[],[],156.19999999995343,,,6,,,,1.0,,2019-11-06 02:16:00,928.2,,,,,2019-11-06 02:50:00,,,,,
255,hold,,0,[],[],214.5,,,6,,,,,,2019-11-06 02:50:00,,,,,,2019-11-06 03:46:00,,,,1253.982456140351,
256,open,,0,[],[],6.800000000046567,,,6,,,,,,2019-11-06 03:46:00,1253.7,,,,,2019-11-06 03:50:00,954.2,,,,
257,reheat,,0,[],[],82.19999999995345,,,6,,,,0.0,,2019-11-06 03:50:00,954.2,,,,,2019-11-06 04:07:00,,,,,
258,open,,0,[],[],1.7000000000116415,,,6,,,,,,2019-11-06 04:08:00,1252.8,,,,,2019-11-06 04:12:00,842.2,,,,
259,reheat,,0,[],[],77.09999999997672,,,6,,,,0.0,,2019-11-06 04:12:00,842.2,,,,,2019-11-06 04:26:00,,,,,
260,open,,0,[],[],5.100000000034925,,,6,,,,,,2019-11-06 04:27:00,1225.3,,,,,2019-11-06 04:31:00,852.0,,,,
261,reheat,,0,[],[],60.0,,,6,,,,0.0,,2019-11-06 04:31:00,852.0,,,,,2019-11-06 04:41:00,,,,,
262,open,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-06 04:42:00,1196.5,,,,,2019-11-06 04:46:00,825.1,,,,
263,reheat,,0,[],[],65.09999999997672,,,6,,,,0.0,,2019-11-06 04:46:00,825.1,,,,,2019-11-06 04:56:00,,,,,
264,heat,20.0,0,[],[],,170.7999999999884,9093.5,6,1252.5,2019-11-07 20:25:00,1.0,27.0,"['191004-15491-058', '190917-19245-062', '191004-15491-058_2', '191025-13134-013_1', '191025-13134-013_2', '191025-13134-013_3', '191025-13134-013_4', '191025-13134-013_5']",2019-11-06 15:15:00,333.7,2019-11-06 08:33:00,343.6,2019-11-06 04:57:00,,2019-11-07 20:56:00,,,836.1,,
265,hold,,0,[],[],935.0999999999768,,,6,,,,,,2019-11-07 20:56:00,,,,,,2019-11-08 00:59:00,,,,1253.784836065574,
266,open,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-08 00:59:00,1254.6,,,,,2019-11-08 01:02:00,993.3,,,,
267,reheat,,0,[],[],44.70000000001164,,,6,,,,0.0,,2019-11-08 01:02:00,993.3,,,,,2019-11-08 01:12:00,,,,,
268,open,,0,[],[],6.899999999965075,,,6,,,,,,2019-11-08 01:13:00,1237.6,,,,,2019-11-08 01:16:00,997.1,,,,
269,reheat,,0,[],[],63.5,,,6,,,,1.0,,2019-11-08 01:16:00,997.1,,,,,2019-11-08 01:29:00,,,,,
270,open,,0,[],[],5.099999999976717,,,6,,,,,,2019-11-08 01:30:00,1238.4,,,,,2019-11-08 01:33:00,921.4,,,,
271,reheat,,0,[],[],60.20000000001164,,,6,,,,1.0,,2019-11-08 01:33:00,921.4,,,,,2019-11-08 01:45:00,,,,,
272,open,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-08 01:46:00,1208.2,,,,,2019-11-08 01:48:00,1038.5,,,,
273,reheat,,0,[],[],65.39999999996508,,,6,,,,1.0,,2019-11-08 01:48:00,1038.5,,,,,2019-11-08 02:01:00,,,,,
274,open,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-08 02:02:00,1223.7,,,,,2019-11-08 02:05:00,967.5,,,,
275,reheat,,0,[],[],65.5,,,6,,,,0.0,,2019-11-08 02:05:00,967.5,,,,,2019-11-08 02:17:00,,,,,
276,open,,0,[],"['191004-15491-058', '191025-13134-013', '191025-13134-013', '191025-13134-013', '191025-13134-013', '191025-13134-013']",6.899999999965075,,,6,,,,,"['191004-15491-058', '190917-19245-062']",2019-11-08 02:18:00,1208.2,,,,,2019-11-08 02:21:00,938.9,,,,
277,reheat,,0,[],[],79.40000000002328,,,6,,,,1.0,,2019-11-08 02:21:00,938.9,,,,,2019-11-08 02:35:00,,,,,
278,heat,21.0,0,[],[],,3266.600000000035,3266.600000000035,6,1255.0,2019-11-08 04:24:00,0.0,7.0,"['191025-19476-001_3', '191025-19476-001_4', '191025-19476-001_5', '191025-19476-001_7', '191025-19476-001_8', '191025-19476-001_9', '191025-19476-001_10', '191025-19476-001_11']",2019-11-08 04:24:00,437.3,2019-11-08 04:24:00,437.3,2019-11-08 02:36:00,,2019-11-08 10:14:00,,,437.3,,
279,hold,,0,[],[],2976.2999999999884,,,6,,,,,,2019-11-08 10:14:00,,,,,,2019-11-08 22:03:00,,,,1254.0135211267607,
280,open,,0,[],[],12.0,,,6,,,,,,2019-11-08 22:03:00,1255.0,,,,,2019-11-08 22:07:00,1093.6,,,,
281,reheat,,0,[],[],49.70000000001164,,,6,,,,1.0,,2019-11-08 22:07:00,1093.6,,,,,2019-11-08 22:20:00,,,,,
282,hold,,0,[],[],5.199999999953434,,,6,,,,,,2019-11-08 22:20:00,,,,,,2019-11-08 22:21:00,,,,1251.9,
283,open,,0,[],[],5.100000000034925,,,6,,,,,,2019-11-08 22:21:00,1254.7,,,,,2019-11-08 22:25:00,1010.6,,,,
284,reheat,,0,[],[],48.20000000001164,,,6,,,,0.0,,2019-11-08 22:25:00,1010.6,,,,,2019-11-08 22:35:00,,,,,
285,open,,0,[],[],5.100000000034925,,,6,,,,,,2019-11-08 22:36:00,1227.3,,,,,2019-11-08 22:40:00,891.0,,,,
286,reheat,,0,[],[],56.79999999998836,,,6,,,,0.0,,2019-11-08 22:40:00,891.0,,,,,2019-11-08 22:51:00,,,,,
287,open,,0,[],[],6.900000000023283,,,6,,,,,,2019-11-08 22:51:00,1202.4,,,,,2019-11-08 22:55:00,903.5,,,,
288,reheat,,0,[],[],67.19999999995343,,,6,,,,0.0,,2019-11-08 22:55:00,903.5,,,,,2019-11-08 23:07:00,,,,,
289,open,,0,[],[],3.4000000000232835,,,6,,,,,,2019-11-08 23:08:00,1207.5,,,,,2019-11-08 23:12:00,817.0,,,,
290,reheat,,0,[],[],65.5,,,6,,,,0.0,,2019-11-08 23:12:00,817.0,,,,,2019-11-08 23:23:00,,,,,
291,open,,0,[],[],3.5,,,6,,,,,,2019-11-08 23:24:00,1189.7,,,,,2019-11-08 23:28:00,817.2,,,,
292,reheat,,0,[],[],182.90000000002328,,,6,,,,1.0,,2019-11-08 23:28:00,817.2,,,,,2019-11-09 00:00:00,,,,,
293,hold,,0,[],[],241.20000000001164,,,6,,,,,,2019-11-09 00:00:00,,,,,,2019-11-09 01:01:00,,,,1254.0741935483873,
294,open,,0,[],"['191025-19476-001', '191025-19476-001', '191025-19476-001', '191025-19476-001', '191025-19476-001', '191025-19476-001', '191025-19476-001', '191025-19476-001']",6.899999999965075,,,6,,,,,[],2019-11-09 01:01:00,1254.1,,,,,2019-11-09 01:06:00,845.9,,,,
295,reheat,,0,[],[],70.80000000004655,,,6,,,,0.0,,2019-11-09 01:06:00,845.9,,,,,2019-11-09 01:19:00,,,,,
296,heat,22.0,0,[],[],,1184.7999999999886,6034.299999999987,6,1255.8,2019-11-11 09:06:00,2.0,239.0,"['가열로 다이', '190907-19151-012', '190907-19151-012', '191004-15491-029', '191004-15491-029']",2019-11-10 14:45:00,351.7,2019-11-09 07:48:00,370.7,2019-11-09 01:20:00,,2019-11-11 11:17:00,,,1016.9,,
297,hold,,0,[],[],2772.9000000000237,,,6,,,,,,2019-11-11 11:17:00,,,,,,2019-11-11 21:06:00,,,,1253.6978813559315,
298,open,,0,[],[],16.799999999988362,,,6,,,,,,2019-11-11 21:06:00,1255.5,,,,,2019-11-11 21:12:00,978.0,,,,
299,reheat,,0,[],[],111.5,,,6,,,,1.0,,2019-11-11 21:12:00,978.0,,,,,2019-11-11 21:37:00,,,,,
300,hold,,0,[],[],838.0,,,6,,,,,,2019-11-11 21:37:00,,,,,,2019-11-12 01:22:00,,,,1254.0774336283189,
301,open,,0,[],[],10.299999999988357,,,6,,,,,,2019-11-12 01:22:00,1255.6,,,,,2019-11-12 01:26:00,1013.1,,,,
302,reheat,,0,[],[],54.5,,,6,,,,0.0,,2019-11-12 01:26:00,1013.1,,,,,2019-11-12 01:39:00,,,,,
303,hold,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-12 01:39:00,,,,,,2019-11-12 01:40:00,,,,1246.7,
304,open,,0,[],[],6.799999999988359,,,6,,,,,,2019-11-12 01:40:00,1250.2,,,,,2019-11-12 01:43:00,989.8,,,,
305,reheat,,0,[],[],61.5,,,6,,,,1.0,,2019-11-12 01:43:00,989.8,,,,,2019-11-12 01:56:00,,,,,
306,open,,0,[],[],8.5,,,6,,,,,,2019-11-12 01:57:00,1234.4,,,,,2019-11-12 02:01:00,933.8,,,,
307,reheat,,0,[],[],70.20000000001164,,,6,,,,0.0,,2019-11-12 02:01:00,933.8,,,,,2019-11-12 02:14:00,,,,,
308,hold,,0,[],[],44.599999999976724,,,6,,,,,,2019-11-12 02:14:00,,,,,,2019-11-12 02:22:00,,,,1228.2555555555555,
309,open,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-12 02:22:00,1240.1,,,,,2019-11-12 02:25:00,961.5,,,,
310,reheat,,0,[],[],145.7000000000116,,,6,,,,2.0,,2019-11-12 02:25:00,961.5,,,,,2019-11-12 02:53:00,,,,,
311,heat,23.0,0,[],[],,2685.5,3293.4000000000237,6,1257.8,2019-11-12 05:53:00,1.0,11.0,"['190710-19001-119_1', '190710-19001-120_1', '190710-19001-121_1', '190710-19001-122_1', '190710-19001-123_1', '190710-19001-098_1', '191004-15491-029_2', '191004-15491-029_1']",2019-11-12 04:49:00,664.9,2019-11-12 04:49:00,664.9,2019-11-12 04:31:00,,2019-11-12 10:33:00,,,716.4,,
312,hold,,0,[],[],4233.200000000013,,,6,,,,,,2019-11-12 10:33:00,,,,,,2019-11-13 02:22:00,,,,1254.3647368421052,
313,open,,0,[],[],12.099999999976713,,,6,,,,,,2019-11-13 02:22:00,1254.6,,,,,2019-11-13 02:27:00,1035.1,,,,
314,reheat,,0,[],[],70.60000000003492,,,6,,,,0.0,,2019-11-13 02:27:00,1035.1,,,,,2019-11-13 02:44:00,,,,,
315,hold,,0,[],[],53.5,,,6,,,,,,2019-11-13 02:44:00,,,,,,2019-11-13 02:58:00,,,,1255.6666666666667,
316,open,,0,[],['191004-15491-029'],3.5,,,6,,,,,"['190710-19001-120', '191004-15491-029']",2019-11-13 02:58:00,1255.8,,,,,2019-11-13 03:01:00,1047.5,,,,
317,reheat,,0,[],[],62.0,,,6,,,,1.0,,2019-11-13 03:01:00,1047.5,,,,,2019-11-13 03:16:00,,,,,
318,hold,,0,[],[],74.19999999995345,,,6,,,,,,2019-11-13 03:16:00,,,,,,2019-11-13 03:35:00,,,,1255.0949999999998,
319,open,,0,[],[],5.2000000000116415,,,6,,,,,,2019-11-13 03:35:00,1255.6,,,,,2019-11-13 03:38:00,948.9,,,,
320,reheat,,0,[],[],36.10000000003493,,,6,,,,1.0,,2019-11-13 03:38:00,948.9,,,,,2019-11-13 03:47:00,,,,,
321,open,,0,[],['191004-15491-029'],6.900000000023283,,,6,,,,,"['190710-19001-120', '191004-15491-029']",2019-11-13 03:48:00,1215.7,,,,,2019-11-13 03:51:00,885.0,,,,
322,reheat,,0,[],[],39.70000000001164,,,6,,,,1.0,,2019-11-13 03:51:00,885.0,,,,,2019-11-13 03:59:00,,,,,
323,open,,0,[],"['190710-19001-121', '190710-19001-122', '190710-19001-123', '190710-19001-098']",10.399999999965077,,,6,,,,,"['190710-19001-120', '191004-15491-029', '191004-15491-029']",2019-11-13 03:59:00,1185.6,,,,,2019-11-13 04:03:00,812.4,,,,
324,reheat,,0,[],[],166.1000000000349,,,6,,,,2.0,,2019-11-13 04:03:00,812.4,,,,,2019-11-13 04:34:00,,,,,
325,hold,,0,[],[],237.29999999998842,,,6,,,,,,2019-11-13 04:34:00,,,,,,2019-11-13 05:32:00,,,,1254.906779661017,
326,open,,0,[],[],10.400000000023283,,,6,,,,,,2019-11-13 05:32:00,1255.4,,,,,2019-11-13 05:36:00,1011.6,,,,
327,reheat,,0,[],[],31.19999999995343,,,6,,,,1.0,,2019-11-13 05:36:00,1011.6,,,,,2019-11-13 05:43:00,,,,,
