,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0.0,1,[],[],3.400000000372529,3.400000000372529,5,1250.1,0,0.0,0.0,[''],2019-07-01 00:10:00,1250.1,2019-07-01 00:00:00,1250.0,,,2019-07-01 00:10:00,1250.1,,0.0,,
1,open,,0,[],[],3.399999998509884,,5,,,,,,2019-07-01 08:31:00,1271.0,,,,,2019-07-01 08:34:00,1055.9,,,,
2,reheat,,0,[],[],67.80000000074506,,5,,,,1.0,,2019-07-01 08:34:00,1055.9,,,,,2019-07-01 08:45:00,,,,,
3,hold,,0,[],[],5.0,,5,,,,,,2019-07-01 08:45:00,,,,,,2019-07-01 08:46:00,,,,1285.35,
4,open,,0,[],[],26.699999999254945,,5,,,,,,2019-07-01 08:46:00,1284.4,,,,,2019-07-01 08:56:00,1049.2,,,,
5,reheat,,1,[],[],29.90000000037253,,5,,,,8.0,,2019-07-01 08:56:00,1049.2,,,,,2019-07-01 09:10:00,,,,,
6,hold,,1,[],[],0.0,,5,,,,,,2019-07-01 09:10:00,,,,,,2019-07-01 09:12:00,,,,1270.1000000000004,
7,open,,0,[],[],0.0,,5,,,,,,2019-07-01 09:12:00,1270.5,,,,,2019-07-01 09:17:00,1108.6,,,,
8,reheat,,0,[],[],0.0,,5,,,,10.0,,2019-07-01 09:17:00,1108.6,,,,,2019-07-01 09:27:00,,,,,
9,open,,0,[],[],0.0,,5,,,,,,2019-07-01 09:28:00,1286.3,,,,,2019-07-01 09:35:00,1076.4,,,,
10,reheat,,0,[],[],0.0,,5,,,,12.0,,2019-07-01 09:35:00,1076.4,,,,,2019-07-01 09:47:00,,,,,
11,hold,,0,[],[],0.0,,5,,,,,,2019-07-01 09:47:00,,,,,,2019-07-01 09:52:00,,,,1280.3,
12,open,,0,[],[],0.0,,5,,,,,,2019-07-01 09:52:00,1271.8,,,,,2019-07-01 09:55:00,1093.6,,,,
13,reheat,,0,[],[],0.0,,5,,,,11.0,,2019-07-01 09:55:00,1093.6,,,,,2019-07-01 10:06:00,,,,,
14,open,,0,[],[],0.0,,5,,,,,,2019-07-01 10:07:00,1290.4,,,,,2019-07-01 10:11:00,1041.2,,,,
15,reheat,,0,[],[],0.0,,5,,,,11.0,,2019-07-01 10:11:00,1041.2,,,,,2019-07-01 10:22:00,,,,,
16,open,,0,[],[],0.0,,5,,,,,,2019-07-01 10:23:00,1289.2,,,,,2019-07-01 10:39:00,662.8,,,,
17,reheat,,1,[],[],0.0,,5,,,,41.0,,2019-07-01 10:39:00,662.8,,,,,2019-07-01 11:23:00,,,,,
18,hold,,1,[],[],0.0,,5,,,,,,2019-07-01 11:23:00,,,,,,2019-07-01 11:28:00,,,,1252.1833333333334,
19,open,,0,[],[],0.0,,5,,,,,,2019-07-01 11:28:00,1252.5,,,,,2019-07-01 11:35:00,848.1,,,,
20,reheat,,0,[],[],0.0,,5,,,,16.0,,2019-07-01 11:35:00,848.1,,,,,2019-07-01 11:52:00,,,,,
21,hold,,0,[],[],189.59999999962744,,5,,,,,,2019-07-01 11:52:00,,,,,,2019-07-01 13:00:00,,,,1252.1159420289853,
22,open,,0,[],[],3.300000000745058,,5,,,,,,2019-07-01 13:00:00,1258.4,,,,,2019-07-01 13:02:00,1030.5,,,,
23,reheat,,0,[],[],100.09999999962747,,5,,,,1.0,,2019-07-01 13:02:00,1030.5,,,,,2019-07-01 13:21:00,,,,,
24,hold,,0,[],[],18.199999999254945,,5,,,,,,2019-07-01 13:21:00,,,,,,2019-07-01 13:26:00,,,,1272.5,
25,open,,0,[],[],8.300000000745058,,5,,,,,,2019-07-01 13:26:00,1272.0,,,,,2019-07-01 13:31:00,936.4,,,,
26,reheat,,0,[],[],99.59999999962747,,5,,,,2.0,,2019-07-01 13:31:00,936.4,,,,,2019-07-01 13:47:00,,,,,
27,open,,0,[],[],31.40000000037253,,5,,,,,,2019-07-01 13:48:00,1288.5,,,,,2019-07-01 13:56:00,1126.9,,,,
28,reheat,,0,[],[],54.0,,5,,,,1.0,,2019-07-01 13:56:00,1126.9,,,,,2019-07-01 14:06:00,,,,,
29,heat,1.0,1,[],[],1660.5,1660.5,5,1256.8,0,0.0,1.0,[''],2019-07-01 18:01:00,426.5,2019-07-01 18:00:00,403.6,2019-07-01 14:07:00,,2019-07-01 21:18:00,1256.8,,0.0,,
30,open,,0,[],[],3.400000000372529,,5,,,,,,2019-07-02 02:52:00,1251.3,,,,,2019-07-02 02:56:00,902.7,,,,
