,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,106.59259259259258,,,increasing 0,719.4999999999999,6.75,2586.9000000003725,3,1251.6,0,0,6,[],2019-07-01 00:10:00,532.1,2019-07-01 00:10:00,532.1,,,2019-07-01 06:55:00,1251.6,,0,,
1,open,,1,,,,,,,0.0,3,,,,,,2019-07-01 09:13:00,1251.2,,,,,2019-07-01 09:16:00,1153.0,,,,
2,reheat,,1,,,,,,,0.0,3,,,,11,,2019-07-01 09:16:00,1153.0,,,,,2019-07-01 09:27:00,,,,,
3,open,,0,,,,,,,0.0,3,,,,,,2019-07-01 09:28:00,1259.4,,,,,2019-07-01 09:33:00,1120.1,,,,
4,reheat,,0,,,,,,,0.0,3,,,,16,,2019-07-01 09:33:00,1120.1,,,,,2019-07-01 09:49:00,,,,,
5,hold,,0,,,,,,,0.0,3,,,,,,2019-07-01 09:49:00,1250.0,,,,,2019-07-01 10:45:00,1251.3,,,1252.6368421052632,
6,open,,0,,,,,,,0.0,3,,,,,,2019-07-01 10:45:00,1251.3,,,,,2019-07-01 10:50:00,1169.1,,,,
7,reheat,,0,,,,,,,0.0,3,,,,15,,2019-07-01 10:50:00,1169.1,,,,,2019-07-01 11:05:00,,,,,
8,hold,,0,,,,,,,982.6000000014901,3,,,,,,2019-07-01 11:05:00,1263.4,,,,,2019-07-01 16:35:00,1271.8,,,1259.4271903323263,
9,open,,0,,,,,,,5.0,3,,,,,,2019-07-01 16:35:00,1271.8,,,,,2019-07-01 16:40:00,1161.0,,,,
10,reheat,,0,,,,,,,139.59999999962747,3,,,,1,,2019-07-01 16:40:00,1161.0,,,,,2019-07-01 17:12:00,,,,,
11,hold,,0,,,,,,,131.40000000037253,3,,,,,,2019-07-01 17:12:00,1269.6,,,,,2019-07-01 17:56:00,1271.8,,,1271.2600000000002,
12,open,,0,,,,,,,5.0,3,,,,,,2019-07-01 17:56:00,1271.8,,,,,2019-07-01 18:01:00,1150.9,,,,
13,reheat,,0,,,,,,,76.69999999925494,3,,,,2,,2019-07-01 18:01:00,1150.9,,,,,2019-07-01 18:13:00,,,,,
14,open,,0,,,,,,,0.0,3,,,,,,2019-07-01 18:14:00,1281.4,,,,,2019-07-01 18:16:00,1205.8,,,,
15,reheat,,0,,,,,,,96.80000000074506,3,,,,0,,2019-07-01 18:16:00,1205.8,,,,,2019-07-01 18:38:00,,,,,
16,hold,,0,,,,,,,752.9000000003725,3,,,,,,2019-07-01 18:38:00,1268.4,,,,,2019-07-01 22:33:00,1286.0,,,1269.8631355932207,
17,open,,0,,,,,,,3.400000000372529,3,,,,,,2019-07-01 22:33:00,1286.0,,,,,2019-07-01 22:36:00,1205.6,,,,
18,reheat,,0,,,,,,,53.29999999888241,3,,,,0,,2019-07-01 22:36:00,1205.6,,,,,2019-07-01 22:47:00,,,,,
19,hold,,0,,,,,,,16.700000001117587,3,,,,,,2019-07-01 22:47:00,1279.3,,,,,2019-07-01 22:51:00,1288.4,,,1282.8,
20,open,,0,,,,,,,5.0,3,,,,,,2019-07-01 22:51:00,1288.4,,,,,2019-07-01 22:55:00,1184.6,,,,
21,reheat,,0,,,,,,,70.09999999962747,3,,,,0,,2019-07-01 22:55:00,1184.6,,,,,2019-07-01 23:10:00,,,,,
22,open,,0,,,,,,,1.699999999254942,3,,,,,,2019-07-01 23:11:00,1282.2,,,,,2019-07-01 23:14:00,1172.6,,,,
23,reheat,,0,,,,,,,73.5,3,,,,0,,2019-07-01 23:14:00,1172.6,,,,,2019-07-01 23:27:00,,,,,
24,hold,,0,,,,,,,6.700000001117587,3,,,,,,2019-07-01 23:27:00,1282.7,,,,,2019-07-01 23:29:00,1283.7,,,1283.2,
25,open,,0,,,,,,,5.0,3,,,,,,2019-07-01 23:29:00,1283.7,,,,,2019-07-01 23:34:00,1146.9,,,,
26,reheat,,0,,,,,,,88.5,3,,,,0,,2019-07-01 23:34:00,1146.9,,,,,2019-07-01 23:49:00,,,,,
27,hold,,0,,,,,,,463.09999999962747,3,,,,,,2019-07-01 23:49:00,1286.1,,,,,2019-07-02 02:13:00,1280.9,,,1270.3613793103448,
28,open,,0,,,,,,,15.099999999627471,3,,,,,,2019-07-02 02:13:00,1280.9,,,,,2019-07-02 02:22:00,1195.9,,,,
29,reheat,,0,,,,,,,67.0,3,,,,0,,2019-07-02 02:22:00,1195.9,,,,,2019-07-02 02:36:00,,,,,
30,open,,0,,,,,,,1.599999999627471,3,,,,,,2019-07-02 02:37:00,1290.5,,,,,2019-07-02 02:41:00,1187.0,,,,
31,reheat,,0,,,,,,,53.80000000074506,3,,,,0,,2019-07-02 02:41:00,1187.0,,,,,2019-07-02 02:50:00,,,,,
32,heat,1,1,85.49282296650716,,,increasing 0,297.79999999999995,3.4833333333333334,1431.800000000745,3,1261.8,2019-07-02 06:04:00,2,47,[],2019-07-02 03:20:00,964.0,2019-07-02 03:20:00,964.0,2019-07-02 02:54:00,,2019-07-02 06:49:00,1261.8,,1081.7,,
33,open,,0,,,,,,,5.0,3,,,,,,2019-07-02 11:54:00,1251.5,,,,,2019-07-02 12:02:00,1089.0,,,,
34,reheat,,0,,,,,,,138.5,3,,,,0,,2019-07-02 12:02:00,1089.0,,,,,2019-07-02 12:21:00,,,,,
35,hold,,0,,,,,,,1392.0,3,,,,,,2019-07-02 12:21:00,1265.1,,,,,2019-07-02 21:17:00,1253.0,,,1250.9011173184356,
36,open,,0,,,,,,,13.400000000372529,3,,,,,,2019-07-02 21:17:00,1253.0,,,,,2019-07-02 21:25:00,1182.3,,,,
37,reheat,,0,,,,,,,70.40000000037253,3,,,,4,,2019-07-02 21:25:00,1182.3,,,,,2019-07-02 21:43:00,,,,,
38,hold,,0,,,,,,,3.400000000372529,3,,,,,,2019-07-02 21:43:00,1269.6,,,,,2019-07-02 21:44:00,1270.2,,,1269.9,
39,open,,0,,,,,,,13.399999998509884,3,,,,,,2019-07-02 21:44:00,1270.2,,,,,2019-07-02 21:52:00,1173.1,,,,
40,reheat,,0,,,,,,,79.10000000149012,3,,,,1,,2019-07-02 21:52:00,1173.1,,,,,2019-07-02 22:11:00,,,,,
41,hold,,0,,,,,,,1.599999999627471,3,,,,,,2019-07-02 22:11:00,1260.8,,,,,2019-07-02 22:12:00,1261.1,,,1260.9499999999998,
42,open,,0,,,,,,,8.5,3,,,,,,2019-07-02 22:12:00,1261.1,,,,,2019-07-02 22:19:00,1150.3,,,,
43,reheat,,0,,,,,,,79.0,3,,,,0,,2019-07-02 22:19:00,1150.3,,,,,2019-07-02 22:34:00,,,,,
44,hold,,0,,,,,,,5.099999999627471,3,,,,,,2019-07-02 22:34:00,1269.4,,,,,2019-07-02 22:36:00,1269.4,,,1269.5000000000002,
45,open,,0,,,,,,,11.800000000745058,3,,,,,,2019-07-02 22:36:00,1269.4,,,,,2019-07-02 22:45:00,1143.5,,,,
46,reheat,,0,,,,,,,74.0,3,,,,1,,2019-07-02 22:45:00,1143.5,,,,,2019-07-02 22:57:00,,,,,
47,hold,,0,,,,,,,13.5,3,,,,,,2019-07-02 22:57:00,1254.1,,,,,2019-07-02 23:01:00,1263.0,,,1260.9,
48,open,,0,,,,,,,10.099999999627471,3,,,,,,2019-07-02 23:01:00,1263.0,,,,,2019-07-02 23:08:00,1138.9,,,,
49,reheat,,0,,,,,,,70.59999999962747,3,,,,0,,2019-07-02 23:08:00,1138.9,,,,,2019-07-02 23:21:00,,,,,
50,hold,,0,,,,,,,13.5,3,,,,,,2019-07-02 23:21:00,1267.1,,,,,2019-07-02 23:25:00,1265.4,,,1266.5,
51,open,,0,,,,,,,8.400000000372529,3,,,,,,2019-07-02 23:25:00,1265.4,,,,,2019-07-02 23:35:00,1072.0,,,,
52,reheat,,0,,,,,,,180.59999999962747,3,,,,0,,2019-07-02 23:35:00,1072.0,,,,,2019-07-03 00:08:00,,,,,
53,heat,2,1,428.7857142857141,,,increasing 0,200.0999999999999,0.4666666666666667,168.5,3,1263.0,2019-07-03 04:00:00,0,1,[],2019-07-03 04:00:00,1062.9,2019-07-03 03:00:00,1118.0,2019-07-03 02:01:00,,2019-07-03 04:28:00,1263.0,,1062.9,,
54,open,,0,,,,,,,6.799999998882413,3,,,,,,2019-07-03 05:31:00,1251.0,,,,,2019-07-03 05:50:00,951.0,,,,
55,reheat,,0,,,,,,,74.70000000111759,3,,,,0,,2019-07-03 05:50:00,951.0,,,,,2019-07-03 06:00:00,,,,,
56,open,,0,,,,,,,3.400000000372529,3,,,,,,2019-07-03 06:01:00,1081.9,,,,,2019-07-03 06:08:00,957.1,,,,
57,reheat,,0,,,,,,,537.9000000003725,3,,,,0,,2019-07-03 06:08:00,957.1,,,,,2019-07-03 07:01:00,,,,,
58,hold,,0,,,,,,,1720.2999999988824,3,,,,,,2019-07-03 07:01:00,1242.4,,,,,2019-07-03 13:52:00,1251.8,,,1251.4308252427184,
59,open,,0,,,,,,,5.100000001490116,3,,,,,,2019-07-03 13:52:00,1251.8,,,,,2019-07-03 13:57:00,1128.1,,,,
60,reheat,,0,,,,,,,80.69999999925494,3,,,,1,,2019-07-03 13:57:00,1128.1,,,,,2019-07-03 14:08:00,,,,,
61,hold,,0,,,,,,,15.099999999627471,3,,,,,,2019-07-03 14:08:00,1262.4,,,,,2019-07-03 14:11:00,1264.4,,,1263.3249999999998,
62,open,,0,,,,,,,16.800000000745058,3,,,,,,2019-07-03 14:11:00,1264.4,,,,,2019-07-03 14:20:00,1129.0,,,,
63,reheat,,0,,,,,,,137.7999999988824,3,,,,0,,2019-07-03 14:20:00,1129.0,,,,,2019-07-03 14:41:00,,,,,
64,hold,,0,,,,,,,917.8000000007451,3,,,,,,2019-07-03 14:41:00,1261.9,,,,,2019-07-03 20:44:00,1251.6,,,1251.3453296703296,
65,open,,0,,,,,,,1.699999999254942,3,,,,,,2019-07-03 20:44:00,1251.6,,,,,2019-07-03 20:47:00,1175.8,,,,
66,reheat,,0,,,,,,,42.20000000111759,3,,,,0,,2019-07-03 20:47:00,1175.8,,,,,2019-07-03 20:55:00,,,,,
67,hold,,0,,,,,,,8.400000000372529,3,,,,,,2019-07-03 20:55:00,1262.3,,,,,2019-07-03 20:57:00,1263.9,,,1263.6666666666667,
68,open,,0,,,,,,,3.399999998509884,3,,,,,,2019-07-03 20:57:00,1263.9,,,,,2019-07-03 21:01:00,1163.2,,,,
69,reheat,,0,,,,,,,52.5,3,,,,0,,2019-07-03 21:01:00,1163.2,,,,,2019-07-03 21:11:00,,,,,
70,hold,,0,,,,,,,55.80000000074506,3,,,,,,2019-07-03 21:11:00,1263.6,,,,,2019-07-03 21:25:00,1261.2,,,1227.6333333333334,
71,open,,0,,,,,,,3.300000000745058,3,,,,,,2019-07-03 21:25:00,1261.2,,,,,2019-07-03 21:28:00,1179.3,,,,
72,reheat,,0,,,,,,,100.0,3,,,,1,,2019-07-03 21:28:00,1179.3,,,,,2019-07-03 21:50:00,,,,,
73,hold,,0,,,,,,,5.099999999627471,3,,,,,,2019-07-03 21:50:00,1261.7,,,,,2019-07-03 21:51:00,1264.2,,,1262.95,
74,open,,0,,,,,,,13.599999999627471,3,,,,,,2019-07-03 21:51:00,1264.2,,,,,2019-07-03 21:59:00,1158.0,,,,
75,reheat,,0,,,,,,,61.09999999962747,3,,,,0,,2019-07-03 21:59:00,1158.0,,,,,2019-07-03 22:08:00,,,,,
76,hold,,0,,,,,,,5.099999999627471,3,,,,,,2019-07-03 22:08:00,1269.4,,,,,2019-07-03 22:09:00,1270.1,,,1269.75,
77,open,,0,,,,,,,3.400000000372529,3,,,,,,2019-07-03 22:09:00,1270.1,,,,,2019-07-03 22:13:00,1158.5,,,,
78,reheat,,0,,,,,,,52.5,3,,,,0,,2019-07-03 22:13:00,1158.5,,,,,2019-07-03 22:23:00,,,,,
79,open,,0,,,,,,,6.800000000745058,3,,,,,,2019-07-03 22:23:00,1260.8,,,,,2019-07-03 22:32:00,1045.6,,,,
80,reheat,,0,,,,,,,164.19999999925494,3,,,,0,,2019-07-03 22:32:00,1045.6,,,,,2019-07-03 23:01:00,,,,,
81,hold,,0,,,,,,,448.09999999962747,3,,,,,,2019-07-03 23:01:00,1250.2,,,,,2019-07-04 01:54:00,1250.8,,,1251.0545977011495,
82,open,,0,,,,,,,3.400000000372529,3,,,,,,2019-07-04 01:54:00,1250.8,,,,,2019-07-04 01:58:00,1177.2,,,,
83,reheat,,0,,,,,,,86.70000000111759,3,,,,1,,2019-07-04 01:58:00,1177.2,,,,,2019-07-04 02:23:00,,,,,
84,heat,3,1,289.5254237288136,,,increasing 0,284.70000000000005,0.9833333333333333,585.7999999988824,3,1262.2,0,0,2,[],2019-07-04 03:56:00,977.5,2019-07-04 03:55:00,975.5,2019-07-04 03:37:00,,2019-07-04 04:55:00,1262.2,,0,,
85,open,,0,,,,,,,6.800000000745058,3,,,,,,2019-07-04 06:33:00,1250.8,,,,,2019-07-04 06:38:00,1143.1,,,,
86,reheat,,0,,,,,,,127.5,3,,,,0,,2019-07-04 06:38:00,1143.1,,,,,2019-07-04 07:00:00,,,,,
