,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막),가스사용량(총),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
694,reheat,,0,[],[],117.40000000037253,,,2,,,,2.0,,2019-09-10 06:44:00,934.1,,,,,2019-09-10 07:25:00,,,,,
695,heat,26.0,0,[],[],,317.30000000074506,442.0,2,1258.0,2019-09-10 08:26:00,1.0,2.0,"['190803-19004-001', '190804-19004-002', '190804-19004-001']",2019-09-10 08:06:00,719.1,2019-09-10 08:06:00,719.1,2019-09-10 07:49:00,,2019-09-10 09:09:00,,,967.9,,
696,hold,,0,[],[],1807.9000000003725,,,2,,,,,,2019-09-10 09:09:00,,,,,,2019-09-10 21:15:00,,,,1255.859903713893,
697,open,,0,[],[],6.599999999627472,,,2,,,,,,2019-09-10 21:15:00,1267.8,,,,,2019-09-10 21:20:00,1039.4,,,,
698,reheat,,0,[],[],92.40000000037253,,,2,,,,1.0,,2019-09-10 21:20:00,1039.4,,,,,2019-09-10 21:53:00,,,,,
699,hold,,0,[],[],569.0,,,2,,,,,,2019-09-10 21:53:00,,,,,,2019-09-11 02:32:00,,,,1269.2428571428572,
700,open,,0,[],[],8.299999998882411,,,2,,,,,,2019-09-11 02:32:00,1286.3,,,,,2019-09-11 02:37:00,1011.3,,,,
701,reheat,,0,[],[],28.10000000149012,,,2,,,,2.0,,2019-09-11 02:37:00,1011.3,,,,,2019-09-11 02:46:00,,,,,
702,hold,,0,[],[],56.299999998882406,,,2,,,,,,2019-09-11 02:46:00,,,,,,2019-09-11 03:07:00,,,,1278.6045454545454,
703,open,,0,[],[],1.599999999627471,,,2,,,,,,2019-09-11 03:07:00,1280.3,,,,,2019-09-11 03:09:00,996.8,,,,
704,reheat,,0,[],[],74.60000000149013,,,2,,,,1.0,,2019-09-11 03:09:00,996.8,,,,,2019-09-11 03:31:00,,,,,
705,hold,,0,[],[],76.29999999888241,,,2,,,,,,2019-09-11 03:31:00,,,,,,2019-09-11 04:06:00,,,,1276.6194444444445,
706,open,,0,[],[],8.300000000745058,,,2,,,,,,2019-09-11 04:06:00,1279.2,,,,,2019-09-11 04:12:00,940.1,,,,
707,reheat,,0,[],[],48.0,,,2,,,,2.0,,2019-09-11 04:12:00,940.1,,,,,2019-09-11 04:25:00,,,,,
708,heat,27.0,0,[],[],,1.600000001490116,787.4000000003724,2,1155.9,2019-09-11 07:22:00,1.0,3.0,"['190827-19004-001_2', '190827-19004-002_2', '190618-19028-014_12', '190618-19028-014_14', '190618-19028-014_13', '190618-19028-014_11', '190618-19028-014_9', '190618-19028-014_10']",2019-09-11 05:44:00,819.4,2019-09-11 05:42:00,714.8,2019-09-11 05:20:00,,2019-09-11 07:24:00,,,1138.3,,
709,hold,,0,[],[],2430.5,,,2,,,,,,2019-09-11 07:24:00,,,,,,2019-09-11 22:24:00,,,,1258.7513873473918,
710,open,,0,[],[],3.299999998882413,,,2,,,,,,2019-09-11 22:24:00,1270.4,,,,,2019-09-11 22:27:00,1053.6,,,,
711,reheat,,0,[],[],26.59999999962747,,,2,,,,1.0,,2019-09-11 22:27:00,1053.6,,,,,2019-09-11 22:35:00,,,,,
712,open,,0,[],[],8.300000000745058,,,2,,,,,,2019-09-11 22:35:00,1288.0,,,,,2019-09-11 22:38:00,1037.9,,,,
713,reheat,,0,[],[],29.90000000037253,,,2,,,,1.0,,2019-09-11 22:38:00,1037.9,,,,,2019-09-11 22:47:00,,,,,
714,hold,,0,[],[],24.90000000037253,,,2,,,,,,2019-09-11 22:47:00,,,,,,2019-09-11 22:54:00,,,,1285.2,
715,open,,0,[],[],6.599999999627472,,,2,,,,,,2019-09-11 22:54:00,1288.6,,,,,2019-09-11 22:57:00,1025.6,,,,
716,reheat,,0,[],[],28.199999999254945,,,2,,,,1.0,,2019-09-11 22:57:00,1025.6,,,,,2019-09-11 23:06:00,,,,,
717,open,,0,[],[],11.599999999627473,,,2,,,,,,2019-09-11 23:06:00,1285.9,,,,,2019-09-11 23:10:00,977.9,,,,
718,reheat,,0,[],[],31.60000000149012,,,2,,,,2.0,,2019-09-11 23:10:00,977.9,,,,,2019-09-11 23:20:00,,,,,
719,open,,0,[],[],5.0,,,2,,,,,,2019-09-11 23:21:00,1294.2,,,,,2019-09-11 23:24:00,992.9,,,,
720,reheat,,0,[],[],26.59999999962747,,,2,,,,1.0,,2019-09-11 23:24:00,992.9,,,,,2019-09-11 23:32:00,,,,,
721,open,,0,[],[],11.5,,,2,,,,,,2019-09-11 23:33:00,1286.9,,,,,2019-09-11 23:37:00,905.6,,,,
722,reheat,,0,[],[],30.0,,,2,,,,0.0,,2019-09-11 23:37:00,905.6,,,,,2019-09-11 23:46:00,,,,,
723,open,,0,[],"['190827-19004-001', '190827-19004-002', '190618-19028-014', '190618-19028-014', '190618-19028-014', '190618-19028-014', '190618-19028-014', '190618-19028-014']",8.299999998882411,,,2,,,,,[],2019-09-11 23:47:00,1277.6,,,,,2019-09-11 23:50:00,937.3,,,,
724,reheat,,0,[],[],38.200000001117594,,,2,,,,1.0,,2019-09-11 23:50:00,937.3,,,,,2019-09-12 00:00:00,,,,,
725,heat,28.0,1,[],[],,1183.1000000014901,1183.1000000014901,2,1255.0360128617615,0,0.0,5.0,"['190820-79930-001', '190618-19028-015', '190618-19028-015', '190618-19028-015', '190618-19028-015', '190618-19028-015', '190618-19028-015']",2019-09-15 07:25:00,242.4,2019-09-15 07:25:00,242.4,2019-09-12 00:01:00,,2019-09-15 15:41:00,,,0.0,,
726,hold,,1,[],[],4695.5,,,2,,,,,,2019-09-15 15:41:00,,,,,,2019-09-16 10:29:00,,,,1257.8365243692306,
727,open,,0,[],[],0.0,,,2,,,,,,2019-09-16 10:29:00,1295.3,,,,,2019-09-16 10:34:00,960.8,,,,
728,reheat,,0,[],[],0.0,,,2,,,,33.0,,2019-09-16 10:34:00,960.8,,,,,2019-09-16 11:07:00,,,,,
729,hold,,0,[],[],0.0,,,2,,,,,,2019-09-16 11:07:00,,,,,,2019-09-16 11:15:00,,,,1255.9111111111113,
730,open,,0,[],[],0.0,,,2,,,,,,2019-09-16 11:15:00,1279.5,,,,,2019-09-16 11:19:00,938.4,,,,
731,reheat,,0,[],[],0.0,,,2,,,,9.0,,2019-09-16 11:19:00,938.4,,,,,2019-09-16 11:28:00,,,,,
732,hold,,0,[],[],865.5999999996276,,,2,,,,,,2019-09-16 11:28:00,,,,,,2019-09-16 13:35:00,,,,1248.7648437500004,
733,heat,29.0,1,[],[],,542.1999999992548,542.1999999992548,2,1265.9,0,0.0,2.0,"['190726-13134-021', '190726-13134-021', '190726-13134-021', '190726-13134-021', '190726-13134-021', '190726-13134-021', '190410-12321-001']",2019-09-16 14:56:00,985.1,2019-09-16 14:57:00,1008.2,2019-09-16 13:35:00,,2019-09-16 15:52:00,,,0.0,,
734,hold,,0,[],[],189.40000000037256,,,2,,,,,,2019-09-16 15:52:00,,,,,,2019-09-16 16:20:00,,,,1258.8068965517239,
735,open,,0,[],[],3.300000000745058,,,2,,,,,,2019-09-16 16:20:00,1259.0,,,,,2019-09-16 16:23:00,1020.0,,,,
736,reheat,,0,[],[],332.69999999925494,,,2,,,,0.0,,2019-09-16 16:23:00,1020.0,,,,,2019-09-16 17:15:00,,,,,
737,hold,,0,[],[],2325.9000000003725,,,2,,,,,,2019-09-16 17:15:00,,,,,,2019-09-17 08:32:00,,,,1254.41045751634,
738,open,,0,[],[],3.299999998882413,,,2,,,,,,2019-09-17 08:32:00,1259.0,,,,,2019-09-17 08:36:00,1024.4,,,,
739,reheat,,0,[],[],36.700000001117594,,,2,,,,1.0,,2019-09-17 08:36:00,1024.4,,,,,2019-09-17 08:45:00,,,,,
740,hold,,0,[],[],24.90000000037253,,,2,,,,,,2019-09-17 08:45:00,,,,,,2019-09-17 08:52:00,,,,1286.5124999999996,
741,open,,0,[],[],5.0,,,2,,,,,,2019-09-17 08:52:00,1290.6,,,,,2019-09-17 08:56:00,1029.7,,,,
742,reheat,,0,[],[],61.599999999627464,,,2,,,,1.0,,2019-09-17 08:56:00,1029.7,,,,,2019-09-17 09:13:00,,,,,
743,hold,,0,[],[],19.900000000372533,,,2,,,,,,2019-09-17 09:13:00,,,,,,2019-09-17 09:21:00,,,,1278.4,
744,open,,0,[],[],1.699999999254942,,,2,,,,,,2019-09-17 09:21:00,1278.7,,,,,2019-09-17 09:25:00,1026.1,,,,
745,reheat,,0,[],[],51.400000000372536,,,2,,,,0.0,,2019-09-17 09:25:00,1026.1,,,,,2019-09-17 09:37:00,,,,,
746,hold,,0,[],[],31.59999999962747,,,2,,,,,,2019-09-17 09:37:00,,,,,,2019-09-17 09:49:00,,,,1284.7692307692307,
747,open,,0,[],[],8.300000000745058,,,2,,,,,,2019-09-17 09:49:00,1284.5,,,,,2019-09-17 09:54:00,1007.1,,,,
748,reheat,,0,[],[],74.69999999925494,,,2,,,,0.0,,2019-09-17 09:54:00,1007.1,,,,,2019-09-17 10:15:00,,,,,
749,hold,,0,[],[],10.0,,,2,,,,,,2019-09-17 10:15:00,,,,,,2019-09-17 10:19:00,,,,1274.9600000000005,
750,open,,0,[],[],3.300000000745058,,,2,,,,,,2019-09-17 10:19:00,1278.1,,,,,2019-09-17 10:23:00,937.9,,,,
751,reheat,,0,[],[],81.0,,,2,,,,1.0,,2019-09-17 10:23:00,937.9,,,,,2019-09-17 10:44:00,,,,,
752,hold,,0,[],[],59.5,,,2,,,,,,2019-09-17 10:44:00,,,,,,2019-09-17 11:07:00,,,,1279.9958333333334,
753,open,,0,[],[],5.0,,,2,,,,,,2019-09-17 11:07:00,1277.2,,,,,2019-09-17 11:12:00,1001.7,,,,
754,reheat,,0,[],[],42.699999999254935,,,2,,,,0.0,,2019-09-17 11:12:00,1001.7,,,,,2019-09-17 11:22:00,,,,,
755,heat,30.0,0,[],[],,124.79999999888241,124.79999999888241,2,1254.2,2019-09-17 12:04:00,0.0,1.0,"['200204-19180-007', '200204-19180-009', '200204-19180-010', '200204-19180-011', '200204-19180-012', '200204-19180-008', '190819-19439-002_1', '190819-19439-005_1']",2019-09-17 12:04:00,1112.2,2019-09-17 12:04:00,1112.2,2019-09-17 11:33:00,,2019-09-17 12:41:00,,,1112.2,,
756,hold,,0,[],[],235.7000000011176,,,2,,,,,,2019-09-17 12:41:00,,,,,,2019-09-17 14:28:00,,,,1254.77962962963,
757,open,,0,[],[],3.299999998882413,,,2,,,,,,2019-09-17 14:28:00,1262.0,,,,,2019-09-17 14:42:00,664.7,,,,
758,reheat,,0,[],[],139.7000000011176,,,2,,,,1.0,,2019-09-17 14:42:00,664.7,,,,,2019-09-17 15:03:00,,,,,
759,hold,,0,[],[],53.69999999925494,,,2,,,,,,2019-09-17 15:03:00,,,,,,2019-09-17 15:09:00,,,,1250.1857142857145,
760,open,,0,[],[],11.400000000372527,,,2,,,,,,2019-09-17 15:09:00,1271.0,,,,,2019-09-17 15:19:00,707.1,,,,
761,reheat,,0,[],[],317.59999999962747,,,2,,,,1.0,,2019-09-17 15:19:00,707.1,,,,,2019-09-17 16:00:00,,,,,
762,hold,,0,[],[],1393.5999999996275,,,2,,,,,,2019-09-17 16:00:00,,,,,,2019-09-17 22:08:00,,,,1254.971002710027,
763,open,,0,[],[],5.099999999627472,,,2,,,,,,2019-09-17 22:08:00,1261.6,,,,,2019-09-17 22:16:00,784.5,,,,
764,reheat,,0,[],[],21.800000000745055,,,2,,,,1.0,,2019-09-17 22:16:00,784.5,,,,,2019-09-17 22:23:00,,,,,
765,open,,0,[],[],1.699999999254942,,,2,,,,,,2019-09-17 22:24:00,1170.5,,,,,2019-09-17 22:28:00,872.1,,,,
766,reheat,,0,[],[],122.0,,,2,,,,0.0,,2019-09-17 22:28:00,872.1,,,,,2019-09-17 22:49:00,,,,,
767,hold,,0,[],[],578.8000000007452,,,2,,,,,,2019-09-17 22:49:00,,,,,,2019-09-18 02:45:00,,,,1254.8729957805906,
768,open,,0,[],"['190819-19439-002', '190819-19439-005']",1.699999999254942,,,2,,,,,"['200204-19180-007', '200204-19180-009', '200204-19180-010', '200204-19180-011', '200204-19180-012', '200204-19180-008']",2019-09-18 02:45:00,1249.9,,,,,2019-09-18 02:57:00,660.9,,,,
769,reheat,,0,[],[],117.60000000149012,,,2,,,,1.0,,2019-09-18 02:57:00,660.9,,,,,2019-09-18 03:17:00,,,,,
770,hold,,0,[],[],835.5,,,2,,,,,,2019-09-18 03:17:00,,,,,,2019-09-18 09:21:00,,,,1254.8164383561646,
771,open,,0,[],[],1.599999999627471,,,2,,,,,,2019-09-18 09:21:00,1262.3,,,,,2019-09-18 09:24:00,1018.8,,,,
772,reheat,,0,[],[],51.69999999925494,,,2,,,,0.0,,2019-09-18 09:24:00,1018.8,,,,,2019-09-18 09:41:00,,,,,
773,hold,,0,[],[],36.800000000745065,,,2,,,,,,2019-09-18 09:41:00,,,,,,2019-09-18 09:59:00,,,,1254.8894736842105,
774,open,,0,[],[],1.599999999627471,,,2,,,,,,2019-09-18 09:59:00,1258.3,,,,,2019-09-18 10:01:00,1024.9,,,,
775,reheat,,0,[],[],28.300000000745055,,,2,,,,1.0,,2019-09-18 10:01:00,1024.9,,,,,2019-09-18 10:10:00,,,,,
776,hold,,0,[],[],58.099999999627464,,,2,,,,,,2019-09-18 10:10:00,,,,,,2019-09-18 10:33:00,,,,1256.5083333333334,
777,open,,0,[],[],4.900000000372528,,,2,,,,,,2019-09-18 10:33:00,1260.3,,,,,2019-09-18 10:38:00,984.8,,,,
778,reheat,,0,[],[],74.29999999888241,,,2,,,,0.0,,2019-09-18 10:38:00,984.8,,,,,2019-09-18 11:01:00,,,,,
779,hold,,0,[],[],14.900000000372527,,,2,,,,,,2019-09-18 11:01:00,,,,,,2019-09-18 11:08:00,,,,1254.8875000000005,
780,open,,0,[],[],3.300000000745058,,,2,,,,,,2019-09-18 11:08:00,1256.7,,,,,2019-09-18 11:20:00,707.3,,,,
781,reheat,,0,[],[],108.09999999962747,,,2,,,,1.0,,2019-09-18 11:20:00,707.3,,,,,2019-09-18 11:40:00,,,,,
782,hold,,0,[],[],202.0,,,2,,,,,,2019-09-18 11:40:00,,,,,,2019-09-18 12:58:00,,,,1256.262025316456,
783,open,,0,[],[],1.599999999627471,,,2,,,,,,2019-09-18 12:58:00,1256.1,,,,,2019-09-18 13:00:00,1016.0,,,,
784,reheat,,0,[],[],68.30000000074506,,,2,,,,2.0,,2019-09-18 13:00:00,1016.0,,,,,2019-09-18 13:22:00,,,,,
785,hold,,0,[],[],52.0,,,2,,,,,,2019-09-18 13:22:00,,,,,,2019-09-18 13:45:00,,,,1254.6,
786,open,,0,[],[],1.699999999254942,,,2,,,,,,2019-09-18 13:45:00,1258.3,,,,,2019-09-18 13:49:00,995.9,,,,
787,reheat,,0,[],[],63.19999999925494,,,2,,,,0.0,,2019-09-18 13:49:00,995.9,,,,,2019-09-18 14:07:00,,,,,
788,hold,,0,[],[],53.5,,,2,,,,,,2019-09-18 14:07:00,,,,,,2019-09-18 14:31:00,,,,1254.128,
789,open,,0,[],[],8.100000001490116,,,2,,,,,,2019-09-18 14:31:00,1255.9,,,,,2019-09-18 14:36:00,978.5,,,,
790,reheat,,0,[],[],48.599999999627464,,,2,,,,2.0,,2019-09-18 14:36:00,978.5,,,,,2019-09-18 14:49:00,,,,,
791,heat,31.0,0,[],[],,1345.5,1345.5,2,1254.2,0,0.0,3.0,"['190907-99010-001', '200204-19180-020', '200204-19180-021', '200204-19180-022', '200204-19180-023', '200204-19180-024', '200204-19180-019']",2019-09-19 04:09:00,454.0,2019-09-19 04:09:00,454.0,2019-09-18 15:37:00,,2019-09-19 06:50:00,,,0.0,,
792,hold,,0,[],[],2923.0999999996275,,,2,,,,,,2019-09-19 06:50:00,,,,,,2019-09-19 20:39:00,,,,1255.6510843373496,
793,open,,0,[],[],5.099999999627472,,,2,,,,,,2019-09-19 20:39:00,1276.2,,,,,2019-09-19 20:44:00,883.4,,,,
794,reheat,,0,[],[],77.90000000037253,,,2,,,,1.0,,2019-09-19 20:44:00,883.4,,,,,2019-09-19 21:02:00,,,,,
795,hold,,0,[],[],23.90000000037253,,,2,,,,,,2019-09-19 21:02:00,,,,,,2019-09-19 21:09:00,,,,1284.45,
796,open,,0,[],[],1.699999999254942,,,2,,,,,,2019-09-19 21:09:00,1292.0,,,,,2019-09-19 21:13:00,880.6,,,,
797,reheat,,0,[],[],81.20000000111759,,,2,,,,2.0,,2019-09-19 21:13:00,880.6,,,,,2019-09-19 21:31:00,,,,,
798,hold,,0,[],[],22.09999999962747,,,2,,,,,,2019-09-19 21:31:00,,,,,,2019-09-19 21:37:00,,,,1287.642857142857,
799,open,,0,[],[],6.800000000745058,,,2,,,,,,2019-09-19 21:37:00,1292.0,,,,,2019-09-19 21:43:00,909.0,,,,
800,reheat,,0,[],[],79.59999999962747,,,2,,,,2.0,,2019-09-19 21:43:00,909.0,,,,,2019-09-19 22:01:00,,,,,
801,hold,,0,[],[],35.59999999962747,,,2,,,,,,2019-09-19 22:01:00,,,,,,2019-09-19 22:12:00,,,,1284.4416666666666,
802,open,,0,[],[],5.099999999627472,,,2,,,,,,2019-09-19 22:12:00,1280.4,,,,,2019-09-19 22:19:00,789.0,,,,
803,reheat,,0,[],[],81.0,,,2,,,,2.0,,2019-09-19 22:19:00,789.0,,,,,2019-09-19 22:35:00,,,,,
804,hold,,0,[],[],20.300000000745055,,,2,,,,,,2019-09-19 22:35:00,,,,,,2019-09-19 22:39:00,,,,1289.6,
805,open,,0,[],[],13.599999999627473,,,2,,,,,,2019-09-19 22:39:00,1293.1,,,,,2019-09-19 22:45:00,1019.0,,,,
806,reheat,,0,[],[],77.80000000074506,,,2,,,,1.0,,2019-09-19 22:45:00,1019.0,,,,,2019-09-19 23:03:00,,,,,
807,hold,,0,[],[],39.0,,,2,,,,,,2019-09-19 23:03:00,,,,,,2019-09-19 23:16:00,,,,1281.5928571428572,
808,open,,0,[],[],1.699999999254942,,,2,,,,,,2019-09-19 23:16:00,1277.4,,,,,2019-09-19 23:19:00,961.2,,,,
809,reheat,,0,[],[],62.80000000074506,,,2,,,,1.0,,2019-09-19 23:19:00,961.2,,,,,2019-09-19 23:34:00,,,,,
810,heat,32.0,0,[],[],,1468.0999999996275,1468.0999999996275,2,1269.2,0,0.0,6.0,"['191101-19326-167', '191101-19326-168', '191101-19326-163_1', '191101-19326-161_1', '191101-19326-162_1', '191101-19326-164_1', '191101-19326-165_1', '191101-19326-166_1']",2019-09-20 03:46:00,612.3,2019-09-20 03:46:00,612.3,2019-09-20 02:19:00,,2019-09-20 06:33:00,,,0.0,,
811,hold,,0,[],[],3040.9000000003725,,,2,,,,,,2019-09-20 06:33:00,,,,,,2019-09-20 22:33:00,,,,1257.9617065556708,
812,open,,0,[],[],5.0,,,2,,,,,,2019-09-20 22:33:00,1277.4,,,,,2019-09-20 22:39:00,890.4,,,,
813,reheat,,0,[],[],79.09999999962747,,,2,,,,1.0,,2019-09-20 22:39:00,890.4,,,,,2019-09-20 22:58:00,,,,,
814,hold,,0,[],[],23.699999999254945,,,2,,,,,,2019-09-20 22:58:00,,,,,,2019-09-20 23:06:00,,,,1285.5888888888887,
815,open,,0,[],[],5.0,,,2,,,,,,2019-09-20 23:06:00,1287.5,,,,,2019-09-20 23:11:00,1027.7,,,,
816,reheat,,0,[],[],37.09999999962747,,,2,,,,0.0,,2019-09-20 23:11:00,1027.7,,,,,2019-09-20 23:20:00,,,,,
817,hold,,0,[],[],420.8000000007451,,,2,,,,,,2019-09-20 23:20:00,,,,,,2019-09-21 02:31:00,,,,1274.9072916666667,
818,open,,0,[],[],3.5,,,2,,,,,,2019-09-21 02:31:00,1278.7,,,,,2019-09-21 02:36:00,876.8,,,,
819,reheat,,0,[],[],42.59999999962747,,,2,,,,1.0,,2019-09-21 02:36:00,876.8,,,,,2019-09-21 02:46:00,,,,,
820,hold,,0,[],[],42.5,,,2,,,,,,2019-09-21 02:46:00,,,,,,2019-09-21 02:57:00,,,,1288.75,
821,open,,0,[],[],10.300000000745056,,,2,,,,,,2019-09-21 02:57:00,1291.2,,,,,2019-09-21 03:03:00,937.5,,,,
822,reheat,,0,[],[],63.099999999627464,,,2,,,,1.0,,2019-09-21 03:03:00,937.5,,,,,2019-09-21 03:18:00,,,,,
823,hold,,0,[],[],34.19999999925494,,,2,,,,,,2019-09-21 03:18:00,,,,,,2019-09-21 03:30:00,,,,1284.8307692307692,
824,open,,0,[],[],5.100000001490116,,,2,,,,,,2019-09-21 03:30:00,1283.1,,,,,2019-09-21 03:35:00,968.1,,,,
825,reheat,,0,[],[],73.5,,,2,,,,0.0,,2019-09-21 03:35:00,968.1,,,,,2019-09-21 03:54:00,,,,,
826,hold,,0,[],[],35.899999998509884,,,2,,,,,,2019-09-21 03:54:00,,,,,,2019-09-21 04:08:00,,,,1276.4000000000005,
827,open,,0,[],[],1.800000000745058,,,2,,,,,,2019-09-21 04:08:00,1282.4,,,,,2019-09-21 04:13:00,830.9,,,,
828,reheat,,0,[],[],78.5,,,2,,,,1.0,,2019-09-21 04:13:00,830.9,,,,,2019-09-21 04:30:00,,,,,
829,hold,,0,[],[],41.0,,,2,,,,,,2019-09-21 04:30:00,,,,,,2019-09-21 04:43:00,,,,1284.4500000000005,
830,open,,0,[],"['191101-19326-163', '191101-19326-161', '191101-19326-162', '191101-19326-164', '191101-19326-165', '191101-19326-166']",0.0,,,2,,,,,"['191101-19326-167', '191101-19326-168']",2019-09-21 04:43:00,1282.5,,,,,2019-09-21 04:46:00,985.8,,,,
831,reheat,,0,[],[],63.099999999627464,,,2,,,,0.0,,2019-09-21 04:46:00,985.8,,,,,2019-09-21 05:01:00,,,,,
832,heat,33.0,0,[],[],,4154.7000000011185,4154.7000000011185,2,1251.7,0,0.0,213.0,"['190820-19448-022', '190820-19448-022', '190820-19448-023', '190820-19448-023', '190820-19448-021', '190820-19448-021', '190820-19448-024', '190820-19448-024', '180607-19217-137', '180607-19217-137']",2019-09-21 21:29:00,549.8,2019-09-21 20:20:00,548.7,2019-09-21 05:16:00,,2019-09-22 17:51:00,,,0.0,,
833,hold,,0,[],[],3682.5,,,2,,,,,,2019-09-22 17:51:00,,,,,,2019-09-23 13:37:00,,,,1259.437236731255,
834,open,,0,[],[],5.0,,,2,,,,,,2019-09-23 13:37:00,1274.3,,,,,2019-09-23 13:42:00,991.2,,,,
835,reheat,,0,[],[],42.09999999962747,,,2,,,,1.0,,2019-09-23 13:42:00,991.2,,,,,2019-09-23 13:52:00,,,,,
836,hold,,0,[],[],16.799999998882413,,,2,,,,,,2019-09-23 13:52:00,,,,,,2019-09-23 13:55:00,,,,1288.95,
837,open,,0,[],[],3.400000000372529,,,2,,,,,,2019-09-23 13:55:00,1292.5,,,,,2019-09-23 13:57:00,1091.9,,,,
838,reheat,,0,[],[],38.700000001117594,,,2,,,,1.0,,2019-09-23 13:57:00,1091.9,,,,,2019-09-23 14:07:00,,,,,
839,hold,,0,[],[],21.899999998509887,,,2,,,,,,2019-09-23 14:07:00,,,,,,2019-09-23 14:11:00,,,,1287.96,
840,open,,0,[],[],5.100000001490116,,,2,,,,,,2019-09-23 14:11:00,1291.3,,,,,2019-09-23 14:15:00,952.2,,,,
841,reheat,,0,[],[],74.0,,,2,,,,1.0,,2019-09-23 14:15:00,952.2,,,,,2019-09-23 14:30:00,,,,,
842,hold,,0,[],[],89.5,,,2,,,,,,2019-09-23 14:30:00,,,,,,2019-09-23 14:57:00,,,,1279.0071428571428,
843,open,,0,[],[],3.299999998882413,,,2,,,,,,2019-09-23 14:57:00,1273.3,,,,,2019-09-23 15:01:00,956.8,,,,
844,reheat,,0,[],[],73.90000000037253,,,2,,,,1.0,,2019-09-23 15:01:00,956.8,,,,,2019-09-23 15:16:00,,,,,
845,hold,,0,[],[],45.5,,,2,,,,,,2019-09-23 15:16:00,,,,,,2019-09-23 15:28:00,,,,1284.2076923076925,
846,open,,0,[],[],6.800000000745058,,,2,,,,,,2019-09-23 15:28:00,1276.6,,,,,2019-09-23 15:33:00,950.3,,,,
847,reheat,,0,[],[],73.89999999850987,,,2,,,,1.0,,2019-09-23 15:33:00,950.3,,,,,2019-09-23 15:48:00,,,,,
848,hold,,0,[],[],74.0,,,2,,,,,,2019-09-23 15:48:00,,,,,,2019-09-23 16:10:00,,,,1279.891304347826,
849,open,,0,[],[],1.7000000011175869,,,2,,,,,,2019-09-23 16:10:00,1273.3,,,,,2019-09-23 16:14:00,923.5,,,,
850,reheat,,0,[],[],111.09999999962747,,,2,,,,0.0,,2019-09-23 16:14:00,923.5,,,,,2019-09-23 16:36:00,,,,,
851,hold,,0,[],[],75.69999999925494,,,2,,,,,,2019-09-23 16:36:00,,,,,,2019-09-23 16:59:00,,,,1172.0166666666667,
852,open,,0,[],[],1.7000000011175869,,,2,,,,,,2019-09-23 16:59:00,1264.6,,,,,2019-09-23 17:03:00,895.6,,,,
853,reheat,,0,[],[],36.90000000037253,,,2,,,,0.0,,2019-09-23 17:03:00,895.6,,,,,2019-09-23 17:12:00,,,,,
854,open,,0,[],[],0.0,,,2,,,,,,2019-09-23 17:13:00,1203.6,,,,,2019-09-23 17:16:00,908.9,,,,
855,reheat,,0,[],[],115.5,,,2,,,,0.0,,2019-09-23 17:16:00,908.9,,,,,2019-09-23 17:34:00,,,,,
856,hold,,0,[],[],131.09999999962747,,,2,,,,,,2019-09-23 17:34:00,,,,,,2019-09-23 17:56:00,,,,1280.9260869565214,
857,open,,0,[],[],6.699999999254942,,,2,,,,,,2019-09-23 17:56:00,1273.2,,,,,2019-09-23 18:01:00,956.1,,,,
858,reheat,,0,[],[],15.200000001117587,,,2,,,,1.0,,2019-09-23 18:01:00,956.1,,,,,2019-09-23 18:06:00,,,,,
859,open,,0,[],[],0.0,,,2,,,,,,2019-09-23 18:07:00,1176.9,,,,,2019-09-23 18:10:00,880.5,,,,
860,reheat,,0,[],[],23.59999999962747,,,2,,,,1.0,,2019-09-23 18:10:00,880.5,,,,,2019-09-23 18:17:00,,,,,
861,open,,0,[],[],3.400000000372529,,,2,,,,,,2019-09-23 18:18:00,1174.5,,,,,2019-09-23 18:22:00,833.2,,,,
862,reheat,,0,[],[],77.29999999888241,,,2,,,,0.0,,2019-09-23 18:22:00,833.2,,,,,2019-09-23 18:36:00,,,,,
863,heat,34.0,0,[],[],,595.5999999996276,1957.0999999996275,2,1239.5,2019-09-23 22:57:00,8.0,30.0,"['190812-15008-035', '190812-15008-034', '190812-15008-011', '가열로다이']",2019-09-23 19:17:00,763.4,2019-09-23 19:17:00,763.4,2019-09-23 18:37:00,,2019-09-24 00:06:00,,,792.5,,
864,hold,,0,[],[],1774.8000000007448,,,2,,,,,,2019-09-24 00:06:00,,,,,,2019-09-24 08:52:00,,,,1233.923339658444,
865,open,,0,[],[],1.699999999254942,,,2,,,,,,2019-09-24 08:52:00,1235.4,,,,,2019-09-24 08:55:00,977.9,,,,
866,reheat,,0,[],[],43.5,,,2,,,,1.0,,2019-09-24 08:55:00,977.9,,,,,2019-09-24 09:06:00,,,,,
867,hold,,0,[],[],16.800000000745055,,,2,,,,,,2019-09-24 09:06:00,,,,,,2019-09-24 09:10:00,,,,1241.02,
868,open,,0,[],[],1.599999999627471,,,2,,,,,,2019-09-24 09:10:00,1238.8,,,,,2019-09-24 09:12:00,1011.2,,,,
869,reheat,,0,[],[],36.800000000745065,,,2,,,,1.0,,2019-09-24 09:12:00,1011.2,,,,,2019-09-24 09:22:00,,,,,
