,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,1.0,0,[],[],1313.1000000000058,1313.1000000000058,13,1261.9,0,0.0,2.0,['190624-15226-001'],2019-10-14 10:01:00,445.6,2019-10-14 10:01:00,445.6,2019-09-18 22:13:00,,2019-10-14 12:02:00,1261.9,,0.0,,
1,open,,0,[],[],11.0,,13,,,,,,2019-10-14 16:45:00,1256.0,,,,,2019-10-14 16:52:00,803.9,,,,
2,reheat,,0,[],[],240.19999999998254,,13,,,,2.0,,2019-10-14 16:52:00,803.9,,,,,2019-10-14 17:15:00,,,,,
3,hold,,0,[],[],1851.8000000000175,,13,,,,,,2019-10-14 17:15:00,1260.2,,,,,2019-10-14 22:55:00,1259.1,,,1256.134017595308,
4,open,,0,[],[],44.099999999976724,,13,,,,,,2019-10-14 22:55:00,1259.1,,,,,2019-10-14 23:08:00,854.1,,,,
5,reheat,,0,[],[],120.70000000001164,,13,,,,0.0,,2019-10-14 23:08:00,854.1,,,,,2019-10-14 23:20:00,,,,,
6,hold,,0,[],[],81.70000000001164,,13,,,,,,2019-10-14 23:20:00,1262.5,,,,,2019-10-14 23:34:00,1256.3,,,1256.8133333333333,
7,open,,0,[],[],32.099999999976724,,13,,,,,,2019-10-14 23:34:00,1256.3,,,,,2019-10-14 23:44:00,861.2,,,,
8,reheat,,0,[],[],259.20000000001164,,13,,,,0.0,,2019-10-14 23:44:00,861.2,,,,,2019-10-15 00:11:00,,,,,
9,hold,,0,[],[],1405.1000000000058,,13,,,,,,2019-10-15 00:11:00,1255.3,,,,,2019-10-15 05:01:00,1258.3,,,1256.323711340206,
10,open,,0,[],[],14.399999999994181,,13,,,,,,2019-10-15 05:01:00,1258.3,,,,,2019-10-15 05:09:00,860.6,,,,
11,reheat,,0,[],[],155.5,,13,,,,1.0,,2019-10-15 05:09:00,860.6,,,,,2019-10-15 05:28:00,,,,,
12,heat,2.0,0,[],[],259.70000000001164,259.70000000001164,13,1254.5,0,0.0,1.0,['190624-15226-001'],2019-10-15 05:47:00,853.5,2019-10-15 05:47:00,853.5,2019-10-15 05:37:00,,2019-10-15 06:15:00,1254.5,,0.0,,
13,heat,3.0,0,[],[],299.1999999999825,186.39999999999415,13,1257.2,2019-10-15 11:48:00,1.0,3.0,['190624-15226-001'],2019-10-15 11:32:00,866.5,2019-10-15 11:32:00,866.5,2019-10-15 11:21:00,,2019-10-15 12:07:00,1257.2,,858.7,,
14,heat,4.0,0,[],[],1054.3999999999942,1054.3999999999942,13,1259.3,0,0.0,2.0,['190905-19234-006'],2019-10-15 22:58:00,440.4,2019-10-15 22:58:00,440.4,2019-10-15 20:21:00,,2019-10-16 00:34:00,1259.3,,0.0,,
15,open,,0,[],[],34.79999999998836,,13,,,,,,2019-10-16 11:09:00,1260.4,,,,,2019-10-16 11:22:00,826.6,,,,
16,reheat,,0,[],[],122.60000000000582,,13,,,,1.0,,2019-10-16 11:22:00,826.6,,,,,2019-10-16 11:35:00,,,,,
17,open,,0,[],[],48.39999999999418,,13,,,,,,2019-10-16 11:35:00,1262.9,,,,,2019-10-16 11:48:00,839.9,,,,
18,reheat,,0,[],[],30.0,,13,,,,1.0,,2019-10-16 11:48:00,839.9,,,,,2019-10-16 11:52:00,,,,,
19,open,,0,[],[],3.1000000000058208,,13,,,,,,2019-10-16 11:52:00,1042.0,,,,,2019-10-16 11:56:00,785.6,,,,
20,reheat,,0,[],[],191.79999999998842,,13,,,,0.0,,2019-10-16 11:56:00,785.6,,,,,2019-10-16 12:15:00,,,,,
21,hold,,0,[],[],1175.3000000000175,,13,,,,,,2019-10-16 12:15:00,1257.8,,,,,2019-10-16 17:11:00,1260.1,,,1257.8010101010102,
22,open,,0,[],[],5.199999999982539,,13,,,,,,2019-10-16 17:11:00,1260.1,,,,,2019-10-16 17:16:00,888.3,,,,
23,reheat,,0,[],[],31.800000000017466,,13,,,,0.0,,2019-10-16 17:16:00,888.3,,,,,2019-10-16 17:20:00,,,,,
24,heat,5.0,0,[],[],263.5,263.5,13,1259.8,0,0.0,1.0,['190905-19234-006'],2019-10-16 17:34:00,651.6,2019-10-16 17:34:00,651.6,2019-10-16 17:21:00,,2019-10-16 18:00:00,1259.8,,0.0,,
25,open,,0,[],[],27.799999999988362,,13,,,,,,2019-10-16 22:41:00,1259.7,,,,,2019-10-16 23:00:00,804.1,,,,
26,reheat,,0,[],[],141.0,,13,,,,1.0,,2019-10-16 23:00:00,804.1,,,,,2019-10-16 23:14:00,,,,,
27,hold,,0,[],[],609.1000000000057,,13,,,,,,2019-10-16 23:14:00,1262.1,,,,,2019-10-17 01:39:00,1259.4,,,1256.2575342465755,
28,open,,0,[],[],28.700000000011638,,13,,,,,,2019-10-17 01:39:00,1259.4,,,,,2019-10-17 01:51:00,810.5,,,,
29,reheat,,0,[],[],118.29999999998836,,13,,,,0.0,,2019-10-17 01:51:00,810.5,,,,,2019-10-17 02:03:00,,,,,
30,heat,6.0,0,[],[],183.59999999997672,183.59999999997672,13,1255.9,0,0.0,1.0,['190905-19234-012'],2019-10-17 04:34:00,792.2,2019-10-17 04:32:00,831.0,2019-10-17 04:26:00,,2019-10-17 04:57:00,1255.9,,0.0,,
31,open,,0,[],[],26.200000000011638,,13,,,,,,2019-10-17 11:21:00,1263.4,,,,,2019-10-17 11:30:00,1055.9,,,,
32,reheat,,0,[],[],28.89999999999418,,13,,,,1.0,,2019-10-17 11:30:00,1055.9,,,,,2019-10-17 11:34:00,,,,,
33,open,,0,[],[],9.700000000011643,,13,,,,,,2019-10-17 11:34:00,1210.7,,,,,2019-10-17 11:38:00,938.4,,,,
34,reheat,,0,[],[],55.39999999999418,,13,,,,0.0,,2019-10-17 11:38:00,938.4,,,,,2019-10-17 11:43:00,,,,,
35,open,,0,[],[],7.2000000000116415,,13,,,,,,2019-10-17 11:43:00,1212.8,,,,,2019-10-17 11:45:00,1033.9,,,,
36,reheat,,0,[],[],97.79999999998836,,13,,,,0.0,,2019-10-17 11:45:00,1033.9,,,,,2019-10-17 11:55:00,,,,,
37,hold,,0,[],[],315.70000000001164,,13,,,,,,2019-10-17 11:55:00,1258.6,,,,,2019-10-17 13:11:00,1262.0,,,1259.337662337662,
38,open,,0,[],[],26.199999999982534,,13,,,,,,2019-10-17 13:11:00,1262.0,,,,,2019-10-17 13:19:00,1185.0,,,,
39,reheat,,0,[],[],75.30000000001745,,13,,,,0.0,,2019-10-17 13:19:00,1185.0,,,,,2019-10-17 13:34:00,,,,,
40,hold,,0,[],[],628.5999999999767,,13,,,,,,2019-10-17 13:34:00,1264.4,,,,,2019-10-17 16:33:00,1263.5,,,1260.9494444444445,
41,open,,0,[],[],17.200000000011638,,13,,,,,,2019-10-17 16:33:00,1263.5,,,,,2019-10-17 16:42:00,862.7,,,,
42,reheat,,0,[],[],80.6000000000058,,13,,,,0.0,,2019-10-17 16:42:00,862.7,,,,,2019-10-17 16:50:00,,,,,
43,heat,7.0,0,[],[],361.90000000002334,361.90000000002334,13,1252.7,0,0.0,2.0,['190905-19234-012'],2019-10-17 17:06:00,643.2,2019-10-17 17:06:00,643.2,2019-10-17 16:51:00,,2019-10-17 17:45:00,1252.7,,0.0,,
44,open,,0,[],[],33.5,,13,,,,,,2019-10-17 22:51:00,1262.4,,,,,2019-10-17 23:06:00,739.5,,,,
45,reheat,,0,[],[],171.30000000001746,,13,,,,1.0,,2019-10-17 23:06:00,739.5,,,,,2019-10-17 23:26:00,,,,,
46,hold,,0,[],[],346.2999999999884,,13,,,,,,2019-10-17 23:26:00,1253.8,,,,,2019-10-18 00:51:00,1261.1,,,1258.3534883720931,
47,open,,0,[],[],25.299999999988362,,13,,,,,,2019-10-18 00:51:00,1261.1,,,,,2019-10-18 00:59:00,983.5,,,,
48,reheat,,0,[],[],114.60000000000582,,13,,,,1.0,,2019-10-18 00:59:00,983.5,,,,,2019-10-18 01:16:00,,,,,
49,hold,,0,[],[],115.60000000000582,,13,,,,,,2019-10-18 01:16:00,1255.7,,,,,2019-10-18 01:45:00,1260.8,,,1258.0933333333335,
50,open,,0,[],[],26.10000000000582,,13,,,,,,2019-10-18 01:45:00,1260.8,,,,,2019-10-18 01:53:00,1058.4,,,,
51,reheat,,0,[],[],80.0,,13,,,,0.0,,2019-10-18 01:53:00,1058.4,,,,,2019-10-18 02:02:00,,,,,
52,hold,,0,[],[],560.1000000000058,,13,,,,,,2019-10-18 02:02:00,1261.3,,,,,2019-10-18 04:25:00,1259.1,,,1258.1965277777776,
53,open,,0,[],[],10.099999999976717,,13,,,,,,2019-10-18 04:25:00,1259.1,,,,,2019-10-18 04:29:00,995.7,,,,
54,reheat,,0,[],[],44.60000000000582,,13,,,,0.0,,2019-10-18 04:29:00,995.7,,,,,2019-10-18 04:34:00,,,,,
55,open,,0,[],[],10.100000000005819,,13,,,,,,2019-10-18 04:35:00,1261.1,,,,,2019-10-18 04:41:00,812.1,,,,
56,reheat,,0,[],[],147.2000000000116,,13,,,,0.0,,2019-10-18 04:41:00,812.1,,,,,2019-10-18 04:55:00,,,,,
