,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,open,,0,,,,,,,0.0,4,,,,,,2019-07-01 11:00:00,1276.8,,,,,2019-07-01 11:04:00,1115.4,,,,
1,reheat,,0,,,,,,,0.0,4,,,,7,,2019-07-01 11:04:00,1115.4,,,,,2019-07-01 11:13:00,,,,,
2,heat,1,1,252.70967741935482,,,increasing 0,783.4,3.1,1787.7000000011176,4,1252.8,2019-07-01 17:16:00,0,1,[],2019-07-01 17:16:00,469.4,2019-07-01 17:15:00,463.6,2019-07-01 11:22:00,,2019-07-01 20:22:00,1252.8,,469.4,,
3,open,,0,,,,,,,1.599999999627471,4,,,,,,2019-07-02 14:30:00,1276.7,,,,,2019-07-02 14:32:00,1097.1,,,,
4,reheat,,0,,,,,,,55.90000000037253,4,,,,1,,2019-07-02 14:32:00,1097.1,,,,,2019-07-02 14:50:00,,,,,
5,hold,,0,,,,,,,5.0,4,,,,,,2019-07-02 14:50:00,1272.0,,,,,2019-07-02 14:52:00,1276.5,,,1273.9333333333334,
6,open,,0,,,,,,,14.799999998882413,4,,,,,,2019-07-02 14:52:00,1276.5,,,,,2019-07-02 14:59:00,1104.9,,,,
7,reheat,,0,,,,,,,60.5,4,,,,1,,2019-07-02 14:59:00,1104.9,,,,,2019-07-02 15:18:00,,,,,
8,open,,0,,,,,,,14.900000000372529,4,,,,,,2019-07-02 15:18:00,1277.5,,,,,2019-07-02 15:26:00,1040.1,,,,
9,reheat,,0,,,,,,,40.90000000037253,4,,,,1,,2019-07-02 15:26:00,1040.1,,,,,2019-07-02 15:37:00,,,,,
10,hold,,0,,,,,,,47.80000000074506,4,,,,,,2019-07-02 15:37:00,1271.1,,,,,2019-07-02 15:56:00,1275.6,,,1274.595,
11,open,,0,,,,,,,3.299999998882413,4,,,,,,2019-07-02 15:56:00,1275.6,,,,,2019-07-02 15:59:00,1090.1,,,,
12,reheat,,0,,,,,,,60.80000000074506,4,,,,1,,2019-07-02 15:59:00,1090.1,,,,,2019-07-02 16:17:00,,,,,
13,hold,,0,,,,,,,4.900000000372529,4,,,,,,2019-07-02 16:17:00,1278.5,,,,,2019-07-02 16:19:00,1283.5,,,1278.4666666666667,
14,open,,0,,,,,,,18.09999999962747,4,,,,,,2019-07-02 16:19:00,1283.5,,,,,2019-07-02 16:27:00,1075.4,,,,
15,reheat,,0,,,,,,,51.0,4,,,,1,,2019-07-02 16:27:00,1075.4,,,,,2019-07-02 16:42:00,,,,,
16,open,,0,,,,,,,21.5,4,,,,,,2019-07-02 16:42:00,1281.6,,,,,2019-07-02 16:53:00,978.4,,,,
17,reheat,,0,,,,,,,54.19999999925494,4,,,,1,,2019-07-02 16:53:00,978.4,,,,,2019-07-02 17:06:00,,,,,
18,heat,2,1,223.3211009174312,,,increasing 0,405.70000000000005,1.8166666666666667,847.5999999996275,4,1234.5,2019-07-02 22:33:00,1,4,[],2019-07-02 21:51:00,828.8,2019-07-02 22:20:00,915.8,2019-07-02 17:51:00,,2019-07-02 23:40:00,1234.5,,799.3,,
19,open,,0,,,,,,,13.300000000745058,4,,,,,,2019-07-03 11:21:00,1234.0,,,,,2019-07-03 11:38:00,785.8,,,,
20,reheat,,0,,,,,,,95.0,4,,,,2,,2019-07-03 11:38:00,785.8,,,,,2019-07-03 11:53:00,,,,,
21,hold,,0,,,,,,,371.09999999962747,4,,,,,,2019-07-03 11:53:00,1241.5,,,,,2019-07-03 14:18:00,1234.6,,,1233.040410958904,
22,open,,0,,,,,,,11.599999999627471,4,,,,,,2019-07-03 14:18:00,1234.6,,,,,2019-07-03 14:27:00,903.8,,,,
23,reheat,,0,,,,,,,95.69999999925494,4,,,,1,,2019-07-03 14:27:00,903.8,,,,,2019-07-03 14:50:00,,,,,
24,hold,,0,,,,,,,76.30000000074506,4,,,,,,2019-07-03 14:50:00,1229.5,,,,,2019-07-03 15:22:00,1233.2,,,1231.9969696969695,
25,open,,0,,,,,,,1.699999999254942,4,,,,,,2019-07-03 15:22:00,1233.2,,,,,2019-07-03 15:25:00,1026.1,,,,
26,reheat,,0,,,,,,,29.700000001117587,4,,,,0,,2019-07-03 15:25:00,1026.1,,,,,2019-07-03 15:33:00,,,,,
27,open,,0,,,,,,,3.300000000745058,4,,,,,,2019-07-03 15:34:00,1237.2,,,,,2019-07-03 15:37:00,973.1,,,,
28,reheat,,0,,,,,,,89.09999999962747,4,,,,1,,2019-07-03 15:37:00,973.1,,,,,2019-07-03 15:59:00,,,,,
29,hold,,0,,,,,,,312.5,4,,,,,,2019-07-03 15:59:00,1232.6,,,,,2019-07-03 18:27:00,1233.7,,,1232.2355704697984,
30,open,,0,,,,,,,15.0,4,,,,,,2019-07-03 18:27:00,1233.7,,,,,2019-07-03 18:35:00,1052.0,,,,
31,reheat,,0,,,,,,,69.5,4,,,,1,,2019-07-03 18:35:00,1052.0,,,,,2019-07-03 18:58:00,,,,,
32,heat,3,1,440.16,,,increasing 0,550.2,1.25,693.5,4,1241.9,2019-07-03 20:27:00,1,2,[],2019-07-03 19:57:00,691.7,2019-07-03 19:50:00,694.8,2019-07-03 19:16:00,,2019-07-03 21:12:00,1241.9,,1018.2,,
33,open,,0,,,,,,,4.899999998509884,4,,,,,,2019-07-04 16:43:00,1277.7,,,,,2019-07-04 16:47:00,1057.6,,,,
34,reheat,,0,,,,,,,41.100000001490116,4,,,,2,,2019-07-04 16:47:00,1057.6,,,,,2019-07-04 16:59:00,,,,,
35,open,,0,,,,,,,6.599999999627471,4,,,,,,2019-07-04 16:59:00,1290.8,,,,,2019-07-04 17:02:00,1118.4,,,,
36,reheat,,0,,,,,,,36.19999999925494,4,,,,1,,2019-07-04 17:02:00,1118.4,,,,,2019-07-04 17:13:00,,,,,
37,hold,,0,,,,,,,97.5,4,,,,,,2019-07-04 17:13:00,1276.3,,,,,2019-07-04 17:55:00,1275.7,,,1273.327906976744,
38,open,,0,,,,,,,6.700000001117587,4,,,,,,2019-07-04 17:55:00,1275.7,,,,,2019-07-04 18:00:00,1044.5,,,,
39,reheat,,0,,,,,,,42.69999999925494,4,,,,1,,2019-07-04 18:00:00,1044.5,,,,,2019-07-04 18:12:00,,,,,
40,hold,,0,,,,,,,26.5,4,,,,,,2019-07-04 18:12:00,1291.1,,,,,2019-07-04 18:21:00,1292.6,,,1282.17,
41,open,,0,,,,,,,3.300000000745058,4,,,,,,2019-07-04 18:21:00,1292.6,,,,,2019-07-04 18:23:00,1083.7,,,,
42,reheat,,0,,,,,,,31.399999998509884,4,,,,1,,2019-07-04 18:23:00,1083.7,,,,,2019-07-04 18:32:00,,,,,
43,open,,0,,,,,,,18.100000001490116,4,,,,,,2019-07-04 18:32:00,1287.0,,,,,2019-07-04 18:39:00,1178.7,,,,
44,reheat,,0,,,,,,,8.299999998882413,4,,,,1,,2019-07-04 18:39:00,1178.7,,,,,2019-07-04 18:42:00,,,,,
45,open,,0,,,,,,,3.300000000745058,4,,,,,,2019-07-04 18:44:00,1264.2,,,,,2019-07-04 18:47:00,1068.2,,,,
46,reheat,,0,,,,,,,23.199999999254942,4,,,,0,,2019-07-04 18:47:00,1068.2,,,,,2019-07-04 18:54:00,,,,,
47,hold,,0,,,,,,,24.90000000037253,4,,,,,,2019-07-04 18:54:00,1246.2,,,,,2019-07-04 19:01:00,1278.1,,,1260.9499999999998,
48,open,,0,,,,,,,13.199999999254942,4,,,,,,2019-07-04 19:01:00,1278.1,,,,,2019-07-04 19:07:00,1040.8,,,,
49,reheat,,0,,,,,,,49.70000000111759,4,,,,1,,2019-07-04 19:07:00,1040.8,,,,,2019-07-04 19:19:00,,,,,
50,heat,4,1,571.1250000000007,,,increasing 0,152.30000000000018,0.26666666666666666,113.40000000037253,4,1268.9,2019-07-04 19:36:00,0,0,[],2019-07-04 19:36:00,1116.6,2019-07-04 19:35:00,1058.3,2019-07-04 19:22:00,,2019-07-04 19:52:00,1268.9,,1116.6,,
51,open,,0,,,,,,,15.099999999627471,4,,,,,,2019-07-05 06:11:00,1273.9,,,,,2019-07-05 06:19:00,998.0,,,,
52,reheat,,0,,,,,,,13.400000000372529,4,,,,1,,2019-07-05 06:19:00,998.0,,,,,2019-07-05 06:23:00,,,,,
53,open,,0,,,,,,,3.299999998882413,4,,,,,,2019-07-05 06:23:00,1180.8,,,,,2019-07-05 06:25:00,962.2,,,,
54,reheat,,0,,,,,,,8.400000000372529,4,,,,2,,2019-07-05 06:25:00,962.2,,,,,2019-07-05 06:29:00,,,,,
55,hold,,0,,,,,,,395.7000000011176,4,,,,,,2019-07-05 06:29:00,1130.0,,,,,2019-07-05 08:30:00,1275.5,,,1255.1909836065574,
56,open,,0,,,,,,,11.599999999627471,4,,,,,,2019-07-05 08:30:00,1275.5,,,,,2019-07-05 08:37:00,1108.5,,,,
57,reheat,,0,,,,,,,56.29999999888241,4,,,,0,,2019-07-05 08:37:00,1108.5,,,,,2019-07-05 08:54:00,,,,,
58,hold,,0,,,,,,,333.40000000037253,4,,,,,,2019-07-05 08:54:00,1273.0,,,,,2019-07-05 11:19:00,1273.3,,,1271.7554794520547,
59,open,,0,,,,,,,6.700000001117587,4,,,,,,2019-07-05 11:19:00,1273.3,,,,,2019-07-05 11:27:00,847.2,,,,
60,reheat,,0,,,,,,,115.29999999888241,4,,,,4,,2019-07-05 11:27:00,847.2,,,,,2019-07-05 11:54:00,,,,,
61,hold,,0,,,,,,,147.5,4,,,,,,2019-07-05 11:54:00,1271.9,,,,,2019-07-05 12:58:00,1275.8,,,1272.7476923076922,
62,open,,0,,,,,,,9.900000000372529,4,,,,,,2019-07-05 12:58:00,1275.8,,,,,2019-07-05 13:04:00,1064.8,,,,
63,reheat,,0,,,,,,,29.699999999254942,4,,,,1,,2019-07-05 13:04:00,1064.8,,,,,2019-07-05 13:13:00,,,,,
64,open,,0,,,,,,,14.899999998509884,4,,,,,,2019-07-05 13:14:00,1291.6,,,,,2019-07-05 13:23:00,893.8,,,,
65,reheat,,0,,,,,,,0.0,4,,,,10,,2019-07-05 13:23:00,893.8,,,,,2019-07-05 13:33:00,,,,,
66,hold,,0,,,,,,,1.6000000014901161,4,,,,,,2019-07-05 13:33:00,1056.4,,,,,2019-07-05 13:36:00,1058.6,,,1057.5749999999998,
67,open,,0,,,,,,,0.0,4,,,,,,2019-07-05 13:36:00,1058.6,,,,,2019-07-05 13:39:00,931.7,,,,
68,reheat,,0,,,,,,,76.89999999850988,4,,,,0,,2019-07-05 13:39:00,931.7,,,,,2019-07-05 13:51:00,,,,,
