,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0.0,1,[],[],3534.7000000011176,3534.7000000011176,2,1254.6,0,0.0,1.0,[''],2019-07-04 22:00:00,151.3,2019-07-04 22:05:00,283.2,,,2019-07-05 05:13:00,1254.6,,0.0,,
1,open,,0,[],[],20.199999999254945,,2,,,,,,2019-07-06 03:20:00,1276.0,,,,,2019-07-06 03:30:00,1009.8,,,,
2,reheat,,0,[],[],35.300000000745065,,2,,,,0.0,,2019-07-06 03:30:00,1009.8,,,,,2019-07-06 03:39:00,,,,,
3,open,,0,[],[],21.90000000037253,,2,,,,,,2019-07-06 03:41:00,1294.4,,,,,2019-07-06 03:48:00,1075.7,,,,
4,reheat,,0,[],[],33.5,,2,,,,0.0,,2019-07-06 03:48:00,1075.7,,,,,2019-07-06 03:57:00,,,,,
5,open,,0,[],[],20.099999999627467,,2,,,,,,2019-07-06 03:59:00,1285.8,,,,,2019-07-06 04:08:00,1012.4,,,,
6,reheat,,0,[],[],53.700000001117594,,2,,,,1.0,,2019-07-06 04:08:00,1012.4,,,,,2019-07-06 04:21:00,,,,,
7,open,,0,[],[],21.90000000037253,,2,,,,,,2019-07-06 04:21:00,1293.0,,,,,2019-07-06 04:30:00,1053.0,,,,
8,reheat,,0,[],[],33.5,,2,,,,0.0,,2019-07-06 04:30:00,1053.0,,,,,2019-07-06 04:39:00,,,,,
9,hold,,0,[],[],8.399999998509884,,2,,,,,,2019-07-06 04:39:00,,,,,,2019-07-06 04:41:00,,,,1284.0333333333333,
10,open,,0,[],[],18.5,,2,,,,,,2019-07-06 04:41:00,1285.6,,,,,2019-07-06 04:50:00,992.0,,,,
11,reheat,,0,[],[],51.900000000372536,,2,,,,0.0,,2019-07-06 04:50:00,992.0,,,,,2019-07-06 05:02:00,,,,,
12,hold,,0,[],[],33.59999999962747,,2,,,,,,2019-07-06 05:02:00,,,,,,2019-07-06 05:12:00,,,,1286.8454545454547,
13,open,,0,[],[],18.5,,2,,,,,,2019-07-06 05:12:00,1289.6,,,,,2019-07-06 05:22:00,997.9,,,,
14,reheat,,0,[],[],50.400000000372536,,2,,,,0.0,,2019-07-06 05:22:00,997.9,,,,,2019-07-06 05:34:00,,,,,
15,open,,0,[],[],6.700000001117588,,2,,,,,,2019-07-06 05:39:00,1293.9,,,,,2019-07-06 05:45:00,861.7,,,,
16,reheat,,0,[],[],53.69999999925494,,2,,,,1.0,,2019-07-06 05:45:00,861.7,,,,,2019-07-06 05:57:00,,,,,
17,open,,0,[],[],20.099999999627467,,2,,,,,,2019-07-06 05:57:00,1292.4,,,,,2019-07-06 06:04:00,928.6,,,,
18,reheat,,0,[],[],53.700000001117594,,2,,,,0.0,,2019-07-06 06:04:00,928.6,,,,,2019-07-06 06:15:00,,,,,
19,heat,1.0,1,[],[],1793.2000000011176,1793.2000000011176,2,1280.8,0,0.0,1.0,[''],2019-07-09 04:38:00,595.2,2019-07-09 04:35:00,605.4,2019-07-06 06:19:00,,2019-07-09 07:54:00,1280.8,,0.0,,
20,open,,0,[],[],5.0,,2,,,,,,2019-07-09 23:07:00,1274.8,,,,,2019-07-09 23:11:00,991.0,,,,
21,reheat,,0,[],[],40.299999998882406,,2,,,,0.0,,2019-07-09 23:11:00,991.0,,,,,2019-07-09 23:22:00,,,,,
22,hold,,0,[],[],5.0,,2,,,,,,2019-07-09 23:22:00,,,,,,2019-07-09 23:23:00,,,,1289.6,
23,open,,0,[],[],23.5,,2,,,,,,2019-07-09 23:23:00,1288.7,,,,,2019-07-09 23:34:00,945.9,,,,
24,reheat,,0,[],[],87.0,,2,,,,3.0,,2019-07-09 23:34:00,945.9,,,,,2019-07-09 23:58:00,,,,,
25,hold,,0,[],[],316.0,,2,,,,,,2019-07-09 23:58:00,,,,,,2019-07-10 01:59:00,,,,1274.1360655737703,
26,open,,0,[],[],3.400000000372529,,2,,,,,,2019-07-10 01:59:00,1275.3,,,,,2019-07-10 02:03:00,925.4,,,,
27,reheat,,0,[],[],57.099999999627464,,2,,,,1.0,,2019-07-10 02:03:00,925.4,,,,,2019-07-10 02:17:00,,,,,
28,hold,,0,[],[],6.700000001117588,,2,,,,,,2019-07-10 02:17:00,,,,,,2019-07-10 02:19:00,,,,1289.7333333333333,
29,open,,0,[],[],21.90000000037253,,2,,,,,,2019-07-10 02:19:00,1293.1,,,,,2019-07-10 02:29:00,943.3,,,,
30,reheat,,0,[],[],47.0,,2,,,,0.0,,2019-07-10 02:29:00,943.3,,,,,2019-07-10 02:40:00,,,,,
31,open,,0,[],[],28.59999999962747,,2,,,,,,2019-07-10 02:40:00,1294.4,,,,,2019-07-10 02:51:00,941.2,,,,
