,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도,겹침수량,직전 사이클 소재 수량,겹침여부
0,1,18,2019-08-11 04:46:00,2019-08-11 09:27:00,424.6,heat,"['190617-19334-002', '190619-15008-004', '190619-15008-004', '190619-15008-004', '190619-15008-004']",2019-08-12,주간,주말,,,0,0.320284698,holding 0,1.5,4.683333333,662.6,0,0,1174,661.1,8/10/2019 7:30,310.5,0,662.6,0,,5,5,겹침
1,1,23,2019-08-18 01:27:00,2019-08-18 11:16:00,579.3,heat,"['190703-19144-001', '190703-19144-002', '190703-19144-002', '190703-19144-001']",2019-08-19,주간,주말,,,0,0.387096774,holding 0,3.8,9.816666667,663.1,0,0,308,659.3,8/17/2019 20:43,490.1,0,663.1,0,,4,4,겹침
2,1,29,2019-08-24 08:53:00,2019-08-25 01:21:00,261.8,heat,['190610-19133-001'],2019-08-26,주간,주말,,,0,0.206477733,holding 0,3.4,16.46666667,360.8,0,0,922,364.2,8/24/2019 8:35,170.4,0,360.8,0,,1,1,겹침
3,1,29,2019-08-25 05:26:00,2019-08-25 09:23:00,387.8,heat,['190610-19133-001'],2019-08-26,주간,주말,,,0,0.253164557,holding 1,1,3.95,659.8,0,0,922,660.8,8/24/2019 8:35,170.4,0,659.8,0,,1,1,겹침
4,1,35,2019-09-03 13:36:00,2019-09-03 23:31:00,929.2,heat,"['가열로다이', '190726-13134-011', '190726-13134-011', '190726-13134-011', '190726-13134-011', '190726-13134-011', '190726-13134-011']",2019-09-04,야간,평일,,,0,0.453781513,holding 0,4.5,9.916666667,661.8,0,0,121,657.3,9/3/2019 8:40,99.2,0,661.8,0,,7,7,겹침
5,1,45,2019-09-21 07:52:00,2019-09-22 09:33:00,738.5,heat,"['190812-15008-037', '190812-15008-037', '190812-15008-037', '190812-15008-037']",2019-09-23,야간,주말,,,0,0.13238157,holding 0,3.4,25.68333333,362.7,0,0,1370,359.3,9/21/2019 7:39,237.6,0,362.7,0,,4,4,겹침
6,1,45,2019-09-22 15:47:00,2019-09-22 22:33:00,573.1,heat,"['190812-15008-037', '190812-15008-037', '190812-15008-037', '190812-15008-037']",2019-09-23,야간,주말,,,0,0.088669951,holding 1,0.6,6.766666667,662.2,0,0,1370,661.6,9/21/2019 7:39,237.6,0,662.2,0,,4,4,겹침
7,1,50,2019-09-29 11:56:00,2019-09-29 20:33:00,527.9,heat,"['190826-19929-001', '190826-19929-002', '190813-15008-021', '190813-15008-021', '190813-15008-021', '190813-15008-021']",2019-09-30,야간,주말,,,0,0.324951644,holding 0,2.8,8.616666667,662.7,9/30/2019 5:16,1,310,659.9,9/28/2019 7:30,342.4,0,662.7,1195.2,,6,6,겹침
8,1,55,2019-10-06 12:15:00,2019-10-06 21:03:00,616.3,heat,"['190920-15055-002', '190920-15055-002', '190920-15055-002', '190920-15055-002', '190920-15055-002']",2019-10-07,야간,주말,,,0,0.159090909,holding 0,1.4,8.8,662.8,0,0,262,661.4,10/5/2019 8:20,602.7,0,662.8,0,,5,5,겹침
9,1,66,2019-11-10 01:19:00,2019-11-10 17:59:00,1226.4,heat,"['191017-72717-001', '191025-19234-010', '191025-19234-010', '191025-19234-010', '191025-19234-011', '191025-19234-011', '191025-19234-011']",2019-11-11,야간,주말,,,0,0.222,holding 0,3.7,16.66666667,661,0,0,508,657.3,11/8/2019 20:11,383.8,0,661,0,,7,7,겹침
