,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,open,,0,,,,,,,24.400000000023283,17,,,,,,2019-09-24 16:39:00,1282.8,,,,,2019-09-24 16:51:00,760.9,,,,
1,reheat,,0,,,,,,,73.89999999999418,17,,,,1,,2019-09-24 16:51:00,760.9,,,,,2019-09-24 17:00:00,,,,,
2,hold,,0,,,,,,,389.5,17,,,,,,2019-09-24 17:00:00,1254.7,,,,,2019-09-24 18:46:00,1274.2,,,1262.073831775701,
3,open,,0,,,,,,,29.29999999998836,17,,,,,,2019-09-24 18:46:00,1274.2,,,,,2019-09-24 19:01:00,658.0,,,,
4,reheat,,0,,,,,,,83.39999999999418,17,,,,1,,2019-09-24 19:01:00,658.0,,,,,2019-09-24 19:09:00,,,,,
5,hold,,0,,,,,,,27.20000000001164,17,,,,,,2019-09-24 19:09:00,1269.1,,,,,2019-09-24 19:12:00,1267.2,,,1265.35,
6,open,,0,,,,,,,6.5,17,,,,,,2019-09-24 19:12:00,1267.2,,,,,2019-09-24 19:20:00,597.4,,,,
7,reheat,,0,,,,,,,133.29999999998836,17,,,,1,,2019-09-24 19:20:00,597.4,,,,,2019-09-24 19:33:00,,,,,
8,hold,,0,,,,,,,202.10000000000582,17,,,,,,2019-09-24 19:33:00,1255.4,,,,,2019-09-24 20:12:00,1268.8,,,1262.6325000000002,
9,open,,0,,,,,,,19.70000000001164,17,,,,,,2019-09-24 20:12:00,1268.8,,,,,2019-09-24 20:21:00,696.2,,,,
10,reheat,,0,,,,,,,112.5,17,,,,2,,2019-09-24 20:21:00,696.2,,,,,2019-09-24 20:36:00,,,,,
11,hold,,0,,,,,,,577.0,17,,,,,,2019-09-24 20:36:00,1271.6,,,,,2019-09-24 23:13:00,1285.3,,,1264.310759493671,
12,open,,0,,,,,,,16.5,17,,,,,,2019-09-24 23:13:00,1285.3,,,,,2019-09-24 23:20:00,799.8,,,,
13,reheat,,0,,,,,,,73.89999999999418,17,,,,1,,2019-09-24 23:20:00,799.8,,,,,2019-09-24 23:30:00,,,,,
14,hold,,0,,,,,,,484.8999999999942,17,,,,,,2019-09-24 23:30:00,1270.1,,,,,2019-09-25 01:51:00,1284.4,,,1265.5084507042252,
15,open,,0,,,,,,,28.5,17,,,,,,2019-09-25 01:51:00,1284.4,,,,,2019-09-25 02:02:00,822.6,,,,
16,reheat,,0,,,,,,,79.39999999999418,17,,,,1,,2019-09-25 02:02:00,822.6,,,,,2019-09-25 02:14:00,,,,,
17,heat,23,0,1798.173913043478,,,increasing 0,689.3,0.38333333333333336,246.0,17,1229.8,0,0,2,"['190529-19154-002', '190529-19154-001', '190627-15007-004', '190627-15007-004', '190527-19501-037', '190527-19501-038']",2019-09-25 02:41:00,540.5,2019-09-25 02:41:00,540.5,2019-09-25 02:23:00,,2019-09-25 03:04:00,1229.8,,0,,
