,에너지,가열시작시간,가열종료시간,시간(총),시간(0제외),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
117,1322.2,2020-05-13 04:55:00,2020-05-13 07:50:00,10500.0,10380.0,608.0,1269.5,4,48404.0,18129,CARBON,0,1,0,0,0.0,0,4,48404.0,18129,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,48404.0,18129,37380.0,0,누락없음,5,2020-05-14,주간,수,안겹침,이상없음,10,0,C,평일,0
118,777.1,2020-05-15 06:23:00,2020-05-15 07:48:00,5100.0,5040.0,694.2,1245.9,9,58780.0,8030,CARBON,0,1,0,0,0.0,0,6,45880.0,8030,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,9,58780.0,8030,24720.0,0,강종누락,3,2020-05-15,야간,금,안겹침,이상없음,4,0,C,평일,0
119,864.1,2020-05-15 01:50:00,2020-05-15 02:53:00,3780.0,3720.0,824.8,1249.1,5,95840.0,31500,CARBON,0,1,0,0,0.0,0,5,95840.0,31500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,95840.0,31500,2100.0,0,누락없음,19,2020-05-15,야간,금,겹침,이상없음,3,1,C,평일,0
120,101.1,2020-05-15 18:34:00,2020-05-15 18:49:00,900.0,780.0,1062.1,1251.1,5,103100.0,60700,CARBON,0,1,0,0,0.0,0,5,103100.0,60700,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,103100.0,60700,300.0,0,누락없음,20,2020-05-15,야간,금,겹침,이상없음,6,5,C,평일,0
121,204.6,2020-05-18 16:14:00,2020-05-18 16:34:00,1200.0,1140.0,888.5,1258.1,1,60700.0,60700,CARBON,0,1,0,0,0.0,0,1,60700.0,60700,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,60700.0,60700,720.0,0,누락없음,13,2020-05-18,야간,월,안겹침,이상없음,1,0,C,주말,0
122,246.1,2020-05-19 07:32:00,2020-05-19 08:02:00,1800.0,1740.0,795.7,1258.4,2,45860.0,22930,CARBON,0,1,0,0,0.0,0,2,45860.0,22930,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,45860.0,22930,8040.0,0,누락없음,4,2020-05-19,야간,화,안겹침,이상없음,9,0,C,평일,0
123,136.3,2020-05-18 18:55:00,2020-05-18 19:12:00,1020.0,960.0,798.1,1251.0,3,71860.0,26000,CARBON,0,1,0,0,0.0,0,3,71860.0,26000,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,71860.0,26000,600.0,0,누락없음,18,2020-05-19,주간,월,안겹침,이상없음,2,0,C,주말,0
124,1276.8,2020-05-19 07:04:00,2020-05-19 08:42:00,5880.0,5760.0,736.8,1249.9,2,133259.0,96259,CARBON,0,1,0,0,0.0,0,2,133259.0,96259,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,133259.0,96259,3720.0,0,누락없음,20,2020-05-19,야간,화,겹침,이상없음,5,1,C,평일,0
125,1334.2,2020-05-18 18:19:00,2020-05-18 20:11:00,6720.0,6600.0,787.4,1254.8,6,103940.0,19800,CARBON,0,1,0,0,0.0,0,6,103940.0,19800,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,103940.0,19800,1440.0,0,누락없음,17,2020-05-19,주간,월,안겹침,이상없음,5,0,C,주말,0
126,1250.3,2020-05-20 19:06:00,2020-05-20 21:12:00,7560.0,7500.0,847.4,1246.1,7,85500.0,15660,CARBON,0,1,0,0,0.0,0,7,85500.0,15660,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,7,85500.0,15660,1740.0,0,누락없음,3,2020-05-21,주간,수,안겹침,이상없음,5,0,C,평일,0
