,가열로번호,cycle,에너지,시작시간,종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,20,13,232.6,2020-01-16 15:52:00,2020-01-16 17:20:00,5280,0.044053030300000004,1247.8,1249.4,3,160959,101109,ALLOY,1,0,0,1,24100,24100,2,136859,101109,이상없음,0
1,20,95,524.4,2020-05-11 23:06:00,2020-05-12 02:24:00,11880,0.0441414141,1250.3,1249.3,4,92360,33000,CARBON,0,1,0,0,0,0,4,92360,33000,이상없음,0
2,20,34,272.8,2020-02-18 03:44:00,2020-02-18 05:27:00,6180,0.044142394800000005,1258.3,1257.6,5,138650,48000,ALLOY,1,0,0,4,90650,27500,1,48000,48000,이상없음,0
3,20,50,732.9,2020-03-13 20:50:00,2020-03-14 01:25:00,16500,0.0444181818,1209.7,1208.1,5,178300,53100,ALLOY,1,0,0,1,53100,53100,4,125200,50100,초민감,0
4,20,120,629.3,2020-06-11 17:50:00,2020-06-11 21:46:00,14160,0.0444420904,1272.5,1254.3,5,123300,31500,CARBON,0,1,0,0,0,0,5,123300,31500,이상없음,0
5,20,61,541.4,2020-03-30 07:17:00,2020-03-30 10:40:00,12180,0.044449917900000004,1240.4,1239.3,4,122400,53600,CARBON,0,1,0,0,0,0,4,122400,53600,초민감,0
6,20,119,669.7,2020-06-11 01:17:00,2020-06-11 05:27:00,15000,0.0446466667,1271.2,1256.6,4,209950,70100,CARBON,0,1,0,0,0,0,4,209950,70100,이상없음,0
7,20,110,478.1,2020-05-28 17:24:00,2020-05-28 20:22:00,10680,0.044765917599999996,1248.4,1249.0,3,121300,52100,CARBON,0,1,0,0,0,0,3,121300,52100,이상없음,0
8,20,42,253.4,2020-02-27 08:55:00,2020-02-27 10:29:00,5640,0.044929078,1258.7,1257.9,3,84000,48000,CARBON,0,1,0,0,0,0,3,84000,48000,이상없음,0
9,20,32,694.1,2020-02-14 08:48:00,2020-02-14 13:05:00,15420,0.045012970199999995,1262.8,1259.0,3,159230,120000,CARBON,0,1,0,1,120000,120000,2,39230,19615,이상없음,0
10,20,23,760.4,2020-02-05 22:16:00,2020-02-06 02:56:00,16800,0.0452619048,1260.1,1259.8,4,179500,58600,CARBON,0,1,0,1,49100,49100,3,130400,58600,이상없음,0
11,20,2,677.0,2020-01-06 09:30:00,2020-01-06 13:39:00,14940,0.0453145917,1269.0,1249.0,7,122300,25950,CARBON,0,1,0,0,0,0,7,122300,25950,이상없음,0
12,20,109,225.8,2020-05-27 21:52:00,2020-05-27 23:15:00,4980,0.0453413655,1251.2,1249.2,4,153150,41100,CARBON,0,1,0,4,153150,41100,0,0,0,이상없음,0
13,20,33,449.6,2020-02-17 11:46:00,2020-02-17 14:31:00,9900,0.0454141414,1257.5,1259.4,5,138650,48000,ALLOY,1,0,0,4,90650,27500,1,48000,48000,이상없음,0
14,20,31,106.4,2020-02-13 20:30:00,2020-02-13 21:09:00,2340,0.0454700855,1260.7,1259.2,2,151500,120000,CARBON,0,1,0,1,120000,120000,1,31500,31500,이상없음,0
