,가열로번호,cycle,에너지,시작시간,종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,17,134,903.5,2020-06-20 23:41:00,2020-06-21 05:29:00,20880,0.043271072800000004,662.1,671.3,8,173780,56280,ALLOY,1,0,0,8,173780,56280,0,0,0,이상없음,0
1,17,164,1041.3,2020-07-30 10:06:00,2020-07-30 16:47:00,24060,0.0432793017,1267.3,1266.0,4,89400,36600,CARBON,0,1,0,0,0,0,4,89400,36600,이상없음,0
2,17,144,161.1,2020-07-03 09:25:00,2020-07-03 10:27:00,3720,0.043306451600000004,1252.8,1265.0,3,96100,35500,ALLOY,1,0,0,0,0,0,3,96100,35500,이상없음,0
3,17,124,428.0,2020-06-09 10:13:00,2020-06-09 12:57:00,9840,0.043495935,1259.6,1265.3,3,100400,56280,CARBON,0,1,0,1,56280,56280,2,44120,22060,이상없음,0
4,17,125,763.2,2020-06-10 10:19:00,2020-06-10 15:11:00,17520,0.0435616438,1281.4,1267.0,5,128580,30140,CARBON,0,1,0,2,60280,30140,3,68300,24100,이상없음,0
5,17,148,887.0,2020-07-09 20:34:00,2020-07-10 02:13:00,20340,0.0436086529,1257.3,1262.8,4,172085,67600,ALLOY,1,0,0,2,94450,66600,2,77635,67600,이상없음,0
6,17,148,424.3,2020-07-10 02:28:00,2020-07-10 05:10:00,9720,0.043652263399999995,1260.6,1266.9,4,172085,67600,ALLOY,1,0,0,2,94450,66600,2,77635,67600,이상없음,0
7,17,166,752.2,2020-08-09 20:35:00,2020-08-10 01:22:00,17220,0.0436817654,1262.1,1270.4,6,128440,34000,CARBON,0,1,0,3,55740,23950,3,72700,34000,이상없음,0
8,17,169,81.4,2020-08-13 15:00:00,2020-08-13 15:31:00,1860,0.0437634409,1273.8,1271.1,8,99555,35000,CARBON,0,1,0,0,0,0,8,99555,35000,이상없음,0
9,17,147,1336.0,2020-07-08 02:27:00,2020-07-08 10:54:00,30420,0.043918474699999994,1272.7,1270.9,4,75270,26000,CARBON,0,1,0,0,0,0,4,75270,26000,이상없음,0
10,17,19,438.8,2020-01-31 11:09:00,2020-01-31 13:55:00,9960,0.0440562249,1249.0,1266.4,5,161600,55600,CARBON,0,1,0,0,0,0,5,161600,55600,이상없음,0
11,17,136,387.0,2020-06-24 01:23:00,2020-06-24 03:49:00,8760,0.044178082199999996,1275.7,1270.3,3,97700,38600,CARBON,0,1,0,3,97700,38600,0,0,0,이상없음,0
12,17,191,723.3,2020-09-15 08:52:00,2020-09-15 13:24:00,16320,0.0443198529,1262.5,1273.9,4,183800,54100,CARBON,0,1,0,0,0,0,4,183800,54100,이상없음,0
13,17,167,768.9,2020-08-11 10:24:00,2020-08-11 15:13:00,17340,0.0443425606,1262.3,1268.1,4,165559,96259,ALLOY,1,0,0,2,117859,96259,2,47700,25350,이상없음,0
14,17,155,803.5,2020-07-17 11:17:00,2020-07-17 16:19:00,18120,0.0443432671,1268.8,1265.4,2,162214,105934,CARBON,0,1,0,1,56280,56280,1,105934,105934,이상없음,0
15,17,136,442.8,2020-06-23 22:05:00,2020-06-24 00:51:00,9960,0.0444578313,1275.8,1268.6,3,97700,38600,CARBON,0,1,0,3,97700,38600,0,0,0,이상없음,0
