,가열로번호,cycle,에너지,시작시간,종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,19,94,271.6,2020-04-28 06:44:00,2020-04-28 08:37:00,6780,0.0400589971,1244.3,1245.3,2,124900,92000,CARBON,0,1,0,0,0,0,2,124900,92000,이상없음,0
1,19,184,209.2,2020-08-20 20:45:00,2020-08-20 22:12:00,5220,0.0400766284,1272.5,1247.0,5,120385,31600,CARBON,0,1,0,0,0,0,5,120385,31600,이상없음,0
2,19,49,348.8,2020-03-10 23:11:00,2020-03-11 01:36:00,8700,0.040091954,1248.0,1245.9,3,146800,49600,CARBON,0,1,0,0,0,0,3,146800,49600,이상없음,0
3,19,40,2127.3,2020-02-21 06:36:00,2020-02-21 21:17:00,52860,0.0402440409,1249.1,1245.6,2,73000,36500,CARBON,0,1,0,0,0,0,2,73000,36500,이상없음,0
4,19,196,120.8,2020-09-07 15:39:00,2020-09-07 16:29:00,3000,0.0402666667,1269.8,1246.9,6,147280,56350,CARBON,0,1,0,0,0,0,6,147280,56350,이상없음,0
5,19,189,234.0,2020-08-26 16:49:00,2020-08-26 18:25:00,5760,0.040625,1249.6,1247.6,5,100000,25450,SUS,0,0,1,0,0,0,5,100000,25450,이상없음,0
6,19,68,706.0,2020-04-01 10:32:00,2020-04-01 15:21:00,17340,0.0407151096,1244.8,1245.9,4,152065,59100,CARBON,0,1,0,2,102600,59100,2,49465,29850,이상없음,0
7,19,174,242.5,2020-08-10 23:17:00,2020-08-11 00:56:00,5940,0.0408249158,1272.6,1246.7,3,68050,23350,ALLOY,1,0,0,1,23350,23350,2,44700,22350,이상없음,0
8,19,81,494.8,2020-04-15 11:08:00,2020-04-15 14:30:00,12120,0.0408250825,1245.0,1246.2,3,66720,29350,ALLOY,1,0,0,1,27900,27900,2,38820,29350,이상없음,0
9,19,12,166.9,2020-01-15 20:39:00,2020-01-15 21:47:00,4080,0.0409068627,1246.4,1245.7,3,111600,49100,CARBON,0,1,0,3,111600,49100,0,0,0,이상없음,0
10,19,39,325.0,2020-02-20 20:46:00,2020-02-20 22:58:00,7920,0.0410353535,1246.3,1245.4,3,135600,62600,CARBON,0,1,0,1,62600,62600,2,73000,36500,이상없음,0
11,19,204,177.3,2020-09-16 02:44:00,2020-09-16 03:56:00,4320,0.0410416667,1251.9,1246.5,6,150395,40100,CARBON,0,1,0,2,30045,16800,4,120350,40100,이상없음,0
12,19,35,152.8,2020-02-17 10:01:00,2020-02-17 11:03:00,3720,0.0410752688,1247.1,1245.1,3,162525,115585,CARBON,0,1,0,0,0,0,3,162525,115585,이상없음,0
13,19,12,157.9,2020-01-15 19:10:00,2020-01-15 20:14:00,3840,0.0411197917,1248.7,1245.8,3,111600,49100,CARBON,0,1,0,3,111600,49100,0,0,0,이상없음,0
14,19,10,212.9,2020-01-14 08:39:00,2020-01-14 10:05:00,5160,0.0412596899,1247.9,1245.0,3,90795,38895,ALLOY,1,0,0,1,38895,38895,2,51900,25950,이상없음,0
15,19,81,2122.3,2020-04-14 19:02:00,2020-04-15 09:15:00,51180,0.0414673701,1250.9,1246.0,3,66720,29350,ALLOY,1,0,0,1,27900,27900,2,38820,29350,이상없음,0
16,19,195,127.2,2020-09-04 15:31:00,2020-09-04 16:22:00,3060,0.0415686275,1269.3,1247.4,5,112135,26000,CARBON,0,1,0,0,0,0,5,112135,26000,이상없음,0
17,19,49,89.8,2020-03-10 20:31:00,2020-03-10 21:07:00,2160,0.041574074100000004,1244.6,1246.1,3,146800,49600,CARBON,0,1,0,0,0,0,3,146800,49600,이상없음,0
18,19,161,427.1,2020-07-22 13:59:00,2020-07-22 16:50:00,10260,0.0416276803,1262.1,1246.9,9,146570,37600,CARBON,0,1,0,2,64450,37600,7,82120,16500,이상없음,0
19,19,176,217.6,2020-08-12 19:02:00,2020-08-12 20:29:00,5220,0.0416858238,1237.4,1229.3,7,121050,22830,CARBON,0,1,0,1,17000,17000,6,104050,22830,이상없음,0
20,19,95,1777.3,2020-04-29 02:01:00,2020-04-29 13:51:00,42600,0.0417206573,1261.5,1246.5,3,118400,92000,CARBON,0,1,0,0,0,0,3,118400,92000,이상없음,0
21,19,187,306.8,2020-08-24 22:56:00,2020-08-25 00:58:00,7320,0.0419125683,1244.1,1246.6,3,77650,49000,CARBON,0,1,0,1,20000,20000,2,57650,49000,이상없음,0
22,19,6,196.2,2020-01-08 11:42:00,2020-01-08 13:00:00,4680,0.0419230769,1246.0,1245.6,7,120750,25000,CARBON,0,1,0,0,0,0,7,120750,25000,이상없음,0
23,19,51,148.5,2020-03-12 08:48:00,2020-03-12 09:47:00,3540,0.0419491525,1245.1,1245.7,3,144500,67500,CARBON,0,1,0,0,0,0,3,144500,67500,이상없음,0
24,19,5,214.0,2020-01-07 14:40:00,2020-01-07 16:05:00,5100,0.0419607843,1248.5,1246.0,6,151250,61100,SUS,0,0,1,2,113700,61100,4,37550,11150,이상없음,0
25,19,51,141.2,2020-03-12 17:03:00,2020-03-12 17:59:00,3360,0.0420238095,1245.8,1246.3,3,144500,67500,CARBON,0,1,0,0,0,0,3,144500,67500,이상없음,0
26,19,94,530.0,2020-04-28 02:46:00,2020-04-28 06:16:00,12600,0.0420634921,1245.1,1245.7,2,124900,92000,CARBON,0,1,0,0,0,0,2,124900,92000,이상없음,0
27,19,201,161.8,2020-09-11 17:01:00,2020-09-11 18:05:00,3840,0.0421354167,1251.0,1250.2,5,103910,25450,CARBON,0,1,0,0,0,0,5,103910,25450,이상없음,0
28,19,51,999.5,2020-03-12 10:09:00,2020-03-12 16:44:00,23700,0.0421729958,1247.4,1246.6,3,144500,67500,CARBON,0,1,0,0,0,0,3,144500,67500,이상없음,0
29,19,74,278.7,2020-04-07 11:21:00,2020-04-07 13:11:00,6600,0.0422272727,1244.6,1245.5,3,73000,38000,CARBON,0,1,0,0,0,0,3,73000,38000,이상없음,0
30,19,173,142.3,2020-08-10 10:16:00,2020-08-10 11:12:00,3360,0.0423511905,1264.9,1247.0,3,157400,92000,CARBON,0,1,0,0,0,0,3,157400,92000,이상없음,0
31,19,160,445.2,2020-07-21 02:53:00,2020-07-21 05:48:00,10500,0.0424,1246.1,1246.7,4,101270,31900,CARBON,0,1,0,1,30140,30140,3,71130,31900,이상없음,0
32,19,195,676.9,2020-09-04 09:26:00,2020-09-04 13:52:00,15960,0.042412280700000006,1246.3,1247.3,5,112135,26000,CARBON,0,1,0,0,0,0,5,112135,26000,이상없음,0
33,19,176,252.4,2020-08-12 15:06:00,2020-08-12 16:45:00,5940,0.0424915825,1240.2,1227.0,7,121050,22830,CARBON,0,1,0,1,17000,17000,6,104050,22830,이상없음,0
34,19,20,153.1,2020-01-31 15:54:00,2020-01-31 16:54:00,3600,0.0425277778,1246.6,1245.8,2,148970,130000,SUS,0,0,1,0,0,0,2,148970,130000,이상없음,0
35,19,35,153.3,2020-02-18 07:25:00,2020-02-18 08:25:00,3600,0.0425833333,1245.2,1244.8,3,162525,115585,CARBON,0,1,0,0,0,0,3,162525,115585,이상없음,0
36,19,182,115.0,2020-08-19 03:45:00,2020-08-19 04:30:00,2700,0.0425925926,1245.7,1247.3,4,177870,91370,ALLOY,1,0,0,4,177870,91370,0,0,0,이상없음,0
37,19,23,316.9,2020-02-04 03:05:00,2020-02-04 05:09:00,7440,0.042594085999999996,1247.6,1244.9,7,158295,30500,CARBON,0,1,0,0,0,0,7,158295,30500,이상없음,0
