,가열로번호,cycle,에너지,시작시간,종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,6,142,709.6,2020-08-19 22:43:00,2020-08-20 02:34:00,13860,0.0511976912,1249.0,1248.8,4,49363,13886,CARBON,0,1,0,0,0,0,4,49363,13886,이상없음,0
1,6,134,205.7,2020-08-09 23:47:00,2020-08-10 00:53:00,3960,0.051944444400000005,1251.6,1250.0,7,81870,13740,CARBON,0,1,0,0,0,0,7,81870,13740,이상없음,0
2,6,106,452.7,2020-06-23 02:43:00,2020-06-23 05:06:00,8580,0.0527622378,1250.5,1249.1,4,79100,24100,CARBON,0,1,0,0,0,0,4,79100,24100,이상없음,0
3,6,117,226.5,2020-07-09 23:40:00,2020-07-10 00:51:00,4260,0.0531690141,1251.0,1251.1,6,80200,19615,CARBON,0,1,0,0,0,0,6,80200,19615,이상없음,0
4,6,123,236.5,2020-07-17 23:42:00,2020-07-18 00:56:00,4440,0.0532657658,1249.8,1250.7,5,86240,25450,CARBON,0,1,0,0,0,0,5,86240,25450,이상없음,0
5,6,76,1412.2,2020-04-25 21:15:00,2020-04-26 04:33:00,26280,0.053736681900000006,1254.6,1250.4,4,70595,36200,CARBON,0,1,0,0,0,0,4,70595,36200,이상없음,0
6,6,128,693.9,2020-07-25 00:11:00,2020-07-25 03:45:00,12840,0.054042056100000006,1248.6,1251.3,7,87390,18630,CARBON,0,1,0,0,0,0,7,87390,18630,이상없음,0
7,6,80,1169.4,2020-04-30 23:38:00,2020-05-01 05:38:00,21600,0.054138888899999994,1250.7,1248.4,5,48430,10270,SUS,0,0,1,0,0,0,5,48430,10270,이상없음,0
8,6,127,545.9,2020-07-23 22:08:00,2020-07-24 00:56:00,10080,0.054156746,1249.8,1250.4,6,110680,25100,ALLOY,1,0,0,2,50200,25100,4,60480,16500,이상없음,0
9,6,78,2302.3,2020-04-28 14:24:00,2020-04-29 02:08:00,42240,0.0545052083,1250.3,1249.7,6,54120,11400,CARBON,0,1,0,0,0,0,6,54120,11400,이상없음,0
