,가열로번호,cycle,에너지,시작시간,종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,3,92,405.9,2020-05-26 11:21:00,2020-05-26 14:09:00,10080,0.0402678571,1277.4,1272.4,4,71160,22930,CARBON,0,1,0,0,0,0,4,71160,22930,이상없음,0
1,3,149,252.9,2020-09-04 18:33:00,2020-09-04 20:17:00,6240,0.0405288462,1248.4,1270.4,8,64490,12830,CARBON,0,1,0,0,0,0,8,64490,12830,이상없음,0
2,3,84,934.1,2020-05-14 13:55:00,2020-05-14 20:15:00,22800,0.0409692982,1255.8,1279.8,4,40853,13263,CARBON,0,1,0,0,0,0,4,40853,13263,이상없음,0
3,3,83,101.6,2020-05-13 20:31:00,2020-05-13 21:12:00,2460,0.041300813,1269.6,1268.0,6,63840,12650,CARBON,0,1,0,2,21460,10730,4,42380,12650,이상없음,0
4,3,150,637.7,2020-09-07 08:40:00,2020-09-07 12:57:00,15420,0.0413553826,1279.3,1268.2,8,108430,14070,ALLOY,1,0,0,0,0,0,8,108430,14070,이상없음,0
5,3,109,238.5,2020-06-18 23:34:00,2020-06-19 01:09:00,5700,0.041842105299999995,1248.0,1249.7,7,125700,19350,ALLOY,1,0,0,2,38200,19100,5,87500,19350,이상없음,0
6,3,33,743.6,2020-03-03 15:18:00,2020-03-03 20:13:00,17700,0.04201129940000001,1248.2,1248.3,3,38600,17100,CARBON,0,1,0,1,17100,17100,2,21500,13750,이상없음,0
7,3,112,3846.8,2020-06-22 19:19:00,2020-06-23 20:45:00,91560,0.042013979900000005,1273.6,1269.5,7,43200,11920,CARBON,0,1,0,0,0,0,7,43200,11920,이상없음,0
8,3,87,363.6,2020-05-19 10:38:00,2020-05-19 13:01:00,8580,0.0423776224,1268.0,1270.1,5,64820,21600,ALLOY,1,0,0,5,64820,21600,0,0,0,이상없음,0
9,3,155,2118.4,2020-09-17 13:34:00,2020-09-18 03:26:00,49920,0.042435897400000006,1260.2,1271.4,6,84240,14040,ALLOY,1,0,0,0,0,0,6,84240,14040,이상없음,0
10,3,147,260.7,2020-09-02 23:51:00,2020-09-03 01:33:00,6120,0.0425980392,1272.3,1268.7,11,83060,7660,CARBON,0,1,0,0,0,0,11,83060,7660,이상없음,0
11,3,145,836.6,2020-08-28 09:00:00,2020-08-28 14:27:00,19620,0.042640163099999996,1275.0,1269.0,10,79520,8690,CARBON,0,1,0,2,10000,5000,8,69520,8690,이상없음,0
12,3,108,151.3,2020-06-17 21:25:00,2020-06-17 22:24:00,3540,0.042740112999999996,1252.7,1250.6,4,84900,22350,ALLOY,1,0,0,0,0,0,4,84900,22350,이상없음,0
13,3,104,105.3,2020-06-11 17:14:00,2020-06-11 17:55:00,2460,0.042804878,1276.1,1269.6,6,80880,13480,ALLOY,1,0,0,0,0,0,6,80880,13480,이상없음,0
14,3,77,512.0,2020-04-30 23:26:00,2020-05-01 02:45:00,11940,0.042881072,1270.2,1270.2,14,126640,9410,CARBON,0,1,0,0,0,0,14,126640,9410,이상없음,0
15,3,71,394.0,2020-04-24 13:18:00,2020-04-24 15:51:00,9180,0.04291939,1264.1,1269.0,6,25440,4240,ALLOY,1,0,0,6,25440,4240,0,0,0,이상없음,0
16,3,63,500.3,2020-04-14 11:39:00,2020-04-14 14:53:00,11640,0.0429810997,1255.6,1251.4,8,72640,10120,CARBON,0,1,0,0,0,0,8,72640,10120,이상없음,0
17,3,84,431.3,2020-05-14 10:53:00,2020-05-14 13:40:00,10020,0.0430439122,1262.4,1251.8,4,40853,13263,CARBON,0,1,0,0,0,0,4,40853,13263,이상없음,0
18,3,121,318.4,2020-07-08 10:55:00,2020-07-08 12:58:00,7380,0.04314363139999999,1249.3,1249.3,7,102200,14600,ALLOY,1,0,0,0,0,0,7,102200,14600,이상없음,0
19,3,91,561.8,2020-05-25 11:49:00,2020-05-25 15:26:00,13020,0.043149001500000006,1271.1,1268.7,10,80990,9530,CARBON,0,1,0,3,15000,5000,7,65990,9530,이상없음,0
20,3,83,483.6,2020-05-13 17:10:00,2020-05-13 20:16:00,11160,0.0433333333,1274.5,1270.4,6,63840,12650,CARBON,0,1,0,2,21460,10730,4,42380,12650,이상없음,0
21,3,128,257.4,2020-07-17 18:59:00,2020-07-17 20:38:00,5940,0.0433333333,1279.5,1269.4,9,81130,10930,CARBON,0,1,0,1,10930,10930,8,70200,9130,이상없음,0
