,가열로번호,cycle,에너지,시작시간,종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,4,12,81.0,2020-01-21 08:45:00,2020-01-21 09:26:00,2460,0.0329268293,1268.9,1258.0,3,36420,14150,CARBON,0,1,0,0,0,0,3,36420,14150,이상없음,0
1,4,55,510.9,2020-03-28 01:05:00,2020-03-28 05:20:00,15300,0.0333921569,1271.0,1252.2,10,112810,20850,CARBON,0,1,0,0,0,0,10,112810,20850,이상없음,0
2,4,25,602.6,2020-02-13 23:29:00,2020-02-14 04:26:00,17820,0.0338159371,1254.1,1256.3,6,80880,13480,ALLOY,1,0,0,0,0,0,6,80880,13480,이상없음,0
3,4,39,533.8,2020-03-05 04:40:00,2020-03-05 09:03:00,15780,0.0338276299,1250.4,1254.3,5,83500,20350,CARBON,0,1,0,0,0,0,5,83500,20350,이상없음,0
4,4,17,196.2,2020-02-01 03:51:00,2020-02-01 05:27:00,5760,0.0340625,1253.0,1253.7,7,94360,13480,ALLOY,1,0,0,0,0,0,7,94360,13480,이상없음,0
5,4,76,407.0,2020-04-26 03:15:00,2020-04-26 06:34:00,11940,0.034087102200000004,1170.5,1173.5,8,57900,9600,CARBON,0,1,0,2,19200,9600,6,38700,6450,이상없음,0
6,4,43,789.1,2020-03-11 15:16:00,2020-03-11 21:38:00,22920,0.0344284468,1249.7,1251.5,7,111200,22100,ALLOY,1,0,0,1,22100,22100,6,89100,14850,이상없음,0
7,4,39,253.4,2020-03-05 10:50:00,2020-03-05 12:52:00,7320,0.0346174863,1255.6,1254.0,5,83500,20350,CARBON,0,1,0,0,0,0,5,83500,20350,이상없음,0
8,4,35,265.9,2020-02-27 08:40:00,2020-02-27 10:48:00,7680,0.034622395800000004,1279.5,1253.0,7,74370,20600,CARBON,0,1,0,2,28240,20600,5,46130,10270,이상없음,0
9,4,31,841.1,2020-02-21 23:02:00,2020-02-22 05:46:00,24240,0.034698844900000005,1257.2,1255.6,8,76432,9554,ALLOY,1,0,0,0,0,0,8,76432,9554,이상없음,0
10,4,35,183.6,2020-02-27 11:29:00,2020-02-27 12:57:00,5280,0.0347727273,1249.7,1254.6,7,74370,20600,CARBON,0,1,0,2,28240,20600,5,46130,10270,이상없음,0
11,4,114,152.6,2020-07-14 13:55:00,2020-07-14 15:08:00,4380,0.0348401826,1251.1,1254.9,7,56540,10700,CARBON,0,1,0,0,0,0,7,56540,10700,이상없음,0
12,4,39,102.6,2020-03-05 09:45:00,2020-03-05 10:34:00,2940,0.0348979592,1250.6,1255.4,5,83500,20350,CARBON,0,1,0,0,0,0,5,83500,20350,이상없음,0
13,4,25,287.3,2020-02-13 20:48:00,2020-02-13 23:05:00,8220,0.0349513382,1252.2,1252.8,6,80880,13480,ALLOY,1,0,0,0,0,0,6,80880,13480,이상없음,0
14,4,8,412.9,2020-01-15 06:00:00,2020-01-15 09:16:00,11760,0.035110544199999996,1250.6,1253.2,8,0,14850,ALLOY,1,0,0,2,12410,12410,6,89100,14850,이상없음,0
15,4,24,207.8,2020-02-13 03:38:00,2020-02-13 05:16:00,5880,0.035340136099999996,1254.3,1254.4,7,94360,13480,ALLOY,1,0,0,0,0,0,7,94360,13480,이상없음,0
16,4,20,209.1,2020-02-06 11:14:00,2020-02-06 12:52:00,5880,0.0355612245,1252.8,1256.0,8,88800,11100,ALLOY,1,0,0,0,0,0,8,88800,11100,이상없음,0
17,4,35,494.4,2020-02-27 02:07:00,2020-02-27 05:57:00,13800,0.035826087,1249.9,1256.3,7,74370,20600,CARBON,0,1,0,2,28240,20600,5,46130,10270,이상없음,0
18,4,119,86.1,2020-07-22 14:00:00,2020-07-22 14:40:00,2400,0.035875,1270.1,1256.6,7,38070,7760,SUS,0,0,1,0,0,0,7,38070,7760,이상없음,0
19,4,16,237.3,2020-01-31 03:13:00,2020-01-31 05:03:00,6600,0.0359545455,1258.6,1256.5,8,76432,9554,ALLOY,1,0,0,0,0,0,8,76432,9554,이상없음,0
20,4,5,578.3,2020-01-10 23:32:00,2020-01-11 03:59:00,16020,0.0360986267,1275.4,1273.8,10,81860,9020,CARBON,0,1,0,0,0,0,10,81860,9020,이상없음,0
21,4,15,213.9,2020-01-30 03:16:00,2020-01-30 04:54:00,5880,0.036377551,1251.0,1254.7,8,76432,9554,ALLOY,1,0,0,0,0,0,8,76432,9554,이상없음,0
22,4,7,172.9,2020-01-14 11:38:00,2020-01-14 12:57:00,4740,0.036476793199999996,1250.6,1253.0,7,109200,15600,ALLOY,1,0,0,0,0,0,7,109200,15600,이상없음,0
23,4,54,223.6,2020-03-26 22:32:00,2020-03-27 00:14:00,6120,0.0365359477,1278.3,1273.5,6,80880,13480,ALLOY,1,0,0,0,0,0,6,80880,13480,이상없음,0
24,4,55,534.5,2020-03-27 20:37:00,2020-03-28 00:40:00,14580,0.036659807999999995,1279.0,1272.5,10,112810,20850,CARBON,0,1,0,0,0,0,10,112810,20850,이상없음,0
25,4,14,178.2,2020-01-23 23:40:00,2020-01-24 01:01:00,4860,0.036666666699999996,1277.4,1275.9,6,80880,13480,ALLOY,1,0,0,0,0,0,6,80880,13480,이상없음,0
26,4,12,125.4,2020-01-21 14:26:00,2020-01-21 15:23:00,3420,0.036666666699999996,1269.9,1274.0,3,36420,14150,CARBON,0,1,0,0,0,0,3,36420,14150,이상없음,0
