,가열로번호,cycle,에너지,시작시간,종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,13,13,1357.1,2020-01-14 10:46:00,2020-01-14 16:04:00,19080,0.0711268344,1261.3,1264.0,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
1,13,81,1982.2,2020-04-04 07:15:00,2020-04-04 14:59:00,27840,0.07119971259999999,1262.2,1271.8,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
2,13,3,2395.4,2020-01-06 16:56:00,2020-01-07 02:16:00,33600,0.0712916667,1258.7,1266.5,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
3,13,20,1366.8,2020-01-29 16:50:00,2020-01-29 22:00:00,18600,0.07348387099999999,1256.0,1268.3,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
4,13,141,2639.6,2020-08-11 22:23:00,2020-08-12 08:19:00,35760,0.07381431769999999,1252.4,1254.1,1,56280,56280,ALLOY,1,0,0,1,56280,56280,0,0,0,이상없음,0
5,13,92,1353.3,2020-04-22 00:32:00,2020-04-22 05:37:00,18300,0.0739508197,1250.2,1255.2,4,115500,29900,CARBON,0,1,0,2,55700,27850,2,59800,29900,이상없음,0
6,13,44,570.1,2020-03-02 14:42:00,2020-03-02 16:50:00,7680,0.0742317708,1262.1,1270.0,2,57850,31900,ALLOY,1,0,0,0,0,0,2,57850,31900,이상없음,0
7,13,148,1627.9,2020-09-02 20:35:00,2020-09-03 02:38:00,21780,0.0747428834,1260.8,1254.8,4,209150,70100,ALLOY,1,0,0,2,105200,52600,2,103950,70100,이상없음,0
8,13,146,1009.7,2020-08-27 14:10:00,2020-08-27 17:55:00,13500,0.0747925926,1259.5,1254.5,6,248100,55100,CARBON,0,1,0,0,0,0,6,248100,55100,이상없음,0
9,13,95,3336.7,2020-04-26 23:38:00,2020-04-27 11:56:00,44280,0.0753545619,1001.5,1002.9,1,50000,50000,CARBON,0,1,0,0,0,0,1,50000,50000,이상없음,0
10,13,17,1245.1,2020-01-22 09:11:00,2020-01-22 13:45:00,16440,0.0757360097,1267.6,1270.6,2,190100,130000,CARBON,0,1,0,1,60100,60100,1,130000,130000,이상없음,0
11,13,1,238.5,2020-01-04 17:02:00,2020-01-04 17:54:00,3120,0.07644230769999999,1253.1,1258.8,4,244550,130000,ALLOY,1,0,0,4,244550,130000,0,0,0,이상없음,0
12,13,132,2670.6,2020-07-08 00:14:00,2020-07-08 09:51:00,34620,0.0771403813,1254.7,1253.3,1,44435,44435,CARBON,0,1,0,0,0,0,1,44435,44435,이상없음,0
13,13,52,766.6,2020-03-09 17:16:00,2020-03-09 20:00:00,9840,0.0779065041,1262.7,1263.9,1,67500,67500,CARBON,0,1,0,0,0,0,1,67500,67500,이상없음,0
14,13,151,1973.9,2020-09-04 21:43:00,2020-09-05 04:44:00,25260,0.0781433096,1235.7,1233.7,4,95050,28350,SUS,0,0,1,3,85050,28350,1,10000,10000,이상없음,0
15,13,17,1957.7,2020-01-21 10:01:00,2020-01-21 16:58:00,25020,0.07824540370000001,1262.3,1264.6,2,190100,130000,CARBON,0,1,0,1,60100,60100,1,130000,130000,이상없음,0
16,13,37,310.0,2020-02-20 07:18:00,2020-02-20 08:24:00,3960,0.0782828283,1259.6,1269.4,2,71000,35500,CARBON,0,1,0,0,0,0,2,71000,35500,이상없음,0
17,13,95,1894.4,2020-04-27 19:33:00,2020-04-28 02:13:00,24000,0.0789333333,1251.6,1252.6,1,50000,50000,CARBON,0,1,0,0,0,0,1,50000,50000,이상없음,0
18,13,146,2350.5,2020-08-27 02:58:00,2020-08-27 11:13:00,29700,0.0791414141,1256.3,1255.1,6,248100,55100,CARBON,0,1,0,0,0,0,6,248100,55100,이상없음,0
19,13,39,371.9,2020-02-26 02:38:00,2020-02-26 03:56:00,4680,0.079465812,1263.6,1271.4,5,221300,51600,ALLOY,1,0,0,2,103200,51600,3,118100,40750,이상없음,0
20,13,150,5803.2,2020-09-03 18:00:00,2020-09-04 14:12:00,72720,0.0798019802,1230.8,1233.2,5,123150,28600,SUS,0,0,1,3,85800,28600,2,37350,27350,이상없음,0
21,13,15,1085.3,2020-01-20 14:13:00,2020-01-20 17:58:00,13500,0.08039259259999999,1001.8,1002.6,2,60960,30480,ALLOY,1,0,0,0,0,0,2,60960,30480,이상없음,0
22,13,146,5458.7,2020-08-26 07:14:00,2020-08-27 01:59:00,67500,0.0808696296,1258.2,1255.3,6,248100,55100,CARBON,0,1,0,0,0,0,6,248100,55100,이상없음,0
23,13,44,1176.6,2020-03-02 10:14:00,2020-03-02 14:16:00,14520,0.0810330579,1261.5,1266.7,2,57850,31900,ALLOY,1,0,0,0,0,0,2,57850,31900,이상없음,0
24,13,140,204.3,2020-08-09 09:09:00,2020-08-09 09:51:00,2520,0.08107142860000001,1250.4,1250.5,2,82000,48000,CARBON,0,1,0,0,0,0,2,82000,48000,이상없음,0
25,13,29,384.3,2020-02-05 13:29:00,2020-02-05 14:48:00,4740,0.0810759494,1261.1,1268.4,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
26,13,35,506.1,2020-02-18 23:12:00,2020-02-19 00:54:00,6120,0.0826960784,1260.1,1269.7,5,159500,38100,ALLOY,1,0,0,5,159500,38100,0,0,0,이상없음,0
27,13,58,966.5,2020-03-12 16:52:00,2020-03-12 20:06:00,11640,0.083032646,1261.0,1272.0,1,67500,67500,CARBON,0,1,0,0,0,0,1,67500,67500,이상없음,0
28,13,38,810.1,2020-02-24 15:02:00,2020-02-24 17:42:00,9600,0.0843854167,810.8,817.6,6,237100,51600,SUS,0,0,1,3,119000,51600,3,118100,40750,이상없음,0
29,13,146,375.0,2020-08-27 11:45:00,2020-08-27 12:59:00,4440,0.08445945949999999,1258.7,1254.6,6,248100,55100,CARBON,0,1,0,0,0,0,6,248100,55100,이상없음,0
30,13,147,1339.5,2020-09-01 09:24:00,2020-09-01 13:44:00,15600,0.08586538460000001,1256.5,1253.9,3,112800,49100,ALLOY,1,0,0,3,112800,49100,0,0,0,이상없음,0
31,13,20,295.9,2020-01-29 15:13:00,2020-01-29 16:10:00,3420,0.08652046779999999,1263.0,1268.9,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
32,13,81,927.4,2020-04-04 03:41:00,2020-04-04 06:39:00,10680,0.086835206,1262.3,1272.0,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
33,13,91,452.1,2020-04-21 16:41:00,2020-04-21 18:07:00,5160,0.0876162791,1260.3,1252.0,6,171200,29900,CARBON,0,1,0,4,111400,27850,2,59800,29900,이상없음,0
34,13,104,224.9,2020-05-14 18:56:00,2020-05-14 19:38:00,2520,0.0892460317,1253.5,1205.9,1,88000,88000,CARBON,0,1,0,0,0,0,1,88000,88000,이상없음,0
35,13,1,6786.7,2020-01-03 18:15:00,2020-01-04 15:02:00,74820,0.0907070302,1260.2,1262.9,4,244550,130000,ALLOY,1,0,0,4,244550,130000,0,0,0,이상없음,0
36,13,64,2460.6,2020-03-17 17:36:00,2020-03-18 01:04:00,26880,0.0915401786,1250.5,1268.1,2,139564,76964,CARBON,0,1,0,2,139564,76964,0,0,0,이상없음,0
37,13,148,385.3,2020-09-02 19:06:00,2020-09-02 20:16:00,4200,0.0917380952,1259.3,1251.0,4,209150,70100,ALLOY,1,0,0,2,105200,52600,2,103950,70100,이상없음,0
38,13,95,941.7,2020-04-28 02:54:00,2020-04-28 05:45:00,10260,0.0917836257,1255.1,1255.8,1,50000,50000,CARBON,0,1,0,0,0,0,1,50000,50000,이상없음,0
39,13,121,183.0,2020-06-23 13:47:00,2020-06-23 14:20:00,1980,0.09242424240000001,751.6,749.3,1,56280,56280,ALLOY,1,0,0,1,56280,56280,0,0,0,이상없음,0
40,13,78,1250.5,2020-04-02 21:02:00,2020-04-03 00:45:00,13380,0.0934603886,1007.4,1015.5,1,25950,25950,CARBON,0,1,0,0,0,0,1,25950,25950,이상없음,0
41,13,92,708.8,2020-04-21 20:41:00,2020-04-21 22:47:00,7560,0.09375661380000001,1258.7,1253.0,4,115500,29900,CARBON,0,1,0,2,55700,27850,2,59800,29900,이상없음,0
42,13,156,5872.2,2020-09-23 05:18:00,2020-09-23 22:31:00,61980,0.09474346560000001,1257.4,1253.1,6,214350,70100,ALLOY,1,0,0,0,0,0,6,214350,70100,이상없음,0
43,13,93,3146.2,2020-04-24 05:20:00,2020-04-24 14:25:00,32700,0.09621406730000001,1252.1,1254.8,9,68688,25750,SUS,0,0,1,0,0,0,9,68688,25750,이상없음,0
44,13,121,416.2,2020-06-25 12:01:00,2020-06-25 13:13:00,4320,0.0963425926,1260.1,1252.5,1,56280,56280,ALLOY,1,0,0,1,56280,56280,0,0,0,이상없음,0
45,13,148,3685.7,2020-09-02 08:11:00,2020-09-02 18:42:00,37860,0.09735076599999999,1258.1,1253.2,4,209150,70100,ALLOY,1,0,0,2,105200,52600,2,103950,70100,이상없음,0
46,13,41,637.3,2020-02-27 23:55:00,2020-02-28 01:43:00,6480,0.0983487654,1261.9,1264.9,2,51900,25950,CARBON,0,1,0,0,0,0,2,51900,25950,이상없음,0
47,13,24,3602.6,2020-01-31 08:29:00,2020-01-31 18:36:00,36420,0.0989181768,1260.9,1276.4,4,194900,53600,CARBON,0,1,0,4,194900,53600,0,0,0,이상없음,0
48,13,107,413.7,2020-05-18 22:15:00,2020-05-18 23:24:00,4140,0.09992753619999999,1251.2,1256.3,1,60700,60700,CARBON,0,1,0,0,0,0,1,60700,60700,이상없음,0
49,13,140,4393.9,2020-08-08 20:41:00,2020-08-09 08:43:00,43320,0.101428901,1258.8,1254.8,2,82000,48000,CARBON,0,1,0,0,0,0,2,82000,48000,이상없음,0
50,13,147,439.8,2020-09-01 14:28:00,2020-09-01 15:40:00,4320,0.10180555599999999,1256.7,1253.1,3,112800,49100,ALLOY,1,0,0,3,112800,49100,0,0,0,이상없음,0
51,13,17,4807.4,2020-01-21 19:53:00,2020-01-22 08:55:00,46920,0.10245950599999999,1257.8,1268.2,2,190100,130000,CARBON,0,1,0,1,60100,60100,1,130000,130000,이상없음,0
52,13,26,332.9,2020-02-03 21:22:00,2020-02-03 22:16:00,3240,0.10274691400000001,1260.4,1266.6,7,217600,44600,CARBON,0,1,0,1,44600,44600,6,173000,36000,이상없음,0
53,13,97,339.5,2020-04-30 02:55:00,2020-04-30 03:50:00,3300,0.10287878800000001,1262.4,1251.8,1,32700,32700,ALLOY,1,0,0,1,32700,32700,0,0,0,이상없음,0
