,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,29.892563175510716,44.38198163755516
1,29.46770628508147,54.15590205467711
2,21.5819693556777,41.515482680399884
3,29.026175885587126,39.384228165298516
4,29.28001202763738,40.985725083434865
5,29.514392749683278,41.223102246397644
6,33.4584829313261,41.7916827650951
7,25.482997121037663,36.92903718481243
8,29.221449362265098,52.11588139414426
9,29.020378559559315,53.34302542217802
average,28.594612745336587,44.5826048633993
