,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,12.531596183776855,34.66481549153487
1,25.89499855041504,50.23203520158478
2,19.472309112548828,87.58465763052632
3,16.85650062561035,41.44861856457441
4,17.96068572998047,39.43168220530689
5,12.73692798614502,38.51356696772458
6,10.657075881958008,47.81722059470267
7,16.753690719604492,36.07265880420381
8,12.370589256286621,78.59048487784959
9,16.003496170043945,35.288637143155846
average,16.123787021636964,48.964437748116374
