,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,18.070108240300957,28.19155782379463
1,22.77232516895641,22.091758603420182
2,17.45119198885831,27.298812748150358
3,18.33510797674006,24.921233892520224
4,17.718516263094816,28.231918665474335
5,18.851424824107777,26.884078618611035
6,18.598366477272727,27.822934114709902
7,18.66641582142223,32.92087948846959
8,18.95496299050071,27.705116104550747
9,16.690515171397816,25.305478056942277
average,18.61089349226518,27.137376811664332
