,에너지,시간(총),시간(0제외),시작온도,종료온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생,강종,강종_ALLOY,강종_CARBON,강종_SUS
0,733.3,3720.0,3600.0,554.9,1264.2,0,0.0,0,4,88100.0,32200,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,88100.0,32200,0,0.0,0,2,48000.0,24000,2,40100.0,32200,1260.0,0,누락없음,20,2020-03-04,야간,2020-03-04 04:48:00,수,겹침,이상없음,4,1,C,평일,0,CARBON,0,1,0
1,700.8,3960.0,3900.0,388.2,1256.3,1,38100.0,38100,2,48000.0,24000,2,23620.0,11810,0,0.0,0,0,0.0,0,0,0.0,0,5,109720.0,38100,0,0.0,0,2,48000.0,24000,3,61720.0,38100,8220.0,0,누락없음,17,2020-03-05,주간,2020-03-04 16:07:00,수,안겹침,이상없음,6,0,ACS,평일,0,ALLOY,1,0,0
2,1718.6,9060.0,8880.0,179.5,1249.7,1,31600.0,31600,4,119550.0,39500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,151150.0,39500,0,0.0,0,1,31600.0,31600,4,119550.0,39500,103140.0,0,누락없음,18,2020-03-19,주간,2020-03-18 18:28:00,수,안겹침,이상없음,3,0,AC,평일,0,ALLOY,1,0,0
3,3030.8,21300.0,21120.0,656.4,1256.4,1,76964.0,76964,0,0.0,0,2,92450.0,58600,0,0.0,0,0,0.0,0,0,0.0,0,3,169414.0,76964,0,0.0,0,1,76964.0,76964,2,92450.0,58600,513960.0,0,누락없음,13,2020-03-20,야간,2020-03-20 03:14:00,금,안겹침,이상없음,1,0,AS,평일,0,ALLOY,1,0,0
4,1095.3,12120.0,11880.0,918.3,1246.9,1,76964.0,76964,0,0.0,0,2,92450.0,58600,0,0.0,0,0,0.0,0,0,0.0,0,3,169414.0,76964,0,0.0,0,1,76964.0,76964,2,92450.0,58600,69780.0,0,누락없음,19,2020-03-23,주간,2020-03-22 01:35:00,일,안겹침,이상없음,4,0,AS,주말,0,SUS,0,0,1
5,816.9,11040.0,10800.0,592.2,1142.5,2,15120.0,7560,6,47760.0,8030,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,62880.0,8030,0,0.0,0,2,15120.0,7560,6,47760.0,8030,14460.0,0,누락없음,1,2020-03-24,야간,2020-03-24 02:37:00,화,안겹침,이상없음,4,0,AC,평일,0,ALLOY,1,0,0
6,1330.5,6540.0,6420.0,658.0,1250.8,2,56430.0,30480,2,64000.0,32000,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,120430.0,32000,0,0.0,0,1,25950.0,25950,3,94480.0,32000,2280.0,0,누락없음,19,2020-03-27,야간,2020-03-27 05:04:00,금,안겹침,이상없음,3,0,AC,평일,0,CARBON,0,1,0
7,1878.0,20280.0,19740.0,691.3,1245.6,1,25950.0,25950,3,91000.0,32000,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,116950.0,32000,0,0.0,0,1,25950.0,25950,3,91000.0,32000,111300.0,0,누락없음,19,2020-03-30,주간,2020-03-29 09:30:00,일,겹침,이상없음,4,3,AC,주말,0,CARBON,0,1,0
8,905.4,3960.0,3780.0,703.9,1249.0,1,43500.0,43500,6,123300.0,25950,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,7,166800.0,43500,0,0.0,0,1,43500.0,43500,6,123300.0,25950,1980.0,0,누락없음,19,2020-03-31,주간,2020-03-30 18:31:00,월,안겹침,이상없음,4,0,AC,평일,0,CARBON,0,1,0
9,590.0,3660.0,3600.0,841.8,1249.2,0,0.0,0,5,189990.0,55100,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,189990.0,55100,0,0.0,0,1,39600.0,39600,4,150390.0,55100,2820.0,0,누락없음,19,2020-04-02,주간,2020-04-01 19:11:00,수,안겹침,이상없음,4,0,C,평일,0,CARBON,0,1,0
