,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,17.353057861328125,23.855936767344247,13.582733154296875,24.13691405431594
1,51.23843765258789,15.883971299045724,26.396886825561523,17.494257605729512
2,21.280550003051758,15.525912832593225,26.62836456298828,15.669485302187724
3,16.289077758789062,14.770985390506135,8.223437309265137,14.554953798969054
4,71.01347351074219,24.143098309814125,27.967702865600586,21.288582704868027
5,25.970890045166016,21.75672956541676,16.199066162109375,22.27454998183471
6,24.630041122436523,31.415689994049135,27.453603744506836,31.53343791112609
7,43.47020721435547,18.43205326480102,8.334800720214844,18.696824466332707
8,10.926087379455566,16.468001340300916,13.56549072265625,16.468290592003843
9,28.185375213623047,16.07641665997984,30.221296310424805,15.065952966330018
average,31.035719776153563,19.832879542385115,19.857338237762452,19.718324938369765
