,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,66.27349853515625,58.27878218291195,67.95503234863281,65.80978106824118
1,61.003379821777344,31.228466695025688,38.40060806274414,33.5680809782277
2,38.791229248046875,54.6075156552266,112.1281509399414,83.98132845413507
3,59.23197555541992,58.725976556511284,79.96919250488281,62.551281204833074
4,63.603965759277344,20.67940868814847,42.21718215942383,17.661551636931968
5,30.905019760131836,18.368960139593383,32.70928192138672,31.016229716284354
6,49.416866302490234,37.91531829710726,42.1022834777832,37.37231683776046
7,65.50968170166016,65.5477448693378,105.52507019042969,65.94904825844044
8,41.159934997558594,35.430021923581606,59.810123443603516,46.62684730869762
9,56.421043395996094,49.52028859549999,127.63699340820312,63.71796164048295
average,53.231659507751466,43.03024836029441,70.84539184570312,50.82544271040348
