,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,44.39251425606864,62.80114406085284,46.12528991699219,63.630099158759535
1,47.249395751953124,62.99729101774574,43.2087760925293,76.8570777691604
2,80.34966408865792,70.80440578220212,83.0588121686663,70.93542938358327
3,48.68152585710798,62.594861501611334,51.869700404575894,65.88574994773666
4,39.316064453125,75.68709802443037,42.84211196899414,69.95776709029471
5,52.91821136474609,55.25238955393629,45.213211386544366,63.28692385196231
6,46.01393072945731,59.47032324108433,44.93581281389509,67.25246406387777
7,56.18735831124442,75.55773129141565,42.41772559029715,75.93401383934093
8,45.646739741734095,71.80413231462295,49.40428401402065,70.7658326442187
9,44.998631722586495,58.27256325974153,48.01724014282227,58.53748995892766
average,50.57540362766811,65.52419400476433,49.70929644993373,68.30428477078618
