,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,13.79726505279541,22.197145803769395,11.943260192871094,17.79470143063573
1,6.667221546173096,5.298926667944251,8.462150573730469,10.367829041612346
2,4.206677436828613,28.04687870923031,6.060397624969482,25.65434655761207
3,19.649965286254883,10.940344159898263,23.219505310058594,10.964601873335623
4,6.895803928375244,14.328933457205375,6.421263694763184,14.306842505327975
5,13.258268356323242,17.380553099543196,23.09467315673828,17.30530392880353
6,22.93651580810547,18.802452676886773,19.03334617614746,23.68610412022123
7,22.313627243041992,21.385266723311037,12.465764999389648,21.367175192299772
8,27.005510330200195,20.1133398337204,6.719277381896973,18.588800889117483
9,15.61097240447998,22.588522841645222,17.279356002807617,15.164395713733454
average,15.234182739257813,18.108236397315423,13.46989951133728,17.52001012526992
