,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,84.25054931640625,29.910830616038087,45.96046829223633,28.155236614246025
1,76.54605865478516,32.83208675604074,40.30838394165039,34.55657612037028
2,65.64258575439453,31.959049505963605,61.24545669555664,34.3770475220278
3,77.89627838134766,31.223110282159904,75.69905853271484,29.512816259673414
4,80.38998413085938,55.271089068803136,38.76039505004883,55.84774705767522
5,53.283050537109375,41.308409298426405,47.09488296508789,42.53974318237725
6,71.11100006103516,33.52473609087432,82.384521484375,34.92564121313654
7,35.23483657836914,36.84174487855038,41.479248046875,36.62597471635809
8,61.016021728515625,34.994149315650205,31.77732276916504,36.023767753897374
9,47.25837326049805,26.473970896906785,41.393211364746094,27.607916575898294
average,65.26287384033203,35.433917670941355,50.61029491424561,36.01724670156603
