,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,23.595483779907227,21.269285185834814,25.033430099487305,22.441309680486338
1,111.21691131591797,111.01428553532529,156.9918975830078,102.44185964132211
2,56.19174575805664,75.67938282930713,38.90050506591797,69.45969917451336
3,56.644371032714844,68.9000003937951,104.12815856933594,59.501953175553446
4,24.887794494628906,26.869166721435526,30.839853286743164,22.681714475790827
5,36.86687469482422,56.05760487932246,35.25675964355469,53.35724979250101
6,37.46355438232422,69.90102695088589,42.16649627685547,70.86872261461255
7,64.4105224609375,102.34653027615306,74.27099609375,96.24894574736399
8,71.86621856689453,121.6991454236501,133.923828125,122.04497369379193
9,60.31601333618164,109.1447297823204,91.78038787841797,102.25224250016385
average,54.34594898223877,76.28811579780299,73.32923126220703,72.12986704960994
