,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,26.717906951904297,31.98889659464251,22.983604431152344,47.88342531523455
1,23.49363136291504,28.49253653138301,35.9208984375,44.41135865284453
2,21.986234664916992,20.670576740291363,33.378257751464844,21.68291647660754
3,31.205890655517578,40.44263059293808,31.064722061157227,63.45021785511723
4,18.554441452026367,23.53722980288927,42.53879165649414,29.137850610617665
5,29.631832122802734,28.44290018019112,19.5413818359375,25.99401218766051
6,26.808473587036133,29.919817575261753,20.795650482177734,43.64169384182382
7,28.720800399780273,30.545589208222168,24.724502563476562,38.747744001195095
8,30.770282745361328,36.09627989593254,34.19780731201172,35.32508244755618
9,23.2872371673584,30.89419324084216,23.848512649536133,27.798773850402547
average,26.117673110961913,30.103065036259398,28.89941291809082,37.80730752390597
