,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,19.324616065392128,44.43950265137729,20.951472502488357,45.23068145735326
1,31.148819263164814,56.55191589580687,27.364047563993015,51.786159912841235
2,23.80113234886756,68.50093649655632,19.427994361290565,69.52271540436199
3,23.733862216656025,66.23246378770375,26.41774529677171,66.68617712037207
4,22.680870643028847,50.74569166163949,18.427504172691933,56.30074650896575
5,24.134036724384014,46.01569678109485,24.92563951932467,45.99528776044399
6,18.62669511941763,47.06076639474984,16.878292670616737,46.20710454817608
7,15.715349637545073,33.598438166456944,17.13107541891245,34.23162134664613
8,22.641563415527344,42.274987304466016,25.57136711707482,42.979682265126925
9,25.62577570401705,50.58537606543756,22.396333694458008,56.58699758390334
average,22.74327211380005,50.6005775205289,21.949147231762225,51.552717390819076
