,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간포함_MLP_5_5_시간(총),쉰시간포함_KNN_5_5_시간(총),쉰시간포함_MLP_5_5_시간(0제외),쉰시간포함_KNN_5_5_시간(0제외),쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지,쉰시간제외_MLP_5_5_시간(총),쉰시간제외_KNN_5_5_시간(총),쉰시간제외_MLP_5_5_시간(0제외),쉰시간제외_KNN_5_5_시간(0제외)
0,82.201796875,100.28231165050052,104.41885833740234,137.78558084052875,69.87635559082031,117.2457629823013,87.40799194335938,99.2253245870922,90.63682189941406,153.29699875037525,70.51412506103516,110.19384352714154
1,56.94336303710938,108.89334093755552,62.11715682983399,157.3667220310185,77.44081756591797,149.32602893805506,58.462174072265626,119.38469314622007,59.795390930175785,185.78565889742703,92.17757019042969,171.42896865193825
2,68.13882659912109,92.9350817966382,64.27986663818359,137.87944884557336,76.26217742919921,140.38661167262774,73.52960723876953,108.71037299242036,65.14528045654296,182.66798402540564,79.09799041748047,158.86065368238243
3,72.31062774658203,116.63145900554971,73.66649444580078,163.99065152025406,60.60330657958984,127.57797191055803,67.90983627319336,128.59940313127476,95.25469818115235,199.71067287986975,65.45440124511718,153.75572191715656
4,52.055050659179685,60.362118384323914,61.18034393310547,83.76906024769497,65.73911865234375,104.14505778403847,50.551504669189455,68.60100524927638,59.53785308837891,109.82475781882522,65.10361450195313,113.74989914232714
5,58.27088363647461,83.2757848967073,67.00052856445312,130.83641275901124,75.57404449462891,161.1829513066213,57.87467864990234,88.54161392784373,71.75103668212891,155.3054394629892,76.8492562866211,153.46227807909864
6,52.40323471069336,71.42077229513426,59.49711959838867,125.98316158503945,61.54677383422852,100.64595623889979,51.4225357055664,73.79862844932092,61.08826080322265,110.99611045860587,56.13399810791016,106.91798833380557
7,68.4360336303711,99.64118486649816,75.12849884033203,133.4350730949187,62.407926635742186,98.26668725706344,87.38568603515625,104.3722242963226,71.13009872436524,149.9788802452221,60.07446533203125,87.7397347207769
8,61.64038055419922,109.06853184363523,68.35269226074219,152.86235012047328,76.07798553466797,183.62381672649735,66.47125579833984,112.68688509041382,68.21540588378906,160.93183173083017,77.48716705322266,188.3194133573216
9,62.36276641845703,112.64422444596597,96.41987854003906,156.5410346177482,82.25895874023438,138.26974936850468,60.20642227172851,121.37247347678478,60.669558410644534,183.777117037104,72.20515045166016,124.0571816517534
average,63.476296386718744,95.51548101225089,73.20614379882811,138.04494956622608,70.7787465057373,132.0670594185167,66.12216926574706,102.52926243469696,70.32244050598146,159.22754513066545,71.5097738647461,136.8485683063702
