,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간포함_MLP_5_5_시간(총),쉰시간포함_KNN_5_5_시간(총),쉰시간포함_MLP_5_5_시간(0제외),쉰시간포함_KNN_5_5_시간(0제외),쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지,쉰시간제외_MLP_5_5_시간(총),쉰시간제외_KNN_5_5_시간(총),쉰시간제외_MLP_5_5_시간(0제외),쉰시간제외_KNN_5_5_시간(0제외)
0,113.39274597167969,284.54950946354927,262.0578918457031,256.4959937305934,128.5453338623047,94.84147432473526,149.47198486328125,341.86650335039025,342.9922790527344,279.3340167030334,251.43017578125,117.45938525854073
1,152.03648376464844,145.91105221873502,198.33827209472656,201.29953408285087,62.17806625366211,45.985874989168366,204.94964599609375,159.3198679559846,286.9073791503906,202.0309003565404,120.51484680175781,47.51710729372873
2,84.32544708251953,106.62484165877524,48.755455017089844,63.019670847234636,79.97246551513672,79.430487396852,101.81623077392578,118.27989003152364,65.5674057006836,70.79550059118542,115.07494354248047,91.4600673852214
3,54.81214904785156,104.72245441860248,39.9378547668457,59.462523959792044,99.13897705078125,253.99116529511483,74.39947509765625,116.27896329284486,68.9079818725586,63.96382047928743,99.19170379638672,243.8103365577366
4,58.11065673828125,30.583350546035092,26.2767276763916,17.254633282229197,149.8382110595703,213.8727466634984,26.157020568847656,25.672369564821533,17.602367401123047,18.19788083074006,89.97949981689453,175.19488550971343
5,168.06546020507812,100.12032579863259,283.92279052734375,184.7235715693018,144.1625518798828,180.9311162008962,170.1969451904297,135.10157557435207,355.5201721191406,237.58884707803566,169.71109008789062,183.0841772210423
6,262.140625,213.67065432515875,335.7689514160156,270.468849544811,89.2330551147461,182.47628975948845,188.16722106933594,277.526701393559,329.5705261230469,310.5344763325474,141.05157470703125,269.9425972716648
7,164.76959228515625,147.4369875443963,218.8423309326172,227.1873811018669,241.22787475585938,234.57710797909579,204.011962890625,139.23460620317897,296.21221923828125,226.6061762978793,299.47955322265625,246.05904985039365
8,250.949951171875,222.3626078485733,411.8370666503906,300.8000969328139,108.03466033935547,278.45852850625016,167.07077026367188,280.5114597605316,330.4721374511719,341.74224447256665,248.6154022216797,338.18451872304786
9,96.04733276367188,218.18101795381577,268.5195617675781,292.9606237681041,97.16171264648438,110.61832301201726,232.2012481689453,263.7577137013022,215.43911743164062,307.35629770006113,118.74027252197266,121.68598427583304
average,140.46504440307618,157.4162801776274,209.4256902694702,187.36728788195978,119.94929084777831,167.51831141271165,151.84425048828126,185.75496508284886,230.91915855407714,205.8150160841877,165.37890625,183.43981093469228
