,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,54.75105285644531,69.93681532008308,31.447187423706055,72.30107895558588
1,30.845783233642578,70.95861271624982,26.120452880859375,65.12861250941228
2,20.869781494140625,27.8901316974754,32.541194915771484,27.705900014256525
3,50.14977264404297,63.69258816558408,27.637977600097656,63.26906678164289
4,29.638822555541992,93.86533334190403,29.975799560546875,89.12461873863134
5,43.103424072265625,110.52032063980334,49.5817756652832,110.6359689155048
6,64.34419250488281,95.7763914880523,38.5823860168457,98.61018618984167
7,22.69864845275879,153.6414359456182,51.158287048339844,146.506168923658
8,37.01514434814453,59.336463391169524,37.65135192871094,59.71457655360367
9,18.42543601989746,60.74692003789659,40.94083023071289,61.45393251327052
average,37.18420581817627,80.63650127438363,36.5637243270874,79.44501100954076
